balanced_accuracy_mean,balanced_accuracy_std,feature_set,gain_vs_lfv1_mean,gain_vs_lfv1_std,intervene_precision_mean,intervene_precision_std,intervene_recall_mean,intervene_recall_std,lfv1_gain_preserve_recall_mean,lfv1_gain_preserve_recall_std,lfv1_regression_intervene_recall_mean,lfv1_regression_intervene_recall_std,oracle_recovery_mean,oracle_recovery_std,passes_preflight_line,preserve_precision_mean,preserve_precision_std,preserve_recall_mean,preserve_recall_std,split_family,splits,task
0.5621149248345625,0.02481538738193634,hazy_basic,0.6256363214983949,0.04647967858870014,0.8266212475078347,0.022343826118111865,0.6216265733158568,0.03748263965545266,0.413764660059001,0.04337263489165715,0.579213876360863,0.06482420467361807,0.5844357387835895,0.032133262405939056,False,0.25795552142286954,0.024455178799369474,0.5026032763532682,0.06954430178990453,random,5,oracle_lfv1_vs_best_alt
0.5637493784314431,0.035022646659108043,hazy_wavelet,0.6410266297716355,0.08925298536986509,0.8311863915096603,0.016587867795410625,0.6252809263841995,0.04563724080681421,0.4190157752630239,0.038561038635680805,0.6295972993433149,0.09719895619685737,0.5934951632700718,0.05907426802054542,False,0.2579066269772946,0.047042332092577535,0.5022178304786866,0.034977307824031294,airlight_bin,5,oracle_lfv1_vs_best_alt
0.583964832279025,0.04205603190736456,hazy_wavelet,0.6499598900610095,0.03880234599208292,0.8427925104513742,0.025360597139094103,0.6331131985413405,0.03723849793773042,0.45338990207193375,0.05430761546354432,0.6539659688092161,0.08650449515551623,0.6004396858502833,0.034635224293091516,False,0.2701789546921388,0.031145902840643565,0.5348164660167096,0.09475734133885375,beta_bin,5,oracle_lfv1_vs_best_alt
0.5779056952670963,0.024129151453926457,hazy_wavelet,0.6427613886688818,0.03330037550956832,0.8362163578087614,0.026999791476850644,0.6359741630850333,0.03440220534844975,0.4425866420283411,0.025205735425720775,0.6673957334850253,0.047595854810217636,0.6126453560283759,0.03711150835247079,False,0.26874896802353965,0.01717159030384673,0.5198372274491592,0.05773787871530127,random,5,oracle_lfv1_vs_best_alt
0.5662523197483559,0.027444248736109803,hazy_wavelet_plus_metadata,0.6072796343003283,0.07467324327391317,0.834513214237447,0.015508253387283396,0.5970068039988906,0.04382432336645219,0.4485770273041,0.041061949528464495,0.608729020335501,0.09651730403785058,0.5630303374405978,0.05078367874429654,False,0.25553895224675005,0.04314071115011386,0.535497835497821,0.0353907687433722,airlight_bin,5,oracle_lfv1_vs_best_alt
0.5886105486908908,0.04153709616887052,hazy_wavelet_plus_metadata,0.6673147286737467,0.0367734332652833,0.8437454492823926,0.026151923115176386,0.6434027347315964,0.012822886634913964,0.4487973483876376,0.0262251061360158,0.6676212869439502,0.053132530860600165,0.6167081755657982,0.035798955066930135,False,0.2757463623432347,0.031082964599171946,0.5338183626501851,0.07652267883388042,beta_bin,5,oracle_lfv1_vs_best_alt
0.5805166571756118,0.02720844424101879,hazy_wavelet_plus_metadata,0.6679338890992724,0.03809417558112224,0.8388687998551907,0.02123057530955506,0.636345857990389,0.041615388793668585,0.4164568443155998,0.0541753382512312,0.6308692114841847,0.045416239512566486,0.6039001326977854,0.054745601087622615,False,0.27135707786584706,0.026518349317517988,0.5246874563608348,0.07776830595856044,random,5,oracle_lfv1_vs_best_alt
0.48814399169952544,0.017457877534829396,metadata_diagnostic,0.381217453847713,0.3708645933311721,0.46102514017000856,0.376453614091637,0.38933146165993776,0.3736811254635263,0.606855791962175,0.3732153029821395,0.39989047097480834,0.3785023288397858,0.35341606357183364,0.3301525865036753,False,0.15055340328221564,0.07614858121818298,0.5869565217391132,0.37853563234222964,airlight_bin,5,oracle_lfv1_vs_best_alt
0.47920999217115,0.021431060754493553,metadata_diagnostic,0.5985758935182709,0.3166763263731041,0.6242081156978956,0.31214595819169505,0.6389334631613073,0.34840765358089265,0.3493473659717468,0.34770398241213896,0.6368357487922706,0.35317850726559263,0.547683504283165,0.29280147330580314,False,0.1295808193114211,0.06906294360227788,0.31948652118099286,0.3607779740431665,beta_bin,5,oracle_lfv1_vs_best_alt
0.47049949232071475,0.025739438799428124,metadata_diagnostic,0.41846220066797885,0.0280626177202222,0.769332971006108,0.011912086885608693,0.4739152112413664,0.020918853316740885,0.4808365811819759,0.03689949639983465,0.4532113079729026,0.036766166920929,0.3991726443748641,0.02359865949704233,False,0.1921643537293189,0.023271597881921915,0.46708377340006296,0.03701463368455936,random,5,oracle_lfv1_vs_best_alt
