balanced_accuracy_mean,balanced_accuracy_std,feature_set,gain_vs_lfv1_mean,gain_vs_lfv1_std,intervene_precision_mean,intervene_precision_std,intervene_recall_mean,intervene_recall_std,lfv1_gain_preserve_recall_mean,lfv1_gain_preserve_recall_std,lfv1_regression_intervene_recall_mean,lfv1_regression_intervene_recall_std,oracle_recovery_mean,oracle_recovery_std,passes_preflight_line,preserve_precision_mean,preserve_precision_std,preserve_recall_mean,preserve_recall_std,split_family,splits,task
0.5442562703464144,0.022590141702553954,hazy_basic,0.5444619127661703,0.12172201768983933,0.48411056747051806,0.033991781659402115,0.5959217143565938,0.09124079755733289,0.4925908263362409,0.10129577388147211,0.595921714356603,0.09124079755733502,0.49398200922756275,0.11051154503568678,False,0.6053752793665925,0.05076621253005962,0.49259082633623497,0.10129577388147153,airlight_bin,5,extreme_preserve_vs_intervene
0.537902996231504,0.04786274454339977,hazy_basic,0.5258464193665432,0.09324520623834334,0.4736782611964306,0.08489773304584129,0.5681297708424101,0.1264017663706389,0.5076762216206033,0.13786422621046565,0.5681297708424182,0.12640176637064102,0.4732290932506668,0.09195426815694979,False,0.6025080882528395,0.03532200871031,0.5076762216205977,0.13786422621046385,beta_bin,5,extreme_preserve_vs_intervene
0.5340091539009536,0.02701726331989752,hazy_basic,0.41582319376577176,0.039295715796660524,0.4535997416719398,0.037515356181326814,0.49130474444748107,0.04477186400416253,0.5767135633544302,0.0353760026590051,0.491304744447486,0.044771864004162984,0.3842474498031304,0.03436314462253145,False,0.6121792293828532,0.05440264672582723,0.5767135633544263,0.03537600265900501,random,5,extreme_preserve_vs_intervene
0.583351292735396,0.02633303776805949,hazy_wavelet,0.5696559360084918,0.06707076819040989,0.5232800825692789,0.046506369618325265,0.6042156100674625,0.024047648265887293,0.5624869754033364,0.04061239436504099,0.6042156100674717,0.02404764826588686,0.5153807464268978,0.05623182721943958,False,0.640962695824431,0.03955824128149279,0.5624869754033294,0.04061239436503919,airlight_bin,5,extreme_preserve_vs_intervene
0.5804314777908071,0.02659094391951047,hazy_wavelet,0.5464211874961492,0.05077483271328958,0.5199771855137737,0.06372671190306269,0.5794464415031941,0.059104878228259015,0.5814165140784262,0.08697060862969151,0.5794464415032025,0.05910487822826012,0.4909468894164129,0.06320280242121724,False,0.6403717567445641,0.03806879432077165,0.5814165140784198,0.08697060862969024,beta_bin,5,extreme_preserve_vs_intervene
0.6090320061047377,0.0109212902561806,hazy_wavelet,0.5692647993654418,0.06220706738318289,0.5540962815534106,0.03082816647686078,0.5933187064651539,0.03545520309880848,0.6247453057443263,0.015832818306470736,0.5933187064651595,0.03545520309880879,0.5185110691078767,0.04307764214250513,False,0.6613603175540003,0.03064893246174822,0.6247453057443216,0.015832818306470535,random,5,extreme_preserve_vs_intervene
0.5960117803436891,0.028034319475467716,hazy_wavelet_plus_metadata,0.570601789777475,0.0745227435974406,0.5327620332883424,0.03224866215450399,0.6288854295595252,0.0800968339460304,0.5631381311278597,0.054414779276522045,0.6288854295595351,0.08009683394603409,0.5195933809639043,0.08827231079239022,False,0.6602325117273876,0.04963703885770856,0.563138131127853,0.05441477927652322,airlight_bin,5,extreme_preserve_vs_intervene
0.5775235349066813,0.017038191658640477,hazy_wavelet_plus_metadata,0.5398012122657783,0.0685650263306987,0.5109272963323533,0.048881002106357735,0.5954250068423731,0.05607845362671332,0.5596220629709959,0.048097580206200655,0.5954250068423816,0.0560784536267149,0.4834887800774973,0.06547819075215044,False,0.641633206834437,0.05076302054460043,0.5596220629709896,0.048097580206199746,beta_bin,5,extreme_preserve_vs_intervene
0.5923900496386801,0.01930321156668335,hazy_wavelet_plus_metadata,0.552995692924766,0.05927923439183607,0.5321165684183746,0.02798561805382309,0.595861953053238,0.025843399791188618,0.5889181462241266,0.022892623408398188,0.5958619530532436,0.02584339979118872,0.4964819312970947,0.019950968471114917,False,0.6496152313521245,0.03332786854994231,0.5889181462241222,0.02289262340839815,random,5,extreme_preserve_vs_intervene
0.49490110858726066,0.01564485554897203,metadata_diagnostic,0.5970294533967966,0.4073856340153589,0.33910965558874295,0.18162361265331176,0.6152374202693023,0.46717209335247706,0.37456479690522243,0.4486987239128025,0.6152374202693125,0.46717209335248494,0.5618481398450645,0.38947435630462657,False,0.3817048853439292,0.3186115526018641,0.3745647969052191,0.4486987239127987,airlight_bin,5,extreme_preserve_vs_intervene
0.5357785250905037,0.024544420097578235,metadata_diagnostic,0.5755627530775044,0.24087453507953924,0.47458011216761903,0.0777013450827103,0.6610527511612307,0.23328929399405646,0.41050429901978136,0.2540378311821781,0.6610527511612406,0.23328929399406081,0.5116880352536916,0.20188111755974786,False,0.647944708337753,0.10440197084176371,0.41050429901977664,0.25403783118217516,beta_bin,5,extreme_preserve_vs_intervene
0.5485561378440764,0.008283124834798997,metadata_diagnostic,0.467622639980182,0.04342015021652777,0.49310474636155704,0.036303492687508765,0.5342793065905144,0.022331048858754705,0.5628329690976426,0.025174944682072518,0.5342793065905194,0.02233104885875503,0.42539893495530057,0.03381621069733249,False,0.6029021509230642,0.025123921465848364,0.5628329690976382,0.025174944682072178,random,5,extreme_preserve_vs_intervene
0.5443735593278552,0.0663408727115692,hazy_basic,0.5642652802564172,0.07723967018404211,0.822809871171464,0.03127570514211361,0.581006670697884,0.04818899274272846,0.42701045673166,0.07459938153607057,0.5525795374393598,0.07818297985513993,0.5222236886060115,0.049206388656503404,False,0.2388013353724468,0.05949838837391467,0.5077404479578264,0.0997667094304935,airlight_bin,5,oracle_lfv1_vs_best_alt
0.5506615154137425,0.06445711960711023,hazy_basic,0.6093662883426475,0.06572782197039789,0.8241108820560467,0.03866948281382449,0.6225849570669586,0.03672763769650992,0.3995386991941939,0.057547740046274824,0.5824368241920423,0.05557936435717832,0.5639323417034976,0.06799105674180024,False,0.24311605968553898,0.04915505153643486,0.47873807376052663,0.12245111401484393,beta_bin,5,oracle_lfv1_vs_best_alt
