accuracy,balanced_accuracy,feature_count,feature_set,gain_vs_lfv1,head,intervene_precision,intervene_recall,lfv1_mean_psnr,n,negative_n,oracle_gain_vs_lfv1,oracle_mean_psnr,oracle_recovery,positive_n,preserve_precision,preserve_recall,selected_mean_psnr,split,split_family,strong_cr_gain_false_intervene_rate,strong_cr_intervention_precision,strong_cr_regression_intervene_recall,task
0.593675889328063,0.5933137091043741,729,hazy_wavelet_plus_teacher_outputs,0.18858496473205122,sklearn_logistic,0.5806188925081429,0.5815660685154971,38.07594934299883,2530,1226,0.8366673447370587,38.91261668773589,0.2254001735792531,1304,0.6059907834101378,0.6050613496932511,38.264534307730884,random_image_1,random_image,0.37264150943396224,0.750788643533123,0.5509259259259259,patch_preserve_vs_intervene
0.5855106888361044,0.5852406795658325,729,hazy_wavelet_plus_teacher_outputs,0.21856871973069758,sklearn_logistic,0.5995352439969012,0.5935582822085885,37.80907533488684,2526,1304,0.8841070076055715,38.69318234249241,0.24721975716763112,1222,0.5708502024291494,0.5769230769230765,38.02764405461754,random_image_2,random_image,0.34375,0.7555555555555555,0.5138539042821159,patch_preserve_vs_intervene
0.6043307086614171,0.6055017680451749,729,hazy_wavelet_plus_teacher_outputs,0.26264649079145386,sklearn_logistic,0.6400966183574874,0.5875831485587579,38.06391901095524,2540,1353,0.8994630754032116,38.96338208635845,0.29200363858563355,1187,0.5701078582434511,0.6234203875315918,38.32656550174669,random_image_3,random_image,0.3392070484581498,0.7616099071207431,0.5655172413793104,patch_preserve_vs_intervene
0.5816607634789451,0.5817207945923297,729,hazy_wavelet_plus_teacher_outputs,0.13844319126064875,sklearn_logistic,0.5728840125391845,0.5852682145716569,37.942643752684354,2541,1249,0.8339090606019965,38.77655281328635,0.16601713280407457,1292,0.5905138339920945,0.5781733746130027,38.081086943945,random_image_4,random_image,0.3893805309734513,0.6955017301038062,0.5506849315068493,patch_preserve_vs_intervene
0.5790521704500197,0.5788609704188866,729,hazy_wavelet_plus_teacher_outputs,0.16936720428126506,sklearn_logistic,0.5737704918032782,0.5658852061438961,38.15153214037044,2511,1237,0.7930029641949545,38.9445351045654,0.21357701285895028,1274,0.5840433772269554,0.5918367346938771,38.32089934465171,random_image_5,random_image,0.31275720164609055,0.7246376811594203,0.49261083743842365,patch_preserve_vs_intervene
0.579152731326644,0.578441427189891,729,hazy_wavelet_plus_teacher_outputs,0.14792057847567008,sklearn_logistic,0.5629370629370622,0.5596755504055614,38.51373889260775,1794,863,0.8354139818510262,39.349152874458774,0.17706260810687593,931,0.5940170940170934,0.5972073039742206,38.66165947108342,airlight_bin=0.65<=A<0.75,airlight_bin,0.37373737373737376,0.6877637130801688,0.5109717868338558,patch_preserve_vs_intervene
0.598526703499079,0.5980343207093792,729,hazy_wavelet_plus_teacher_outputs,0.28903563883165617,sklearn_logistic,0.6230975828111006,0.6068003487358321,38.07325661800716,2172,1147,0.925046572424499,38.998303190431656,0.31245522922569874,1025,0.5725118483412317,0.5892682926829264,38.36229225683881,airlight_bin=0.75<=A<0.85,airlight_bin,0.37142857142857144,0.7686832740213523,0.5654450261780105,patch_preserve_vs_intervene
0.5930937937470833,0.5945680994068283,729,hazy_wavelet_plus_teacher_outputs,0.2303602392548285,sklearn_logistic,0.6248775710088142,0.566104702750665,37.31377161411858,2143,1127,0.8028989963685618,38.11667061048714,0.2869106080546118,1016,0.564171122994652,0.6230314960629915,37.54413185337341,airlight_bin=0.85<=A<0.95,airlight_bin,0.371900826446281,0.765625,0.532608695652174,patch_preserve_vs_intervene
0.5654720882150239,0.5653518672640692,729,hazy_wavelet_plus_teacher_outputs,0.07209654289786727,sklearn_logistic,0.5609584214235374,0.5550906555090652,38.646316964240135,2902,1434,0.8811486247915354,39.52746558903167,0.08182109223043076,1468,0.5697909642616314,0.5756130790190732,38.718413507138,airlight_bin=A<0.65,airlight_bin,0.45209580838323354,0.6568181818181819,0.5371747211895911,patch_preserve_vs_intervene
0.5718390804597696,0.5709067468843994,729,hazy_wavelet_plus_teacher_outputs,0.16367629324544453,sklearn_logistic,0.5806451612903215,0.6033519553072614,36.653997687609156,1044,537,0.7927512663308818,37.44674895394004,0.20646613912430153,507,0.5617283950617272,0.5384615384615373,36.8176739808546,airlight_bin=A>=0.95,airlight_bin,0.425,0.7671232876712328,0.5233644859813084,patch_preserve_vs_intervene
