eval_n,labeled_n,ignored_n,intervention_rate,intervention_precision,nochange_count,nochange_false_intervention_rate,strong_official_count,strong_official_intervention_rate,strong_nochange_count,strong_nochange_false_intervention_rate,residual_low_count,residual_low_false_intervention_rate,mean_oracle_gated_gain,bootstrap_gain_p05,official_psnr,sim_psnr,sim_delta_vs_official,oracle_recovery,confidence_corr,feature_set,head,target_margin,threshold,feature_count,active_feature_count,train_labeled_n,eligible_for_pass,split_family,split,train_n,valid_n
250,242,8,0.824,0.6683417085427136,103,0.6407766990291263,14,0.5714285714285714,8,0.5,0,0.0,0.70611526557127,0.5907080262565275,32.28502827506557,32.99114354063684,0.70611526557127,0.9137388660273281,0.4116908442848245,C_official_internal,hgb,0.15,0.05,4524,4510,692,1,residual_energy_bin,residual_energy_bin=residual_midhigh_q3,750,250
250,235,15,0.836,0.6515151515151515,99,0.696969696969697,70,0.6714285714285714,38,0.5263157894736842,0,0.0,0.43371886861054093,0.35732518074564235,34.99571379304915,35.429432661659696,0.43371886861054093,0.8346692681758884,0.4732617244682269,C_official_internal,hgb,0.15,0.05,4524,4510,699,1,residual_energy_bin,residual_energy_bin=residual_midlow_q2,750,250
250,237,13,0.852,0.6716417910447762,99,0.6666666666666666,61,0.7540983606557377,33,0.6363636363636364,59,0.847457627118644,0.7117378160237535,0.5831584913198059,33.84071671144422,34.55245452746798,0.7117378160237535,0.926664984656749,0.48821298242820577,D_internal_contrast,hgb,0.15,0.05,10967,10953,697,1,random,random_1,750,250
250,230,20,0.836,0.6062176165803109,102,0.7450980392156863,52,0.6923076923076923,19,0.5263157894736842,66,0.7878787878787878,0.5178038159910617,0.3922383853791671,34.29031846921945,34.80812228521051,0.5178038159910617,0.86239989188036,0.4184166945517866,D_internal_contrast,hgb,0.15,0.05,10967,10953,704,1,random,random_2,750,250
250,234,16,0.82,0.6510416666666666,105,0.638095238095238,65,0.7076923076923077,34,0.5588235294117647,60,0.8333333333333334,0.6933481953030524,0.5700002658969326,34.13535826605321,34.82870646135626,0.6933481953030524,0.934624618003955,0.4760206961076399,D_internal_contrast,hgb,0.15,0.05,10967,10953,700,1,random,random_3,750,250
250,236,14,0.828,0.4461538461538462,142,0.7605633802816901,0,0.0,0,0.0,36,0.8888888888888888,0.1619821639876543,0.1044637649900026,36.55675585116884,36.718738015156504,0.1619821639876543,0.5840406176538772,0.3999480381449061,D_internal_contrast,hgb,0.15,0.05,10967,10953,698,1,official_strength_bin,official_strength_bin=midhigh_official_q3,750,250
250,233,17,0.992,0.6277056277056277,88,0.9772727272727273,0,0.0,0,0.0,43,1.0,0.6974700443215295,0.5735198454642515,32.06365707295534,32.76112711727687,0.6974700443215295,0.9001297817927247,0.18677944375457645,D_internal_contrast,hgb,0.15,0.05,10967,10953,701,1,official_strength_bin,official_strength_bin=midlow_official_q2,750,250
250,222,28,0.76,0.5,125,0.672,250,0.76,125,0.672,152,0.7763157894736842,0.10169704934867471,0.06293109083626001,41.996655378489706,42.09835242783838,0.10169704934867471,0.4993857576478821,0.18364581998637006,D_internal_contrast,hgb,0.15,0.05,10967,10953,712,1,official_strength_bin,official_strength_bin=strong_official_q4,750,250
250,243,7,1.0,0.7695473251028807,56,1.0,0,0.0,0,0.0,19,1.0,1.2901689733737862,1.1280600007139157,26.405403926308217,27.695572899682002,1.2901689733737862,0.9716052634843276,0.2613819052858486,D_internal_contrast,hgb,0.15,0.05,10967,10953,691,1,official_strength_bin,official_strength_bin=weak_official_q1,750,250
250,239,11,0.776,0.6270270270270271,114,0.6052631578947368,38,0.6052631578947368,23,0.43478260869565216,36,0.9166666666666666,0.625245567786973,0.47605236810312196,36.034125584802794,36.65937115258977,0.625245567786973,0.8725200804100508,0.4475095667185103,D_internal_contrast,hgb,0.15,0.05,10967,10953,695,1,cr_strength_bin,cr_strength_bin=midhigh_cr_q3,750,250
250,241,9,0.924,0.6576576576576577,95,0.8,1,1.0,1,1.0,35,1.0,0.7222774767445337,0.5934674904129108,32.400164474925866,33.12244195167041,0.7222774767445337,0.9218764395171345,0.4020202734287773,D_internal_contrast,hgb,0.15,0.05,10967,10953,693,1,cr_strength_bin,cr_strength_bin=midlow_cr_q2,750,250
250,219,31,0.736,0.575,114,0.5964912280701754,210,0.719047619047619,101,0.594059405940594,162,0.7222222222222222,0.2320532477481844,0.16561160844766337,41.507470099469764,41.739523347217954,0.2320532477481844,0.738039219782028,0.4475790351516975,D_internal_contrast,hgb,0.15,0.05,10967,10953,715,1,cr_strength_bin,cr_strength_bin=strong_cr_q4,750,250
250,235,15,0.988,0.6336206896551724,88,0.9659090909090909,1,1.0,0,0.0,17,1.0,0.7048444099080494,0.5676634613318254,27.08071206972368,27.785556479631733,0.7048444099080494,0.9163127735958564,0.23297406834829953,D_internal_contrast,hgb,0.15,0.05,10967,10953,699,1,cr_strength_bin,cr_strength_bin=weak_cr_q1,750,250
194,182,12,0.8711340206185567,0.6012658227848101,85,0.7411764705882353,53,0.7924528301886793,27,0.5925925925925926,56,0.875,0.5036392093141172,0.37958370365863,34.71798953204058,35.22162874135469,0.5036392093141172,0.8725122495820631,0.39166940957835433,D_internal_contrast,hgb,0.15,0.05,10967,10953,752,1,airlight_bin,airlight_bin=0.65<=A<0.75,806,194
210,196,14,0.780952380952381,0.7254901960784313,78,0.5384615384615384,57,0.6842105263157895,24,0.5416666666666666,54,0.7962962962962963,0.5481819827789385,0.4528503121371311,34.29958402571659,34.84776600849553,0.5481819827789385,0.9129457432249668,0.5575501355912672,D_internal_contrast,hgb,0.15,0.05,10967,10953,738,1,airlight_bin,airlight_bin=0.75<=A<0.85,790,210
175,159,16,0.8514285714285714,0.5808823529411765,78,0.7307692307692307,25,0.8,14,0.7857142857142857,32,0.875,0.5000221428477606,0.3806111178721994,33.36342088468563,33.86344302753339,0.5000221428477606,0.8954085565276898,0.535335511754594,D_internal_contrast,hgb,0.15,0.05,10967,10953,775,1,airlight_bin,airlight_bin=0.85<=A<0.95,825,175
295,277,18,0.823728813559322,0.6681222707423581,113,0.672566371681416,102,0.6372549019607843,53,0.49056603773584906,94,0.7553191489361702,0.7631762543768292,0.6254481641499734,35.33099180379889,36.09416805817572,0.7631762543768292,0.9069242545023175,0.4204112918294999,D_internal_contrast,hgb,0.15,0.05,10967,10953,657,1,airlight_bin,airlight_bin=A<0.65,705,295
126,120,6,0.9126984126984127,0.5596330275229358,57,0.8421052631578947,13,0.9230769230769231,7,0.8571428571428571,14,1.0,0.412488524729168,0.2771729553784516,32.191858775186596,32.604347299915766,0.412488524729168,0.8398421489543074,0.3379633921655746,D_internal_contrast,hgb,0.15,0.05,10967,10953,814,1,airlight_bin,airlight_bin=A>=0.95,874,126
188,176,12,0.8138297872340425,0.5655172413793104,91,0.6923076923076923,56,0.7678571428571429,34,0.7058823529411765,60,0.9,0.47142849790891256,0.3443088831604019,34.817413776827486,35.288842274736396,0.47142849790891256,0.8782365750666891,0.4850783216841745,D_internal_contrast,hgb,0.15,0.05,10967,10953,758,1,beta_bin,beta_bin=0.8<=beta<1.1,812,188
199,180,19,0.8291457286432161,0.7019867549668874,72,0.625,50,0.68,26,0.5,45,0.8444444444444444,0.7308896023906053,0.5884114252094965,33.93655153577519,34.6674411381658,0.7308896023906053,0.9404112086287184,0.5194900619783609,D_internal_contrast,hgb,0.15,0.05,10967,10953,754,1,beta_bin,beta_bin=1.1<=beta<1.4,801,199
199,188,11,0.8592964824120602,0.6111111111111112,86,0.7325581395348837,32,0.65625,14,0.5,28,0.7857142857142857,0.5106633582477729,0.3888247095622856,33.177425613676775,33.68808897192456,0.5106633582477729,0.8913836436680503,0.5075153371913487,D_internal_contrast,hgb,0.15,0.05,10967,10953,746,1,beta_bin,beta_bin=1.4<=beta<1.7,801,199
196,188,8,0.8112244897959183,0.6907894736842105,74,0.6351351351351351,89,0.6292134831460674,39,0.41025641025641024,108,0.7592592592592593,0.6953156820794619,0.5390617934441462,37.25265986824386,37.94797555032332,0.6953156820794619,0.902933183389212,0.43353630011848393,D_internal_contrast,hgb,0.15,0.05,10967,10953,746,1,beta_bin,beta_bin=beta<0.8,804,196
218,202,16,0.8623853211009175,0.632183908045977,88,0.7272727272727273,23,0.782608695652174,12,0.5833333333333334,9,0.8888888888888888,0.5010704332861873,0.3828216397855499,32.352025138854216,32.8530955721404,0.5010704332861873,0.8709880264305505,0.3817264814085432,D_internal_contrast,hgb,0.15,0.05,10967,10953,732,1,beta_bin,beta_bin=beta>=1.7,782,218
204,197,7,0.9950980392156863,0.6989795918367347,60,0.9833333333333333,0,0.0,0,0.0,64,1.0,1.0361018253819854,0.9036839978180206,30.46849267385541,31.504594499237392,1.0361018253819854,0.9439364904611716,0.18226932363355072,D_internal_contrast,hgb,0.15,0.05,10967,10953,737,1,content_cluster,content_cluster=content_k5_c0,796,204
112,110,2,0.9910714285714286,0.7339449541284404,30,0.9666666666666667,5,1.0,3,1.0,12,1.0,1.2995312669192518,1.0071280056659582,29.89198004352979,31.19151131044904,1.2995312669192518,0.9604490976396045,0.3433483745346898,D_internal_contrast,hgb,0.15,0.05,10967,10953,824,1,content_cluster,content_cluster=content_k5_c1,888,112
261,239,22,0.8582375478927203,0.4264705882352941,149,0.785234899328859,159,0.8679245283018868,87,0.8160919540229885,120,0.8833333333333333,0.08027625646369628,0.028212873001190828,39.837928112677155,39.918204369140845,0.08027625646369628,0.36499707761260813,0.2627439561046619,D_internal_contrast,hgb,0.15,0.05,10967,10953,695,1,content_cluster,content_cluster=content_k5_c2,739,261
197,190,7,0.9898477157360406,0.6808510638297872,62,0.967741935483871,0,0.0,0,0.0,5,1.0,0.7461280070946537,0.6037995485166121,29.13097007984319,29.877098086937842,0.7461280070946537,0.9096793455591526,0.2703369205547995,D_internal_contrast,hgb,0.15,0.05,10967,10953,744,1,content_cluster,content_cluster=content_k5_c3,803,197
226,198,28,0.8672566371681416,0.5029239766081871,110,0.7727272727272727,86,0.9069767441860465,35,0.8,49,0.9591836734693877,0.15988599865826536,0.11369184457284424,37.85682939712761,38.01671539578587,0.15988599865826536,0.7018302056699619,0.40681685276955415,D_internal_contrast,hgb,0.15,0.05,10967,10953,736,1,content_cluster,content_cluster=content_k5_c4,774,226
250,232,18,0.924,0.5467289719626168,115,0.8434782608695652,14,0.7857142857142857,11,0.7272727272727273,0,0.0,0.7752185205213037,0.6083822464936959,30.908283717754124,31.683502238275427,0.7752185205213037,0.8996049213196678,0.37485079593660836,D_internal_contrast,hgb,0.15,0.05,10967,10953,702,1,residual_energy_bin,residual_energy_bin=residual_high_q4,750,250
250,225,25,0.78,0.6853932584269663,94,0.5957446808510638,152,0.6907894736842105,68,0.5588235294117647,250,0.78,0.36721113331360966,0.2980726093760996,38.83344644305326,39.20065757636687,0.36721113331360966,0.8548089593931516,0.42615550837523225,D_internal_contrast,hgb,0.15,0.05,10967,10953,709,1,residual_energy_bin,residual_energy_bin=residual_low_q1,750,250
250,242,8,0.852,0.6585365853658537,103,0.6796116504854369,14,0.6428571428571429,8,0.625,0,0.0,0.705370850434967,0.587203728601352,32.28502827506557,32.99039912550053,0.705370850434967,0.9127755657339279,0.384301491445686,D_internal_contrast,hgb,0.15,0.05,10967,10953,692,1,residual_energy_bin,residual_energy_bin=residual_midhigh_q3,750,250
250,235,15,0.82,0.6701030927835051,99,0.6464646464646465,70,0.6428571428571429,38,0.47368421052631576,0,0.0,0.448407285613853,0.36728597458851275,34.99571379304915,35.444121078663,0.448407285613853,0.8629363581230994,0.5040736354691681,D_internal_contrast,hgb,0.15,0.05,10967,10953,699,1,residual_energy_bin,residual_energy_bin=residual_midlow_q2,750,250
250,237,13,0.872,0.6601941747572816,99,0.7070707070707071,61,0.7868852459016393,33,0.6666666666666666,59,0.8813559322033898,0.7083582319236106,0.5813335512529639,33.84071671144422,34.54907494336783,0.7083582319236106,0.9222648499754119,0.49720845198044517,E_all_deployable,hgb,0.15,0.05,13528,13494,697,1,random,random_1,750,250
250,230,20,0.848,0.6173469387755102,102,0.7352941176470589,52,0.7307692307692307,19,0.5263157894736842,66,0.8484848484848485,0.5202302627155931,0.3963519916302653,34.29031846921945,34.810548731935036,0.5202302627155931,0.8664411278239079,0.39931286952271067,E_all_deployable,hgb,0.15,0.05,13528,13494,704,1,random,random_2,750,250
250,234,16,0.824,0.6476683937823834,105,0.6476190476190476,65,0.6923076923076923,34,0.5294117647058824,60,0.8,0.6883073963636518,0.562637129635672,34.13535826605321,34.82366566241686,0.6883073963636518,0.9278296846427847,0.4683385009632989,E_all_deployable,hgb,0.15,0.05,13528,13494,700,1,random,random_3,750,250
250,236,14,0.804,0.48148148148148145,142,0.6901408450704225,0,0.0,0,0.0,36,0.8333333333333334,0.17860917834996415,0.12078183501549862,36.55675585116884,36.7353650295188,0.17860917834996415,0.6439907473400286,0.4179472117089876,E_all_deployable,hgb,0.15,0.05,13528,13494,698,1,official_strength_bin,official_strength_bin=midhigh_official_q3,750,250
250,233,17,0.968,0.6359649122807017,88,0.9431818181818182,0,0.0,0,0.0,43,0.9767441860465116,0.6971962519431437,0.5732239917707962,32.06365707295534,32.760853324898484,0.6971962519431437,0.8997764351854842,0.200936892399709,E_all_deployable,hgb,0.15,0.05,13528,13494,701,1,official_strength_bin,official_strength_bin=midlow_official_q2,750,250
250,222,28,0.748,0.5212121212121212,125,0.632,250,0.748,125,0.632,152,0.7828947368421053,0.10377826317160693,0.06077010291769074,41.996655378489706,42.10043364166132,0.10377826317160693,0.509605607175953,0.21783534372461016,E_all_deployable,hgb,0.15,0.05,13528,13494,712,1,official_strength_bin,official_strength_bin=strong_official_q4,750,250
250,243,7,0.992,0.7759336099585062,56,0.9642857142857143,0,0.0,0,0.0,19,1.0,1.2911059300959382,1.1282257770284334,26.405403926308217,27.696509856404155,1.2911059300959382,0.9723108703479925,0.2252188682284379,E_all_deployable,hgb,0.15,0.05,13528,13494,691,1,official_strength_bin,official_strength_bin=weak_official_q1,750,250
250,239,11,0.772,0.6324324324324324,114,0.5964912280701754,38,0.631578947368421,23,0.4782608695652174,36,0.8888888888888888,0.63122592668069,0.4837021224932591,36.034125584802794,36.66535151148348,0.63122592668069,0.8808655745513299,0.4856031381288942,E_all_deployable,hgb,0.15,0.05,13528,13494,695,1,cr_strength_bin,cr_strength_bin=midhigh_cr_q3,750,250
250,241,9,0.928,0.6547085201793722,95,0.8105263157894737,1,0.0,1,0.0,35,1.0,0.7194705973713356,0.5913423366358107,32.400164474925866,33.1196350722972,0.7194705973713356,0.9182938884255778,0.40111836522422134,E_all_deployable,hgb,0.15,0.05,13528,13494,693,1,cr_strength_bin,cr_strength_bin=midlow_cr_q2,750,250
250,219,31,0.8,0.5485714285714286,114,0.6929824561403509,210,0.7714285714285715,101,0.6732673267326733,162,0.7901234567901234,0.2281538838738897,0.160654816622664,41.507470099469764,41.73562398334366,0.2281538838738897,0.7256373960654574,0.4089557642273607,E_all_deployable,hgb,0.15,0.05,13528,13494,715,1,cr_strength_bin,cr_strength_bin=strong_cr_q4,750,250
250,235,15,0.988,0.6336206896551724,88,0.9659090909090909,1,1.0,0,0.0,17,1.0,0.7050380074038826,0.5693361804775628,27.08071206972368,27.785750077127567,0.7050380074038826,0.9165644544716275,0.22295681657116959,E_all_deployable,hgb,0.15,0.05,13528,13494,699,1,cr_strength_bin,cr_strength_bin=weak_cr_q1,750,250
194,182,12,0.8556701030927835,0.6,85,0.7294117647058823,53,0.7924528301886793,27,0.6666666666666666,56,0.875,0.496665010741433,0.37371331966835675,34.71798953204058,35.214654542782014,0.496665010741433,0.860430041578497,0.39571374640517065,E_all_deployable,hgb,0.15,0.05,13528,13494,752,1,airlight_bin,airlight_bin=0.65<=A<0.75,806,194
210,196,14,0.7904761904761904,0.7290322580645161,78,0.5384615384615384,57,0.7017543859649122,24,0.5,54,0.7962962962962963,0.548040937242182,0.452090646943107,34.29958402571659,34.847624962958776,0.548040937242182,0.9127108450954624,0.5620580819344675,E_all_deployable,hgb,0.15,0.05,13528,13494,738,1,airlight_bin,airlight_bin=0.75<=A<0.85,790,210
175,159,16,0.84,0.5895522388059702,78,0.7051282051282052,25,0.84,14,0.8571428571428571,32,0.875,0.504930806257656,0.3831682169372509,33.36342088468563,33.868351690943285,0.504930806257656,0.9041986856873756,0.54323680757038,E_all_deployable,hgb,0.15,0.05,13528,13494,775,1,airlight_bin,airlight_bin=0.85<=A<0.95,825,175
295,277,18,0.8067796610169492,0.6933333333333334,113,0.6106194690265486,102,0.6078431372549019,53,0.41509433962264153,94,0.7021276595744681,0.7704952827622061,0.6365928299525729,35.33099180379889,36.10148708656109,0.7704952827622061,0.9156218578724713,0.4647862402146912,E_all_deployable,hgb,0.15,0.05,13528,13494,657,1,airlight_bin,airlight_bin=A<0.65,705,295
126,120,6,0.9047619047619048,0.5740740740740741,57,0.8070175438596491,13,1.0,7,1.0,14,1.0,0.42016831312031594,0.28311958314056423,32.191858775186596,32.61202708830692,0.42016831312031594,0.8554784869352751,0.3637268895897299,E_all_deployable,hgb,0.15,0.05,13528,13494,814,1,airlight_bin,airlight_bin=A>=0.95,874,126
188,176,12,0.8297872340425532,0.5510204081632653,91,0.7252747252747253,56,0.8214285714285714,34,0.7647058823529411,60,0.9166666666666666,0.4573182211089898,0.33398423698211605,34.817413776827486,35.27473199793648,0.4573182211089898,0.8519501684854698,0.48332451875230203,E_all_deployable,hgb,0.15,0.05,13528,13494,758,1,beta_bin,beta_bin=0.8<=beta<1.1,812,188
199,180,19,0.8341708542713567,0.6928104575163399,72,0.6527777777777778,50,0.74,26,0.6153846153846154,45,0.8666666666666667,0.7212922877196045,0.5693954596613213,33.93655153577519,34.657843823494794,0.7212922877196045,0.9280626647996292,0.5176177611506891,E_all_deployable,hgb,0.15,0.05,13528,13494,754,1,beta_bin,beta_bin=1.1<=beta<1.4,801,199
199,188,11,0.864321608040201,0.6073619631901841,86,0.7441860465116279,32,0.71875,14,0.6428571428571429,28,0.7857142857142857,0.5078006167382567,0.3855956240318558,33.177425613676775,33.68522623041504,0.5078006167382567,0.8863866120298529,0.5064519140258466,E_all_deployable,hgb,0.15,0.05,13528,13494,746,1,beta_bin,beta_bin=1.4<=beta<1.7,801,199
196,188,8,0.8418367346938775,0.6708860759493671,74,0.7027027027027027,89,0.7303370786516854,39,0.6153846153846154,108,0.8240740740740741,0.6870781836510313,0.5382587410180907,37.25265986824386,37.93973805189489,0.6870781836510313,0.8922360124913803,0.45415722329229957,E_all_deployable,hgb,0.15,0.05,13528,13494,746,1,beta_bin,beta_bin=beta<0.8,804,196
218,202,16,0.8623853211009175,0.630057803468208,88,0.7272727272727273,23,0.8260869565217391,12,0.6666666666666666,9,0.8888888888888888,0.5029706549348217,0.387344747164024,32.352025138854216,32.85499579378904,0.5029706549348217,0.8742910956072134,0.38757006302936936,E_all_deployable,hgb,0.15,0.05,13528,13494,732,1,beta_bin,beta_bin=beta>=1.7,782,218
204,197,7,0.9950980392156863,0.6989795918367347,60,0.9833333333333333,0,0.0,0,0.0,64,1.0,1.0361018253819854,0.9036839978180206,30.46849267385541,31.504594499237392,1.0361018253819854,0.9439364904611716,0.20930220388203122,E_all_deployable,hgb,0.15,0.05,13528,13494,737,1,content_cluster,content_cluster=content_k5_c0,796,204
112,110,2,0.9910714285714286,0.7339449541284404,30,0.9666666666666667,5,1.0,3,1.0,12,1.0,1.2996025835214213,1.0079936285248743,29.89198004352979,31.19158262705121,1.2996025835214213,0.9605018058490521,0.39708545298851045,E_all_deployable,hgb,0.15,0.05,13528,13494,824,1,content_cluster,content_cluster=content_k5_c1,888,112
261,239,22,0.8659003831417624,0.424390243902439,149,0.7919463087248322,159,0.8805031446540881,87,0.8275862068965517,120,0.9,0.08301137387514802,0.03117665925387869,39.837928112677155,39.9209394865523,0.08301137387514802,0.3774330070652816,0.30702899765325353,E_all_deployable,hgb,0.15,0.05,13528,13494,695,1,content_cluster,content_cluster=content_k5_c2,739,261
197,190,7,0.9949238578680203,0.6772486772486772,62,0.9838709677419355,0,0.0,0,0.0,5,1.0,0.7446679406177227,0.5998748534514007,29.13097007984319,29.87563802046091,0.7446679406177227,0.9078992323552812,0.26030917202480536,E_all_deployable,hgb,0.15,0.05,13528,13494,744,1,content_cluster,content_cluster=content_k5_c3,803,197
226,198,28,0.8672566371681416,0.5058139534883721,110,0.7727272727272727,86,0.9302325581395349,35,0.8571428571428571,49,0.9387755102040817,0.16506938158005752,0.12344392962576171,37.85682939712761,38.021898778707666,0.16506938158005752,0.7245830091211445,0.4094666981223265,E_all_deployable,hgb,0.15,0.05,13528,13494,736,1,content_cluster,content_cluster=content_k5_c4,774,226
250,232,18,0.948,0.5318181818181819,115,0.8956521739130435,14,0.7857142857142857,11,0.7272727272727273,0,0.0,0.7686850518950021,0.6070345953993375,30.908283717754124,31.676968769649132,0.7686850518950021,0.8920231358309052,0.3568259846659372,E_all_deployable,hgb,0.15,0.05,13528,13494,702,1,residual_energy_bin,residual_energy_bin=residual_high_q4,750,250
250,225,25,0.828,0.6684491978609626,94,0.6595744680851063,152,0.756578947368421,68,0.6176470588235294,250,0.828,0.37764679238779564,0.30841268388814314,38.83344644305326,39.21109323544106,0.37764679238779564,0.8791015095489451,0.413260265400919,E_all_deployable,hgb,0.15,0.05,13528,13494,709,1,residual_energy_bin,residual_energy_bin=residual_low_q1,750,250
250,242,8,0.876,0.6367924528301887,103,0.7475728155339806,14,0.6428571428571429,8,0.625,0,0.0,0.6982570590194598,0.5800205070671136,32.28502827506557,32.983285334085025,0.6982570590194598,0.9035700606017004,0.4232027142398215,E_all_deployable,hgb,0.15,0.05,13528,13494,692,1,residual_energy_bin,residual_energy_bin=residual_midhigh_q3,750,250
250,235,15,0.808,0.671875,99,0.6363636363636364,70,0.5857142857142857,38,0.4473684210526316,0,0.0,0.44155910753399086,0.36060784456033257,34.99571379304915,35.437272900583146,0.44155910753399086,0.8497573977413012,0.4919813872551259,E_all_deployable,hgb,0.15,0.05,13528,13494,699,1,residual_energy_bin,residual_energy_bin=residual_midlow_q2,750,250
250,237,13,0.92,0.631336405529954,99,0.8080808080808081,61,0.8688524590163934,33,0.7878787878787878,59,0.8813559322033898,0.6931812625945803,0.5555375209847302,33.84071671144422,34.5338979740388,0.6931812625945803,0.9025048123129585,0.4814316228807939,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,697,0,random,random_1,750,250
250,230,20,0.924,0.5915492957746479,102,0.8529411764705882,52,0.8461538461538461,19,0.6842105263157895,66,0.8787878787878788,0.5197482642137161,0.3876923525544627,34.29031846921945,34.81006673343317,0.5197482642137161,0.8656383615192417,0.37826209625575985,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,704,0,random,random_2,750,250
250,234,16,0.924,0.5944700460829493,105,0.8380952380952381,65,0.8461538461538461,34,0.7647058823529411,60,0.8666666666666667,0.6755189831442565,0.5501943982074661,34.13535826605321,34.81087724919747,0.6755189831442565,0.9105910649982497,0.45592174382677975,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,700,0,random,random_3,750,250
250,236,14,0.832,0.4292929292929293,142,0.795774647887324,0,0.0,0,0.0,36,0.8333333333333334,0.15356512148413096,0.09313522337224919,36.55675585116884,36.71032097265297,0.15356512148413096,0.5536922473052048,0.3111081423422788,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,698,0,official_strength_bin,official_strength_bin=midhigh_official_q3,750,250
250,233,17,0.98,0.6304347826086957,88,0.9659090909090909,0,0.0,0,0.0,43,1.0,0.6974296724064634,0.5740086225083452,32.06365707295534,32.7610867453618,0.6974296724064634,0.9000776792495475,0.19670329121312008,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,701,0,official_strength_bin,official_strength_bin=midlow_official_q2,750,250
250,222,28,0.896,0.4744897959183674,125,0.824,250,0.896,125,0.824,152,0.9210526315789473,0.08679415945738372,0.03776906755735862,41.996655378489706,42.08344953794709,0.08679415945738372,0.4262047656017024,0.24871488676145026,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,712,0,official_strength_bin,official_strength_bin=strong_official_q4,750,250
250,243,7,0.992,0.7717842323651453,56,0.9821428571428571,0,0.0,0,0.0,19,1.0,1.2900714575491112,1.1263155911926899,26.405403926308217,27.695475383857328,1.2900714575491112,0.9715318259032956,0.15234775919788265,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,691,0,official_strength_bin,official_strength_bin=weak_official_q1,750,250
250,239,11,0.88,0.5707547169811321,114,0.7982456140350878,38,0.8421052631578947,23,0.782608695652174,36,0.9166666666666666,0.6143026181164484,0.4601620178918735,36.034125584802794,36.64842820291924,0.6143026181164484,0.8572493710786055,0.4833829201835621,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,695,0,cr_strength_bin,cr_strength_bin=midhigh_cr_q3,750,250
250,241,9,0.94,0.6371681415929203,95,0.8631578947368421,1,1.0,1,1.0,35,1.0,0.7092621054317578,0.5786791892572002,32.400164474925866,33.10942658035763,0.7092621054317578,0.9052643139128647,0.37682370041380464,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,693,0,cr_strength_bin,cr_strength_bin=midlow_cr_q2,750,250
250,219,31,0.852,0.532608695652174,114,0.7543859649122807,210,0.8333333333333334,101,0.7326732673267327,162,0.8518518518518519,0.23584768870907158,0.1648673086768967,41.507470099469764,41.74331778817883,0.23584768870907158,0.7501073389463031,0.37146549609062274,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,715,0,cr_strength_bin,cr_strength_bin=strong_cr_q4,750,250
250,235,15,1.0,0.625531914893617,88,1.0,1,1.0,0,0.0,17,1.0,0.7011350941451046,0.5639230048177114,27.08071206972368,27.78184716386879,0.7011350941451046,0.9114905839507257,0.17569942138807154,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,699,0,cr_strength_bin,cr_strength_bin=weak_cr_q1,750,250
194,182,12,0.9432989690721649,0.5614035087719298,85,0.8823529411764706,53,0.9245283018867925,27,0.8888888888888888,56,0.9285714285714286,0.4944458285500637,0.37169931322402877,34.71798953204058,35.21243536059064,0.4944458285500637,0.8565854964950017,0.35323993171772095,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,752,0,airlight_bin,airlight_bin=0.65<=A<0.75,806,194
210,196,14,0.8476190476190476,0.6706586826347305,78,0.7051282051282052,57,0.7894736842105263,24,0.7083333333333334,54,0.8888888888888888,0.5277065838598826,0.43494753626297766,34.29958402571659,34.82729060957648,0.5277065838598826,0.8788458842890277,0.5419088034218128,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,738,0,airlight_bin,airlight_bin=0.75<=A<0.85,790,210
175,159,16,0.9142857142857143,0.5517241379310345,78,0.8333333333333334,25,0.92,14,0.9285714285714286,32,0.90625,0.4924176297963951,0.36626769427689987,33.36342088468563,33.85583851448203,0.4924176297963951,0.881790867487682,0.44669693326013843,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,775,0,airlight_bin,airlight_bin=0.85<=A<0.95,825,175
295,277,18,0.8949152542372881,0.6330645161290323,113,0.8053097345132744,102,0.8529411764705882,53,0.7924528301886793,94,0.8829787234042553,0.7479099602176076,0.6138902414579003,35.33099180379889,36.07890176401649,0.7479099602176076,0.8887824787723184,0.4042814545504666,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,657,0,airlight_bin,airlight_bin=A<0.65,705,295
126,120,6,0.9444444444444444,0.5486725663716814,57,0.8947368421052632,13,1.0,7,1.0,14,1.0,0.4122734728393711,0.273906610100595,32.191858775186596,32.60413224802597,0.4122734728393711,0.8394042952191464,0.2765442133784371,E_all_deployable_shuffled,hgb,0.15,0.05,13528,13494,814,0,airlight_bin,airlight_bin=A>=0.95,874,126
