filename,image_id,airlight,beta,airlight_bin,beta_bin,airlight_beta_bin,official_strength_bin,cr_strength_bin,content_cluster,residual_energy_bin,official_psnr,official_ssim,best_candidate,best_candidate_psnr,best_candidate_gain_vs_official,oracle_with_nochange_gain_vs_official,label_nochange,label_strong_official_nochange,label_residual_low_energy,warm_psnr,warm_ssim,warm_delta_official_psnr,cold_cr_psnr,cold_cr_ssim,cold_cr_delta_official_psnr,lfv1_psnr,lfv1_ssim,lfv1_delta_official_psnr,residualcalib_psnr,residualcalib_ssim,residualcalib_delta_official_psnr,crplus_psnr,crplus_ssim,crplus_delta_official_psnr,cbrfrc_psnr,cbrfrc_ssim,cbrfrc_delta_official_psnr,label_intervene_m015,label_preserve_m015,label_ignore_m015,label_class_m015,label_intervene_m020,label_preserve_m020,label_ignore_m020,label_class_m020
1000_0.73_1.8.png,1000,0.73,1.8,0.65<=A<0.75,beta>=1.7,0.65<=A<0.75 | beta>=1.7,midlow_official_q2,midlow_cr_q2,content_k5_c2,residual_midhigh_q3,30.1821348859917,,warm,30.338795842231395,0.15666095623969412,0.15666095623969412,0,0,0,30.338795842231395,,0.15666095623969412,29.276771070165253,,-0.9053638158264476,28.705572259092975,,-1.4765626268987262,29.904040399408505,,-0.27809448658319624,29.359880320294735,0.9895191788673401,-0.8222545656969658,29.27729329497826,,-0.9048415910134402,1,0,0,1,0,0,1,-1
100_0.5_1.76.png,100,0.5,1.76,A<0.65,beta>=1.7,A<0.65 | beta>=1.7,weak_official_q1,midlow_cr_q2,content_k5_c1,residual_midhigh_q3,29.64157417374128,,lfv1,33.009392319564455,3.3678181458231755,3.3678181458231755,0,0,0,30.216333068627684,,0.5747588948864042,30.764687547743712,,1.1231133740024326,33.009392319564455,,3.3678181458231755,29.722317577098476,,0.08074340335719654,27.488300381167555,0.9861255288124084,-2.1532737925737244,30.756709140683014,,1.115134966941735,1,0,0,1,1,0,0,1
101_0.83_1.44.png,101,0.83,1.44,0.75<=A<0.85,1.4<=beta<1.7,0.75<=A<0.85 | 1.4<=beta<1.7,weak_official_q1,weak_cr_q1,content_k5_c3,residual_high_q4,27.262911982353202,,warm,27.111644617247048,-0.15126736510615402,0.0,1,0,0,27.111644617247048,,-0.15126736510615402,24.821110784068097,,-2.4418011982851056,26.04964715337291,,-1.213264828980293,24.880837760365125,,-2.382074221988077,25.291283394951513,0.9672132730484009,-1.971628587401689,24.828627601731203,,-2.4342843806219996,0,1,0,0,0,1,0,0
102_0.67_1.36.png,102,0.67,1.36,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,weak_official_q1,weak_cr_q1,content_k5_c3,residual_midhigh_q3,26.65744284919878,,warm,26.531360199932422,-0.12608264926635826,0.0,1,0,0,26.531360199932422,,-0.12608264926635826,25.43667006769229,,-1.22077278150649,25.38855679496058,,-1.2688860542382017,24.865836351620636,,-1.7916064975781438,25.22598198581352,0.9696574807167053,-1.4314608633852615,25.444286557279923,,-1.2131562919188568,0,1,0,0,0,1,0,0
103_0.94_0.98.png,103,0.94,0.98,0.85<=A<0.95,0.8<=beta<1.1,0.85<=A<0.95 | 0.8<=beta<1.1,weak_official_q1,weak_cr_q1,content_k5_c3,residual_midhigh_q3,29.708689000966192,,warm,29.518427774556834,-0.19026122640935839,0.0,1,0,0,29.518427774556834,,-0.19026122640935839,28.30147085404178,,-1.4072181469244107,28.231666666843477,,-1.477022334122715,27.206732500701314,,-2.5019565002648783,27.634688453623532,0.9778748750686646,-2.07400054734266,28.309597319305034,,-1.399091681661158,0,1,0,0,0,1,0,0
104_0.91_1.41.png,104,0.91,1.41,0.85<=A<0.95,1.4<=beta<1.7,0.85<=A<0.95 | 1.4<=beta<1.7,weak_official_q1,weak_cr_q1,content_k5_c3,residual_high_q4,28.610814050310296,,warm,28.31252937055074,-0.2982846797595542,0.0,1,0,0,28.31252937055074,,-0.2982846797595542,25.367978607319866,,-3.2428354429904296,26.7909752583014,,-1.8198387920088948,25.271437003499678,,-3.3393770468106183,25.908038443558404,0.9673904776573181,-2.702775606751892,25.3751355663403,,-3.235678483969995,0,1,0,0,0,1,0,0
105_0.84_0.8.png,105,0.84,0.8,0.75<=A<0.85,0.8<=beta<1.1,0.75<=A<0.85 | 0.8<=beta<1.1,weak_official_q1,weak_cr_q1,content_k5_c0,residual_midhigh_q3,26.254083280031494,,warm,26.05905837401085,-0.19502490602064526,0.0,1,0,0,26.05905837401085,,-0.19502490602064526,25.77426916448789,,-0.4798141155436042,24.968968443076104,,-1.2851148369553904,26.02532231699822,,-0.22876096303327387,25.62552022490346,0.9782664775848389,-0.6285630551280335,25.76946532803418,,-0.48461795199731483,0,1,0,0,0,1,0,0
106_0.59_1.07.png,106,0.59,1.07,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,weak_official_q1,weak_cr_q1,content_k5_c0,residual_midlow_q2,29.14206263310669,,warm,28.927109718158725,-0.21495291494796476,0.0,1,0,0,28.927109718158725,,-0.21495291494796476,28.46771577313455,,-0.6743468599721396,27.98353398107462,,-1.1585286520320714,28.056144362685483,,-1.0859182704212067,28.320265828745175,0.9800468683242798,-0.8217968043615151,28.46033124546572,,-0.6817313876409692,0,1,0,0,0,1,0,0
107_0.89_1.5.png,107,0.89,1.5,0.85<=A<0.95,1.4<=beta<1.7,0.85<=A<0.95 | 1.4<=beta<1.7,weak_official_q1,weak_cr_q1,content_k5_c3,residual_high_q4,27.553313555666172,,cold_cr,27.879226887678517,0.3259133320123446,0.3259133320123446,0,0,0,27.475258690582514,,-0.07805486508365789,27.879226887678517,,0.3259133320123446,23.85911669746974,,-3.694196858196431,27.54845839046623,,-0.00485516519994178,26.74885683351578,0.9774661660194397,-0.8044567221503911,27.874645304944575,,0.3213317492784036,1,0,0,1,1,0,0,1
108_0.73_1.27.png,108,0.73,1.27,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,weak_official_q1,weak_cr_q1,content_k5_c0,residual_midhigh_q3,27.63659393446499,,warm,27.360346399302635,-0.276247535162355,0.0,1,0,0,27.360346399302635,,-0.276247535162355,27.247278792005346,,-0.38931514245964394,25.237479366516908,,-2.3991145679480823,27.295142241644403,,-0.34145169282058774,26.89715111743969,0.9802689552307129,-0.7394428170252993,27.24240038326185,,-0.39419355120314137,0,1,0,0,0,1,0,0
