filename,diagnosis_groups,baseline_psnr,current_psnr,delta_psnr,airlight,beta,baseline_low_mse,current_low_mse,low_mse_improvement,baseline_high_mse,current_high_mse,high_mse_improvement,baseline_low_mae,current_low_mae,low_mae_improvement,baseline_high_mae,current_high_mae,high_mae_improvement,baseline_luma_low_bias,current_luma_low_bias,luma_low_abs_bias_improvement,baseline_low_r_bias,baseline_low_g_bias,baseline_low_b_bias,current_low_r_bias,current_low_g_bias,current_low_b_bias,low_rgb_abs_bias_improvement
102_0.67_1.36.png,neutral,25.43641408109729,25.386512653192476,-0.049901427904814,0.67,1.36,0.0027861050330102444,0.0028238084632903337,-3.770343028008938e-05,4.69569640699774e-05,4.454172812984325e-05,2.4152359401341528e-06,0.04737012833356857,0.04736727848649025,2.8498470783233643e-06,0.004261497873812914,0.004194887354969978,6.661051884293556e-05,0.047288257628679276,0.047317445278167725,-2.9187649488449097e-05,0.04765968769788742,0.047109730541706085,0.0472337044775486,0.04714825004339218,0.047347575426101685,0.04760584235191345,-9.85562801361084e-05
107_0.89_1.5.png,weak_baseline_hurts,27.87759836047469,23.85805361085584,-4.0195447496188486,0.89,1.5,0.001561769051477313,0.004057473968714476,-0.0024957049172371626,4.026247188448906e-05,3.066204226342961e-05,9.600429621059448e-06,0.029423853382468224,0.04071837663650513,-0.011294523254036903,0.0040592895820736885,0.003649801015853882,0.00040948856621980667,-0.02596547268331051,-0.035953160375356674,-0.009987687692046165,-0.033342137932777405,-0.02383887767791748,-0.017568053677678108,-0.039508428424596786,-0.03480352833867073,-0.03254745900630951,-0.03211034834384918
108_0.73_1.27.png,weak_baseline_hurts,27.24645269367477,25.237109903276092,-2.0093427903986765,0.73,1.27,0.0018213342409580946,0.0029403208754956722,-0.0011189866345375776,3.900322917615995e-05,3.26507979480084e-05,6.352431228151545e-06,0.02911348268389702,0.03614695370197296,-0.007033471018075943,0.0038947768043726683,0.003599976422265172,0.00029480038210749626,-0.026990707963705063,-0.033956773579120636,-0.006966065615415573,-0.03583301603794098,-0.023810124024748802,-0.020175345242023468,-0.040540989488363266,-0.031686075031757355,-0.02837778627872467,-0.020786359906196594
109_0.74_1.74.png,weak_baseline_hurts,28.09817576841244,26.47204624508927,-1.6261295233231685,0.74,1.74,0.001504589687101543,0.0022136433981359005,-0.0007090537110343575,3.0031051210244186e-05,2.6305222490918823e-05,3.7258287193253636e-06,0.029220860451459885,0.03885885328054428,-0.009637992829084396,0.0034242672845721245,0.003314397530630231,0.00010986975394189358,-0.025272946804761887,-0.037626948207616806,-0.01235400140285492,-0.023799333721399307,-0.025988245382905006,-0.025455279275774956,-0.03569669649004936,-0.038633789867162704,-0.03750628978013992,-0.03659391403198242
112_0.54_0.98.png,neutral,26.023734152150286,26.071701501743338,0.04796734959305127,0.54,0.98,0.002469844650477171,0.0024452584329992533,2.458621747791767e-05,1.909806815092452e-05,1.8857295799534768e-05,2.4077235138975084e-07,0.041987065225839615,0.04119766131043434,0.0007894039154052734,0.0028701522387564182,0.0028538384940475225,1.6313744708895683e-05,-0.04078860953450203,-0.04067612439393997,0.0001124851405620575,-0.040250569581985474,-0.04070364683866501,-0.04263542592525482,-0.039806120097637177,-0.04095228761434555,-0.04153294488787651,0.0012982860207557678
117_0.69_1.13.png,weak_baseline_hurts,28.04887948821717,25.994225204383095,-2.0546542838340756,0.69,1.13,0.0014595750253647566,0.0024087766651064157,-0.0009492016397416592,6.861501606181264e-05,6.412716174963862e-05,4.487854312174022e-06,0.03221006691455841,0.04287966713309288,-0.01066960021853447,0.00505322078242898,0.0051046330481767654,-5.141226574778557e-05,-0.03143337741494179,-0.04259968176484108,-0.011166304349899292,-0.03250806778669357,-0.031089508906006813,-0.0303853340446949,-0.04496188834309578,-0.042123645544052124,-0.038856279104948044,-0.03195890784263611
118_0.68_1.96.png,weak_baseline_hurts,26.58907851973174,24.912778572753382,-1.6762999469783573,0.68,1.96,0.0019977872725576162,0.003050551749765873,-0.0010527644772082567,0.00012162458733655512,0.0001031555439112708,1.8469043425284326e-05,0.036638930439949036,0.047528233379125595,-0.01088930293917656,0.006718370132148266,0.006417791824787855,0.0003005783073604107,-0.034063227474689484,-0.04661997780203819,-0.012556750327348709,-0.034819595515728,-0.03395969420671463,-0.032612502574920654,-0.049480289220809937,-0.0460004024207592,-0.042309362441301346,-0.0363982617855072
127_0.57_0.92.png,strong_baseline_hurts,36.19220857561447,32.1807747408825,-4.0114338347319745,0.57,0.92,0.00018932903185486794,0.0005522755673155189,-0.0003629465354606509,3.622303847805597e-05,4.030705531476997e-05,-4.0840168367139995e-06,0.010745343752205372,0.02094068005681038,-0.010195336304605007,0.003875630907714367,0.00415690615773201,-0.000281275250017643,0.005886739119887352,0.019566237926483154,-0.013679498806595802,0.006229675840586424,0.005940600764006376,0.004709964152425528,0.018839258700609207,0.020043954253196716,0.01901240460574627,-0.04101537540555
128_0.65_0.67.png,strong_baseline_hurts,37.02456745363627,34.700168442278006,-2.324399011358267,0.65,0.67,0.00015889880887698382,0.00030109580256976187,-0.00014219699369277805,2.971488174807746e-05,2.9701383027713746e-05,1.3498720363713801e-08,0.009720316156744957,0.014846395701169968,-0.005126079544425011,0.0035473345778882504,0.0035844233352690935,-3.708875738084316e-05,0.005322651471942663,0.012449239380657673,-0.00712658790871501,0.005832392256706953,0.005263747181743383,0.004289091099053621,0.012184428051114082,0.012609248049557209,0.01232047937810421,-0.02172892726957798
13_0.52_1.9.png,weak_baseline_helps,25.925987441654428,29.06742330530808,3.1414358636536512,0.52,1.9,0.0023423542734235525,0.0010450598783791065,0.001297294395044446,0.00016905520169530064,0.0001579711533850059,1.1084048310294747e-05,0.043794721364974976,0.029468294233083725,0.01432642713189125,0.008465214632451534,0.008131750859320164,0.00033346377313137054,-0.04333266243338585,-0.028659405186772346,0.014673257246613503,-0.04384683072566986,-0.043319329619407654,-0.0420517660677433,-0.029236966744065285,-0.028391335159540176,-0.028525030240416527,0.04306458681821823
