group,n,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,mean_delta_ssim,mean_delta_mae_improvement,mean_delta_e_improvement,mean_luma_abs_bias_improvement,mean_saturation_abs_bias_improvement,mean_dark_channel_abs_bias_improvement,mean_edge_error_improvement,mean_current_lap_var_ratio_gt,mean_baseline_lap_var_ratio_gt,tag_counts
strong_baseline_hurts,30,38.83954033245431,36.347627363534144,-2.4919129689201687,-2.2465823309097885,-0.0010455767313639322,-0.0031813673830280702,-0.2940362016359965,-0.004317203164100647,-0.0021078266203403474,-0.003994724402825038,-0.0006931991316378117,1.0038729421965829,0.9929545189450585,"{""current_worse_objective"": 30}"
weak_baseline_helps,30,24.740316298610157,28.079574956841657,3.339258658231498,2.747229383695462,0.005942678451538086,0.01451138909906149,1.3598083058993022,0.018200763563315073,-0.0006692146261533101,0.016298818091551464,0.0024730292459328967,0.9814946760554741,0.9655803854491396,"{""current_better_objective"": 30, ""saturation_shift_risk"": 3}"
weak_baseline_hurts,30,26.93171513725097,25.06874473925095,-1.8629703980000119,-1.6163717121598022,-0.006853395700454712,-0.009209132753312588,-0.9239571571350098,-0.010656660795211792,-0.0007912507901589076,-0.006714257597923279,-0.001295254317422708,1.0227321305403543,1.0397292644267717,"{""current_worse_objective"": 30, ""color_shift_risk"": 9, ""tone_shift_risk"": 3, ""oversmooth_or_texture_loss_risk"": 3, ""residual_haze_or_low_contrast_risk"": 1}"
strong_baseline_helps,30,38.277655265365894,40.33082555178196,2.0531702864160817,1.9435839718562917,0.0003663500150044759,0.0017677611748998364,0.17816222111384075,0.002872355779012044,0.0018956825137138368,0.0018724918365478516,0.0003499195755769809,1.000639441015586,0.9875793965087135,"{""current_better_objective"": 30}"
neutral,30,30.581276750268923,30.57881596794755,-0.0024607823213719606,-0.002045605141534068,7.132490475972494e-05,8.271266706287861e-05,0.002587143580118815,0.0003720591465632121,-3.0280028780301413e-05,0.0005061821391185125,0.0001121129219730695,1.0325202836471818,1.0254309712968428,"{""mixed_or_neutral"": 30}"
