group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
beta_bin,1.1<=beta<1.4,199,90,109,69,88,32.244656212228854,32.103333339115295,-0.14132287311355715,-0.11556796324575203,-2.0926651502187625,1.4577733365866141,-5.63371412218812,10.61428882187576,-0.0003332744291679344
beta_bin,1.4<=beta<1.7,199,76,123,63,106,31.486320593666946,31.09374329903677,-0.39257729463017454,-0.3954968219564634,-2.0436850864016036,1.3258384609182545,-4.906046072413716,4.123517572844776,-0.0002934031151047903
beta_bin,beta<0.8,196,93,103,75,87,35.30822065418469,35.19548943991108,-0.11273121427360058,-0.08998955195582425,-1.9631934674617781,1.6352401899549243,-6.154149361989457,6.737899768201409,0.00020638534000941684
beta_bin,beta>=1.7,218,97,121,80,104,30.39863222243345,30.092299737576116,-0.3063324848573368,-0.24992678726389883,-2.240384039429169,1.404168837837857,-6.754822112441886,3.522375887693368,-0.00037790575158705403
airlight_beta_bin,0.65<=A<0.75 | 0.8<=beta<1.1,31,13,18,9,16,34.22652470678081,33.82238090624892,-0.40414380053189186,-0.35918325062214507,-2.428429615491801,1.7346658288065697,-4.373297334686214,2.4440058103939677,0.00026835933808357483
airlight_beta_bin,0.65<=A<0.75 | 1.1<=beta<1.4,39,15,24,11,19,32.07395794079186,31.944966781536177,-0.12899115925567864,-0.2931658038795142,-1.986774142010961,1.0056112321000117,-5.63371412218812,10.61428882187576,-0.00034483885153745994
airlight_beta_bin,0.65<=A<0.75 | 1.4<=beta<1.7,40,13,27,10,24,32.46465099765035,31.98315959927905,-0.4814913983713073,-0.5594397472265022,-1.7774113989976084,0.8313602609359486,-4.906046072413716,4.123517572844776,-0.0007474809885025024
airlight_beta_bin,0.65<=A<0.75 | beta<0.8,42,20,22,17,19,35.47266561009011,35.199174328155,-0.2734912819351115,-0.11881323769496177,-2.490626094240755,1.5934933694308524,-4.3845060358128904,2.7593371302306764,-3.960019066220238e-05
airlight_beta_bin,0.65<=A<0.75 | beta>=1.7,42,19,23,16,21,30.339777987171384,30.127189187955608,-0.2125887992157745,-0.45628738927515755,-1.3181112471272158,1.2132170180365982,-4.754939859509491,2.356175577171527,0.0008850424062638055
airlight_beta_bin,0.75<=A<0.85 | 0.8<=beta<1.1,44,14,30,10,22,33.30719770033747,32.82972599279577,-0.4774717075417057,-0.2944183731613883,-2.064082903471566,0.8020959058137209,-3.3365042289399582,2.5457386461004425,-0.00013826516541567716
airlight_beta_bin,0.75<=A<0.85 | 1.1<=beta<1.4,36,14,22,6,15,31.879269981781015,31.48423909986883,-0.395030881912193,-0.26110204036900875,-1.9681623581671204,0.47227440968109136,-3.447437959411708,3.149930169656649,-0.00012188487582736545
airlight_beta_bin,0.75<=A<0.85 | 1.4<=beta<1.7,37,14,23,13,20,30.766823614123666,30.530435625682113,-0.23638798844155665,-0.3954968219564634,-1.7570823661491843,1.331593481241044,-2.8103318144237193,2.649382366347716,0.0005829753102482977
airlight_beta_bin,0.75<=A<0.85 | beta<0.8,44,22,22,18,20,35.32629731724711,35.315984119677466,-0.010313197569640746,-0.002474099077847569,-1.853428885418503,1.7720635571735277,-6.154149361989457,3.1725983335224726,0.000588712367144498
airlight_beta_bin,0.75<=A<0.85 | beta>=1.7,49,21,28,17,25,31.031406528530777,30.779076694344866,-0.25232983418590327,-0.36095012043871577,-2.3290280018599843,1.668041721241545,-2.8678643721130754,2.94561847768324,-0.0003652888901379644
airlight_beta_bin,0.85<=A<0.95 | 0.8<=beta<1.1,27,11,16,10,11,31.733717332708828,31.633777613357186,-0.09993971935164515,-0.0887871297409788,-1.5440032413273692,1.717129578078362,-3.488788736574371,2.5293553626500227,-8.760778992264359e-05
airlight_beta_bin,0.85<=A<0.95 | 1.1<=beta<1.4,27,13,14,9,13,31.595974680117365,31.29196706298428,-0.3040076171330813,-0.04965413835040522,-1.7158784492035424,1.023487742804738,-3.8138272983404313,1.302714771626853,-0.0002310320183082863
airlight_beta_bin,0.85<=A<0.95 | 1.4<=beta<1.7,46,18,28,13,22,31.341753470574478,31.006387363515426,-0.3353661070590383,-0.21151093114832165,-1.735367863394945,1.03727302361904,-3.3027429376643695,1.5443919672637492,0.0005318833434063455
airlight_beta_bin,0.85<=A<0.95 | beta<0.8,36,19,17,14,14,33.58292689956934,33.49421728471527,-0.0887096148540752,0.06524973374421883,-1.8863436465930583,1.5581548489014274,-2.582607998428884,2.044052825243412,0.00017417801751030816
airlight_beta_bin,0.85<=A<0.95 | beta>=1.7,39,18,21,13,16,29.627956455092217,29.55143873542799,-0.07651771966423973,-0.10607919607192429,-1.5602972135717976,1.3990389986973357,-2.368620034312336,2.930475399533332,-0.0009877834564600235
airlight_beta_bin,A<0.65 | 0.8<=beta<1.1,61,28,33,23,29,32.94494613758182,32.958423327203114,0.013477189621290084,-0.2196624756160972,-1.8946223850600745,1.628568285507047,-4.311464343409682,9.462902987540673,0.0007680547041971175
airlight_beta_bin,A<0.65 | 1.1<=beta<1.4,67,37,30,34,27,33.49711155638416,33.64600822826643,0.14889667188226813,0.30186797036496316,-2.820377856587702,3.050149679591929,-4.704766931812717,9.992078714125121,-3.130400358740963e-05
airlight_beta_bin,A<0.65 | 1.4<=beta<1.7,54,25,29,21,24,31.91265904630322,31.639826369000566,-0.2728326773026502,-0.08052970726315323,-2.255047277946928,1.6423478419556619,-4.893621831423836,2.760047376484728,-0.0006683148719646313
airlight_beta_bin,A<0.65 | beta<0.8,55,24,31,20,26,36.92262592126077,36.78468130616687,-0.1379446150938958,-0.09509549467656342,-1.4292913578193733,1.5747523591025188,-4.561060355434062,4.358312490069437,-0.00018224391070279208
airlight_beta_bin,A<0.65 | beta>=1.7,58,27,31,24,28,31.650724978744698,31.07919291057068,-0.5715320681740188,-0.11602682263585962,-3.17425634793273,1.367024203766221,-6.754822112441886,3.522375887693368,-0.0010200718353534568
airlight_beta_bin,A>=0.95 | 0.8<=beta<1.1,25,9,16,6,13,30.83138515586125,30.3834267787186,-0.4479583771426435,-0.6355484090537509,-1.6164962026991965,0.6852084927440633,-2.5688634876393976,3.193236108886179,-0.0005129837989807129
airlight_beta_bin,A>=0.95 | 1.1<=beta<1.4,30,11,19,9,14,30.691690551921194,30.337045347144326,-0.35464520477687433,-0.15966936137846943,-1.9714820124595172,1.4027849737423428,-3.493105603141249,2.7965083033085243,-0.001338326930999756
airlight_beta_bin,A>=0.95 | 1.4<=beta<1.7,22,6,16,6,16,30.173410743833305,29.266271442689845,-0.9071393011434541,-0.9858140700704059,-2.2981737010383894,0.47416469849631654,-3.9722349053354193,2.4673675660950245,-0.001747077161615545
airlight_beta_bin,A>=0.95 | beta<0.8,19,8,11,6,8,33.498548241247455,33.53147437291188,0.03292613166442848,-0.26777315619098374,-1.9907560849378931,1.3681830201186636,-2.4229098046186373,6.737899768201409,0.0010507577343990928
airlight_beta_bin,A>=0.95 | beta>=1.7,30,12,18,10,14,28.02866262051659,27.716844645992282,-0.3118179745243064,-0.2508968202765285,-1.6805211465270289,1.3871206419653137,-4.06866932575587,1.8460231099787592,-0.00013227860132853191
