group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
beta_bin,1.1<=beta<1.4,199,94,105,78,81,32.05395750951193,32.103333339115295,0.04937582960336964,-0.06965785559684434,-1.7695431911215251,1.8579726445482068,-5.511630701067016,5.848930430071945,2.2174425460585397e-05
beta_bin,1.4<=beta<1.7,199,87,112,74,87,31.159272648557934,31.09374329903677,-0.065529349521166,-0.12352011388992423,-1.9534251244818464,1.868579079133318,-4.718555358382151,5.21936772380359,0.0001750384742890171
beta_bin,beta<0.8,196,87,109,74,82,35.20922612861275,35.19548943991108,-0.013736688701665603,-0.08833143248025443,-1.7251657878254107,1.6907195433092195,-4.191378873645995,5.266924074326081,0.00011055414773979965
beta_bin,beta>=1.7,218,97,121,81,106,30.191595630798574,30.092299737576116,-0.09929589322245601,-0.19640191203136226,-2.1198844888173993,1.8505824020121393,-3.541706860442062,6.020603909009136,-0.0005162989874498559
airlight_beta_bin,0.65<=A<0.75 | 0.8<=beta<1.1,31,19,12,18,8,33.48317426720019,33.82238090624892,0.33920663904872345,0.5983631811379411,-1.5209544424125099,1.894767160882978,-3.64286112309523,4.24373714332965,0.001237029029477027
airlight_beta_bin,0.65<=A<0.75 | 1.1<=beta<1.4,39,13,26,10,22,32.1557719115719,31.944966781536177,-0.21080513003572704,-0.44416789932204637,-1.56387752452289,1.5416994886735373,-2.6463177042958357,3.5862806933088827,0.00014064862177922175
airlight_beta_bin,0.65<=A<0.75 | 1.4<=beta<1.7,40,20,20,18,16,31.68218881495226,31.98315959927905,0.30097078432679536,-0.02575564652932627,-1.4797967726092465,2.8066002694559753,-2.9679977399036517,3.992462718917892,0.0004175335168838501
airlight_beta_bin,0.65<=A<0.75 | beta<0.8,42,16,26,13,20,35.40276756868025,35.199174328155,-0.20359324052524658,-0.2503259807174949,-1.9043745602677293,1.1083554271303475,-3.1565309797209196,4.794892556207515,-0.0005441350596291679
airlight_beta_bin,0.65<=A<0.75 | beta>=1.7,42,22,20,18,19,30.00575556133892,30.127189187955608,0.1214336266166965,0.08481659215097537,-1.1047532562571596,1.5367554344787473,-2.8716098826693894,2.34436558043474,-0.0005135890983399891
airlight_beta_bin,0.75<=A<0.85 | 0.8<=beta<1.1,44,21,23,15,17,33.044188715621196,32.82972599279577,-0.2144627228254227,-0.031992223926748053,-1.6553079185655506,0.9769254430019634,-6.901056585898484,3.341750585297987,-0.00044479424303228205
airlight_beta_bin,0.75<=A<0.85 | 1.1<=beta<1.4,36,16,20,12,16,31.708728023793,31.48423909986883,-0.22448892392418093,-0.09613606089205717,-1.9177503812161643,1.2944187714547102,-3.8746833690920965,2.907678086191204,0.00033786230617099337
airlight_beta_bin,0.75<=A<0.85 | 1.4<=beta<1.7,37,16,21,13,15,30.581851432190728,30.530435625682113,-0.05141580650862027,-0.11758114051981394,-1.9646360776170233,2.1067449573967463,-4.718555358382151,3.133331515577936,0.0011447635856834618
airlight_beta_bin,0.75<=A<0.85 | beta<0.8,44,19,25,17,21,35.39792225692985,35.315984119677466,-0.08193813725238205,-0.17656005674803765,-1.591242217467208,1.6629517308372472,-2.734343730247673,2.3064876997573833,0.00032448091290213847
airlight_beta_bin,0.75<=A<0.85 | beta>=1.7,49,23,26,20,25,30.82108596692947,30.779076694344866,-0.042009272584598745,-0.32589382893390706,-1.7829092792269783,1.8343104606824385,-3.5350029238460046,3.306276625931261,0.0006632512929488202
airlight_beta_bin,0.85<=A<0.95 | 0.8<=beta<1.1,27,13,14,10,10,31.799207355165574,31.633777613357186,-0.1654297418083954,-0.05402073348064107,-1.7459079299129285,1.0395068195151533,-2.1906641293163105,1.9343063846958692,-0.0003987285825941298
airlight_beta_bin,0.85<=A<0.95 | 1.1<=beta<1.4,27,15,12,12,11,31.17065890561659,31.29196706298428,0.12130815736769149,0.19904748421126328,-1.8281024411541438,1.8468705152633753,-2.573099762383137,2.4610538407804086,0.00015234284930759005
airlight_beta_bin,0.85<=A<0.95 | 1.4<=beta<1.7,46,18,28,17,23,31.165289070194316,31.006387363515426,-0.15890170667888479,-0.2618616963840772,-1.9900675651707171,1.4566286989548534,-2.86391202028366,3.4916156497413695,0.00043933806212052053
airlight_beta_bin,0.85<=A<0.95 | beta<0.8,36,19,17,18,11,33.23522031525488,33.49421728471527,0.25899696946039064,0.1707285426775531,-1.6275368352632604,1.6924419749530877,-4.191378873645995,5.266924074326081,0.00047371619277530245
airlight_beta_bin,0.85<=A<0.95 | beta>=1.7,39,16,23,10,17,29.93302180416161,29.55143873542799,-0.3815830687336249,-0.09984753585492001,-2.3834084526750323,0.9635461382118186,-3.32519337842092,2.0688094742536194,-0.0016743831145457732
airlight_beta_bin,A<0.65 | 0.8<=beta<1.1,61,30,31,27,26,33.140140748153584,32.958423327203114,-0.18171742095047416,-0.04839140345954007,-2.527415362501877,1.7294099779106773,-4.442023888764922,5.60535377218617,0.000206391342350694
airlight_beta_bin,A<0.65 | 1.1<=beta<1.4,67,37,30,34,23,33.250654140373484,33.64600822826643,0.39535408789295173,0.39485088734183194,-1.8090538106773202,2.9035473734490207,-5.511630701067016,5.848930430071945,-0.00021556331150567355
airlight_beta_bin,A<0.65 | 1.4<=beta<1.7,54,26,28,21,24,31.76347824287936,31.639826369000566,-0.1236518738787854,-0.08634704216765954,-1.8830687080136546,1.7415520249347747,-4.5516986095090886,5.21936772380359,-0.0005435457936039677
airlight_beta_bin,A<0.65 | beta<0.8,55,26,29,22,22,36.7274296342725,36.78468130616687,0.057251671894371595,-0.02135745816629253,-1.6327637732649847,1.8424084294127638,-2.761992016349751,2.766471906929681,1.1865659193559126e-05
airlight_beta_bin,A<0.65 | beta>=1.7,58,25,33,25,30,31.048648576705272,31.07919291057068,0.030544333865408634,-0.33248332296246375,-2.339956526574637,2.911569618820067,-3.541706860442062,6.020603909009136,-0.0003009757091259134
airlight_beta_bin,A>=0.95 | 0.8<=beta<1.1,25,8,17,7,13,31.050421404217218,30.3834267787186,-0.6669946254986141,-0.8210185971090596,-2.340620173293228,0.8544453174067743,-5.706894804836292,2.6043685826474103,-0.0013700222969055176
airlight_beta_bin,A>=0.95 | 1.1<=beta<1.4,30,13,17,10,9,30.458220437611697,30.337045347144326,-0.12117509046736702,-0.19902577411459532,-1.559132501478318,1.1740270351282176,-2.8769775859516926,1.7482691193625435,-9.687145551045736e-05
airlight_beta_bin,A>=0.95 | 1.4<=beta<1.7,22,7,15,5,9,29.68400359679357,29.266271442689845,-0.41773215410371767,-0.2465408104855591,-1.929020241103983,1.4911443935413993,-4.4820474551572325,1.9165806082250967,-0.0006855915893207897
airlight_beta_bin,A>=0.95 | beta<0.8,19,7,12,4,8,33.6898390939185,33.53147437291188,-0.15836472100662072,-0.24071349707070056,-1.0545852068981199,0.4474123088178678,-1.9201202177280265,3.2793238034041323,0.0006599332156934237
airlight_beta_bin,A>=0.95 | beta>=1.7,30,11,19,8,15,28.102781124903405,27.716844645992282,-0.3859364789111218,-0.3022867532890938,-1.6640212025187509,0.62146111535642,-2.9142568005832743,1.7515421043872834,-0.001357473929723104
