group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
all,all,1000,461,539,362,438,32.4282744799393,32.2105193952809,-0.21775508465840074,-0.09852649875028874,-1.9809140813629649,1.5445068664297812,-11.942156155346815,5.099772914984683,-2.2063493728637695e-05
baseline_strength_bin,baseline_middle_50,500,229,271,189,228,32.546658260952455,32.29431880476582,-0.25233945618662806,-0.12520764207879154,-2.109923836096313,1.8084547318622615,-11.942156155346815,5.099772914984683,-0.00022841036319732667
baseline_strength_bin,baseline_strongest_25,250,96,154,63,119,38.79910082001728,38.404660439272966,-0.3944403807443184,-0.22566696858078927,-1.9825624180854204,0.9922709646177977,-5.6523720301731615,2.908767644469414,1.9330263137817382e-05
baseline_strength_bin,baseline_weakest_25,250,136,114,110,91,25.820680577835017,25.848779532318986,0.02809895448397145,0.09342909205314243,-1.5080655985744713,1.5263240531450317,-5.513161499563903,3.505023940993361,0.0003492364883422852
airlight_bin,0.65<=A<0.75,194,84,110,68,86,32.72398095315908,32.507726963368064,-0.21625398979101165,-0.16495274833853024,-2.18268356096765,1.4446915319074205,-4.7948886035303,4.260869500928273,-7.302337086077819e-05
airlight_bin,0.75<=A<0.85,210,94,116,64,100,32.55321279027625,32.35585146199712,-0.1973613282791317,-0.18325117365854737,-1.6562757635917649,1.3302722774365976,-3.6190403956863832,5.099772914984683,-0.0004574208032517206
airlight_bin,0.85<=A<0.95,175,84,91,70,75,31.48941879868601,31.41511695989448,-0.07430183879152395,-0.061815413911446626,-1.5929611722583827,1.7245428244726597,-4.757895473895932,4.774941838173234,8.144310542515346e-05
airlight_bin,A<0.65,295,132,163,103,132,33.595404552131086,33.17084910336194,-0.42455544876915585,-0.1112481232597311,-2.4039589730237445,1.6415738982310593,-11.942156155346815,3.629861625099288,-4.312547586731991e-05
airlight_bin,A>=0.95,126,67,59,57,45,30.336149654124622,30.36702860233963,0.030878948215006658,0.0834577496540092,-1.6328399757056715,1.3091849544193952,-3.8713919667750787,2.8623270019357747,0.0006875466732751756
beta_bin,0.8<=beta<1.1,188,89,99,70,73,32.79166596173211,32.70377885692983,-0.08788710480227342,-0.07943110303023637,-1.7734956288527937,1.7939149455600374,-4.492339347108384,3.629861625099288,-0.00011666436144646178
beta_bin,1.1<=beta<1.4,199,89,110,71,86,32.26798471026849,32.05395750951193,-0.2140272007565631,-0.10898829306136548,-1.6529154648137947,1.2340978546222852,-4.7948886035303,5.099772914984683,-4.2019776962510306e-05
beta_bin,1.4<=beta<1.7,199,95,104,73,87,31.368530132496904,31.159272648557934,-0.20925748393896546,-0.04337799467942105,-2.0162840203780483,1.3762676853922424,-5.767469111969572,3.505023940993361,-0.0002797257960142203
beta_bin,beta<0.8,196,90,106,70,91,35.38784521165776,35.20922612861275,-0.1786190830450149,-0.1578243826288137,-2.0779393651688522,1.705779679348197,-5.6523720301731615,4.774941838173234,0.0002104253793249325
beta_bin,beta>=1.7,218,98,120,78,101,30.567693412561603,30.191595630798574,-0.3760977817630287,-0.14590920684725894,-2.251306851091654,1.7451110207509704,-11.942156155346815,3.3728461037752098,0.00010391468301825568
airlight_beta_bin,0.65<=A<0.75 | 0.8<=beta<1.1,31,10,21,9,17,33.86860904367886,33.48317426720019,-0.3854347764786666,-0.7862347891497095,-2.0105558006279693,1.4435415321968748,-3.314027357904269,3.2314343131993795,-0.0007773580089692146
airlight_beta_bin,0.65<=A<0.75 | 1.1<=beta<1.4,39,18,21,15,13,32.20290959788247,32.1557719115719,-0.04713768631056699,-0.08597422698250767,-1.2482355671592855,1.7455674362612486,-4.7948886035303,2.3822387720137286,-0.00036393220608051005
airlight_beta_bin,0.65<=A<0.75 | 1.4<=beta<1.7,40,19,21,13,19,32.01051229103727,31.68218881495226,-0.32832347608502693,-0.11963078638671298,-2.2074837877904407,0.9735836048591736,-2.988862305615129,3.1717223076130807,-0.0007948443293571472
airlight_beta_bin,0.65<=A<0.75 | beta<0.8,42,22,20,18,16,35.28807990883966,35.40276756868025,0.11468765984058071,0.034434688272192204,-1.5108470058234786,2.4733954284802278,-2.7571231480339407,4.260869500928273,0.0008984179723830451
airlight_beta_bin,0.65<=A<0.75 | beta>=1.7,42,15,27,13,21,30.478383391158168,30.00575556133892,-0.4726278298192572,-0.29340508022297485,-2.3426271521673194,0.7719637890828621,-3.9762169201883992,2.85350225847791,0.000432979492914109
airlight_beta_bin,0.75<=A<0.85 | 0.8<=beta<1.1,44,22,22,17,14,33.05501404399383,33.044188715621196,-0.010825328372640153,-0.025233147199667627,-1.4084180634568968,1.225728639679737,-2.519872499166574,2.063208029991767,2.3039904507723723e-05
airlight_beta_bin,0.75<=A<0.85 | 1.1<=beta<1.4,36,15,21,11,19,31.801952448107215,31.708728023793,-0.09322442431420402,-0.3795068623402802,-1.2563093226260342,1.1289331452384594,-1.871641302804914,5.099772914984683,-0.000418227579858568
airlight_beta_bin,0.75<=A<0.85 | 1.4<=beta<1.7,37,17,20,12,19,30.88229863838056,30.581851432190728,-0.3004472061898323,-0.4668727994485984,-1.8813442335639465,1.2603916701654851,-2.8501067980926784,1.899114398134337,-0.001223158191990208
airlight_beta_bin,0.75<=A<0.85 | beta<0.8,44,20,24,13,23,35.52921301354456,35.39792225692985,-0.13129075661471082,-0.37433247002525505,-1.6186104960666186,1.6441846761028498,-2.965968009136411,3.4973887016000624,0.000993910160931674
