active_feature_count,confidence_corr,cr_psnr,eligible_for_pass,eval_n,feature_count,feature_set,head,ignored_n,intervention_precision,intervention_rate,labeled_n,lfv1_gain_case_count,lfv1_gain_preservation,lfv1_psnr,lfv1_regression_case_count,lfv1_regression_rescue,sim_delta_vs_cr,sim_delta_vs_lfv1,sim_psnr,split,split_family,strong_q4_count,strong_q4_false_intervention_rate,strong_q4_preserve_count,strong_q4_preserve_recall,threshold,train_labeled_n,train_n,valid_n
240,0.16834427450273418,32.0372676701361,1,250,254,A_output,logistic,0,0.5660377358490566,0.212,250,102,0.24509803921568626,32.12560957359064,99,0.8585858585858586,0.10623907327108162,0.017897169816550998,32.14350674340719,random_1,random,59,0.13953488372093023,43,0.8604651162790697,0.65,746,750,250
240,0.11603638633539919,32.14130634712935,1,250,254,A_output,logistic,1,0.5227272727272727,0.352,249,111,0.43243243243243246,32.4286780910788,76,0.7368421052631579,0.19265003550300225,-0.09472170844644191,32.33395638263235,random_2,random,57,0.3157894736842105,38,0.6842105263157895,0.6,747,750,250
240,0.14093328611312364,32.190754685543304,1,250,254,A_output,logistic,1,0.47560975609756095,0.332,249,109,0.3761467889908257,32.45118107898174,88,0.6590909090909091,0.1263150036008325,-0.13411138983760476,32.31706968914414,random_3,random,71,0.35555555555555557,45,0.6444444444444445,0.625,747,750,250
240,-0.025167279504386905,32.503996734763916,1,194,254,A_output,logistic,1,0.4166666666666667,0.3711340206185567,193,88,0.36363636363636365,32.723914583541436,69,0.5942028985507246,0.028186951917922892,-0.19173089685960928,32.53218368668184,airlight_bin=0.65<=A<0.75,airlight_bin,51,0.42857142857142855,35,0.5714285714285714,0.6,803,806,194
240,0.08356669495584046,32.47656812625447,1,210,254,A_output,logistic,0,0.423728813559322,0.28095238095238095,210,94,0.3191489361702128,32.55325588375933,83,0.7951807228915663,0.10375729258176698,0.02706953507690985,32.58032541883624,airlight_bin=0.75<=A<0.85,airlight_bin,58,0.28888888888888886,45,0.7111111111111111,0.625,786,790,210
240,0.23276114736637638,31.35608780355995,1,175,254,A_output,logistic,2,0.6578947368421053,0.21714285714285714,173,72,0.2916666666666667,31.489092451139914,66,0.8636363636363636,0.11892631601704401,-0.014078331562912244,31.475014119576997,airlight_bin=0.85<=A<0.95,airlight_bin,28,0.15789473684210525,19,0.8421052631578947,0.625,823,825,175
240,0.15594733188563756,33.24391822961838,1,295,254,A_output,logistic,0,0.5714285714285714,0.30847457627118646,295,145,0.3931034482758621,33.59538541359276,91,0.7692307692307693,0.21188156443678036,-0.13958561953760557,33.45579979405515,airlight_bin=A<0.65,airlight_bin,101,0.16393442622950818,61,0.8360655737704918,0.6,701,705,295
240,0.08494831921255505,30.20098927251072,1,126,254,A_output,logistic,1,0.26666666666666666,0.23809523809523808,125,54,0.2777777777777778,30.335990270428244,43,0.7906976744186046,0.06258446346482299,-0.07241653445269668,30.263573735975545,airlight_bin=A>=0.95,airlight_bin,12,0.3333333333333333,9,0.6666666666666666,0.625,871,874,126
240,0.07057998107298458,32.65982461640688,1,188,254,A_output,logistic,0,0.46875,0.3404255319148936,188,89,0.38202247191011235,32.79149700724878,70,0.6857142857142857,0.08042380125011199,-0.05124858959178335,32.74024841765699,beta_bin=0.8<=beta<1.1,beta_bin,53,0.21875,32,0.78125,0.575,808,812,188
240,0.23394643668194573,32.17772433035529,1,199,254,A_output,logistic,1,0.3958333333333333,0.24120603015075376,198,81,0.30864197530864196,32.2678992991412,72,0.7638888888888888,0.11325548993325206,0.023080521147343023,32.290979820288534,beta_bin=1.1<=beta<1.4,beta_bin,52,0.21621621621621623,37,0.7837837837837838,0.625,798,801,199
240,0.12283319665779756,31.23545013243122,1,199,254,A_output,logistic,1,0.5205479452054794,0.36683417085427134,198,88,0.38636363636363635,31.368437718770416,85,0.7176470588235294,0.0880172335413273,-0.04497035279786684,31.32346736597255,beta_bin=1.4<=beta<1.7,beta_bin,35,0.36363636363636365,22,0.6363636363636364,0.625,798,801,199
240,0.10326643877288909,35.112627010753044,1,196,254,A_output,logistic,1,0.5,0.22448979591836735,195,93,0.26881720430107525,35.38794538073444,63,0.8095238095238095,0.12068571276152734,-0.15463265721988068,35.23331272351457,beta_bin=beta<0.8,beta_bin,91,0.1791044776119403,67,0.8208955223880597,0.625,801,804,196
240,0.18057305245694372,30.20232534251282,1,218,254,A_output,logistic,1,0.5975609756097561,0.3761467889908257,217,102,0.4803921568627451,30.567513836140694,62,0.7903225806451613,0.31358107647857797,-0.051607417149298576,30.5159064189914,beta_bin=beta>=1.7,beta_bin,19,0.7272727272727273,11,0.2727272727272727,0.625,779,782,218
240,0.15490962038115524,34.04503071047144,1,250,254,A_output,logistic,2,0.4631578947368421,0.38,248,104,0.4519230769230769,34.02203298411348,95,0.6631578947368421,0.05073867907502717,0.0737364054329911,34.09576938954647,cr_strength_bin=midhigh_cr_q3,cr_strength_bin,0,0.0,0,0.0,0.6,748,750,250
240,-0.024109865124339564,30.608817918382723,1,250,254,A_output,logistic,2,0.42857142857142855,0.224,248,127,0.2125984251968504,31.001063936872356,88,0.7272727272727273,0.08104869282400672,-0.3111973256656265,30.689866611206728,cr_strength_bin=midlow_cr_q2,cr_strength_bin,0,0.0,0,0.0,0.625,748,750,250
240,0.21219851687148286,38.6090236085328,1,250,254,A_output,logistic,0,0.3404255319148936,0.94,250,95,0.968421052631579,38.5569258688665,100,0.09,-0.00027662209373542624,0.05182111757257002,38.60874698643907,cr_strength_bin=strong_cr_q4,cr_strength_bin,250,0.9171597633136095,169,0.08284023668639054,0.32499999999999996,746,750,250
240,0.08842239932077614,25.638930021630642,1,250,254,A_output,logistic,0,0.6111111111111112,0.144,250,127,0.2047244094488189,26.132728469466894,69,0.8840579710144928,0.12573889242461445,-0.3680595554116413,25.764668914055257,cr_strength_bin=weak_cr_q1,cr_strength_bin,0,0.0,0,0.0,0.625,746,750,250
240,0.17796374684581515,32.0372676701361,1,250,254,A_output,ridge_classifier,0,0.56,0.2,250,102,0.2549019607843137,32.12560957359064,99,0.8787878787878788,0.09190013506448719,0.0035582316099565504,32.129167805200595,random_1,random,59,0.09302325581395349,43,0.9069767441860465,0.575,746,750,250
240,0.08678641292325989,32.14130634712935,1,250,254,A_output,ridge_classifier,1,0.5375,0.32,249,111,0.3963963963963964,32.4286780910788,76,0.7894736842105263,0.19658877459783727,-0.09078296935160686,32.337895121727186,random_2,random,57,0.2631578947368421,38,0.7368421052631579,0.5499999999999999,747,750,250
240,0.16330579677317295,32.190754685543304,1,250,254,A_output,ridge_classifier,1,0.5142857142857142,0.284,249,109,0.3211009174311927,32.45118107898174,88,0.7386363636363636,0.1383552735275401,-0.12207111991089714,32.32910995907085,random_3,random,71,0.28888888888888886,45,0.7111111111111111,0.575,747,750,250
240,-0.03930564073255164,32.503996734763916,1,194,254,A_output,ridge_classifier,1,0.4675324675324675,0.39690721649484534,193,88,0.4090909090909091,32.723914583541436,69,0.6086956521739131,0.08850149723438569,-0.1314163515431465,32.5924982319983,airlight_bin=0.65<=A<0.75,airlight_bin,51,0.45714285714285713,35,0.5428571428571428,0.5499999999999999,803,806,194
240,0.11018581349889299,32.47656812625447,1,210,254,A_output,ridge_classifier,0,0.46296296296296297,0.2571428571428571,210,94,0.2978723404255319,32.55325588375933,83,0.8313253012048193,0.10432444115902786,0.02763668365417074,32.58089256741349,airlight_bin=0.75<=A<0.85,airlight_bin,58,0.28888888888888886,45,0.7111111111111111,0.575,786,790,210
240,0.23169486293977978,31.35608780355995,1,175,254,A_output,ridge_classifier,2,0.5555555555555556,0.2571428571428571,173,72,0.3472222222222222,31.489092451139914,66,0.803030303030303,0.10910514149960704,-0.023899506080349207,31.465192945059567,airlight_bin=0.85<=A<0.95,airlight_bin,28,0.21052631578947367,19,0.7894736842105263,0.5499999999999999,823,825,175
240,0.14502412256243236,33.24391822961838,1,295,254,A_output,ridge_classifier,0,0.5568181818181818,0.2983050847457627,295,145,0.36551724137931035,33.59538541359276,91,0.7692307692307693,0.15498111165771994,-0.19648607231666596,33.3988993412761,airlight_bin=A<0.65,airlight_bin,101,0.18032786885245902,61,0.819672131147541,0.5499999999999999,701,705,295
240,0.07874876443573466,30.20098927251072,1,126,254,A_output,ridge_classifier,1,0.25925925925925924,0.21428571428571427,125,54,0.24074074074074073,30.335990270428244,43,0.813953488372093,0.052629405727921144,-0.08237159218959852,30.253618678238638,airlight_bin=A>=0.95,airlight_bin,12,0.3333333333333333,9,0.6666666666666666,0.575,871,874,126
240,0.08223075186887811,32.65982461640688,1,188,254,A_output,ridge_classifier,0,0.5283018867924528,0.28191489361702127,188,89,0.3595505617977528,32.79149700724878,70,0.7714285714285715,0.09678216141785044,-0.034890229424044905,32.75660677782473,beta_bin=0.8<=beta<1.1,beta_bin,53,0.21875,32,0.78125,0.5499999999999999,808,812,188
240,0.23597207817956814,32.17772433035529,1,199,254,A_output,ridge_classifier,1,0.425,0.20100502512562815,198,81,0.2716049382716049,32.2678992991412,72,0.8194444444444444,0.12694388940382012,0.03676892061791109,32.30466821975911,beta_bin=1.1<=beta<1.4,beta_bin,52,0.1891891891891892,37,0.8108108108108109,0.575,798,801,199
240,0.12905926298323753,31.23545013243122,1,199,254,A_output,ridge_classifier,1,0.5,0.31155778894472363,198,88,0.3068181818181818,31.368437718770416,85,0.7411764705882353,0.045376358870560414,-0.08761122746863373,31.280826491301784,beta_bin=1.4<=beta<1.7,beta_bin,35,0.22727272727272727,22,0.7727272727272727,0.575,798,801,199
