group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
all,all,1000,492,508,391,431,32.22531544406323,32.15181876377115,-0.0734966802920676,-0.026696434585984363,-1.8304283368624026,1.6860086490866342,-7.79238076072474,6.741393442951818,-5.068933963775635e-05
baseline_strength_bin,baseline_middle_50,500,237,263,191,232,32.32675637255345,32.15527463865784,-0.17148173389559665,-0.1283373591133099,-2.0385423223655104,1.6540803630757035,-5.951503747330239,6.741393442951818,-0.0003075907230377197
baseline_strength_bin,baseline_strongest_25,250,114,136,88,114,38.608997852133776,38.413317337721935,-0.19568051441184497,-0.14517976179306302,-1.6483214013046101,1.293801894884566,-7.79238076072474,3.4560710365886393,-7.070660591125488e-05
baseline_strength_bin,baseline_weakest_25,250,141,109,112,85,25.63875117901223,25.883408440047003,0.244657261034768,0.17177761476998832,-1.4029709775484773,2.0902348102701613,-5.144940581471303,5.875696222064576,0.00048313069343566893
airlight_bin,0.65<=A<0.75,194,100,94,85,84,32.504103266735704,32.56382043413111,0.059717167395402934,0.10385891634355104,-1.7490039447299188,1.7735741741202429,-4.135853401885726,6.741393442951818,9.850712166619055e-05
airlight_bin,0.75<=A<0.85,210,101,109,72,91,32.47633909288157,32.23640347008208,-0.23993562279948463,-0.07312120468278316,-2.016830963585439,1.455842601973253,-5.951503747330239,3.34335194337082,-0.00030603862944103425
airlight_bin,0.85<=A<0.95,175,85,90,68,75,31.355858607127043,31.33478204522497,-0.02107656190206965,-0.1032669626892222,-1.6635989738782364,1.5403625490541109,-3.3699293696672328,5.586019263176176,7.645402635846819e-06
airlight_bin,A<0.65,295,143,152,120,128,33.24366982308868,33.21711070790356,-0.026559115185118106,-0.07543423084314682,-1.8353978802199493,2.096966306965182,-7.79238076072474,5.2932547232304366,0.00027966559943506274
airlight_bin,A>=0.95,126,63,63,46,53,30.20103449803951,30.017129794337823,-0.18390470370168213,0.005012819330259433,-1.726244809423413,1.2074579631003282,-4.679073352024009,3.2765505305758253,-0.0007092929075634669
beta_bin,0.8<=beta<1.1,188,95,93,74,80,32.65975140876184,32.53810233917409,-0.12164906958775024,0.008079606631898884,-1.9760549473555826,1.6922569547028308,-7.79238076072474,3.8846388627663053,0.0002884810909311822
