name,feature_set,model_type,num_images,mean_psnr,mean_ssim,gain_vs_lfv1_psnr,gain_vs_baseline_psnr,residual_selection_count,lfv1_selection_count,residual_precision,residual_recall,two_way_accuracy,lost_lfv1_gain_selected_count,residual_worst_selected_count,split_family,split,oracle_recovery,prob_threshold
always_lfv1,activation_only_proxy,baseline,300,32.42341415318364,0.9850379580259323,0.0,0.14849304493636575,0,300,,0.0,0.49,0,0,random_stratified,0,0.0,
always_residual,activation_only_proxy,baseline,300,32.38798337562583,0.984958867430687,-0.035430777557812765,0.11306226737855297,300,0,0.51,1.0,0.51,64,53,random_stratified,0,-0.05824763580979427,
two_way_oracle,activation_only_proxy,oracle,300,33.0316925333313,0.9858817841609319,0.6082783801476647,0.7567714250840303,153,147,1.0,1.0,1.0,0,0,random_stratified,0,1.0,
ridge_logistic,activation_only_proxy,logistic,300,32.48489263997892,0.985154406229655,0.06147848679528061,0.20997153173164637,35,265,0.6285714285714286,0.1437908496732026,0.52,2,6,random_stratified,0,0.10106965626553453,0.9962774929367767
always_lfv1,activation_only_proxy,baseline,300,32.54768417896968,0.9839076377948125,0.0,0.1849676030290456,0,300,,0.0,0.49,0,0,random_stratified,1,0.0,
always_residual,activation_only_proxy,baseline,300,32.54663334236749,0.9840051833788553,-0.0010508366021808632,0.18391676642686475,300,0,0.51,1.0,0.51,65,48,random_stratified,1,-0.0016499442478817644,
two_way_oracle,activation_only_proxy,oracle,300,33.18457636701175,0.9848209047317504,0.6368921880420814,0.821859791071127,153,147,1.0,1.0,1.0,0,0,random_stratified,1,1.0,
ridge_logistic,activation_only_proxy,logistic,300,32.60779026252816,0.9841128812233607,0.06010608355848235,0.24507368658752796,63,237,0.5873015873015873,0.24183006535947713,0.5266666666666666,14,10,random_stratified,1,0.09437403172310689,0.9644351605546765
always_lfv1,activation_only_proxy,baseline,300,32.40869465143019,0.9844014889001846,0.0,0.2601049467771159,0,300,,0.0,0.49,0,0,random_stratified,2,0.0,
always_residual,activation_only_proxy,baseline,300,32.372741106397314,0.9841548754771551,-0.03595354503287437,0.22415140174424153,300,0,0.51,1.0,0.51,63,51,random_stratified,2,-0.06838066030131681,
two_way_oracle,activation_only_proxy,oracle,300,32.93447993742255,0.9849240066607793,0.5257852859923614,0.7858902327694774,153,147,1.0,1.0,1.0,0,0,random_stratified,2,1.0,
ridge_logistic,activation_only_proxy,logistic,300,32.40121403168536,0.984485146800677,-0.00748061974482446,0.25262432703229143,92,208,0.5108695652173914,0.30718954248366015,0.49666666666666665,22,15,random_stratified,2,-0.014227518236280842,0.9146642424337004
always_lfv1,activation_only_proxy,baseline,300,32.45845241610133,0.9838229829072952,0.0,0.24174490459312087,0,300,,0.0,0.49,0,0,random_stratified,3,0.0,
always_residual,activation_only_proxy,baseline,300,32.370664318805574,0.9839528248707453,-0.087788097295755,0.15395680729736588,300,0,0.51,1.0,0.51,62,55,random_stratified,3,-0.16130961275575179,
two_way_oracle,activation_only_proxy,oracle,300,33.002673530987266,0.9848424629370371,0.5442211148859432,0.7859660194790641,153,147,1.0,1.0,1.0,0,0,random_stratified,3,1.0,
ridge_logistic,activation_only_proxy,logistic,300,32.556408214899555,0.9840553836027781,0.0979557987982278,0.3397007033913486,77,223,0.6363636363636364,0.3202614379084967,0.56,8,14,random_stratified,3,0.1799926465895341,0.8986375950470247
always_lfv1,activation_only_proxy,baseline,300,32.12805880104787,0.9834058014551799,0.0,0.2590696371306295,0,300,,0.0,0.49,0,0,random_stratified,4,0.0,
always_residual,activation_only_proxy,baseline,300,32.090713697414664,0.9837073910236359,-0.03734510363320063,0.2217245334974289,300,0,0.51,1.0,0.51,69,48,random_stratified,4,-0.06360509092536355,
two_way_oracle,activation_only_proxy,oracle,300,32.71519896687237,0.9844519972801209,0.5871401658245042,0.8462098029551339,153,147,1.0,1.0,1.0,0,0,random_stratified,4,1.0,
ridge_logistic,activation_only_proxy,logistic,300,32.25962048886954,0.9836889751752218,0.13156168782167238,0.39063132495230185,87,213,0.5862068965517241,0.3333333333333333,0.54,19,9,random_stratified,4,0.22407202824716316,0.9086244593250886
always_lfv1,activation_only_proxy,baseline,194,32.72398095315908,0.9853693649326403,0.0,0.2198776864233745,0,194,,0.0,0.4536082474226804,0,0,airlight_leave_one,0.65<=A<0.75,0.0,
always_residual,activation_only_proxy,baseline,194,32.85884173501074,0.9853769104505322,0.13486078185166564,0.35473846827504013,194,0,0.5463917525773195,1.0,0.5463917525773195,40,23,airlight_leave_one,0.65<=A<0.75,0.1961183392068737,
two_way_oracle,activation_only_proxy,oracle,194,33.41163098322286,0.9861935487727529,0.6876500300637818,0.907527716487156,106,88,1.0,1.0,1.0,0,0,airlight_leave_one,0.65<=A<0.75,1.0,
ridge_logistic,activation_only_proxy,logistic,194,32.83983118593261,0.9854617373845012,0.1158502327735331,0.3357279191969076,52,142,0.5961538461538461,0.29245283018867924,0.5051546391752577,12,4,airlight_leave_one,0.65<=A<0.75,0.16847266444936768,0.9756250837108779
always_lfv1,activation_only_proxy,baseline,210,32.55321279027625,0.9846461673577627,0.0,0.07687369739468619,0,210,,0.0,0.5380952380952381,0,0,airlight_leave_one,0.75<=A<0.85,0.0,
