split_family,feature_set,model_type,name,splits,mean_psnr_mean,mean_psnr_std,mean_ssim_mean,mean_ssim_std,gain_vs_lfv1_psnr_mean,gain_vs_lfv1_psnr_std,gain_vs_baseline_psnr_mean,gain_vs_baseline_psnr_std,residual_precision_mean,residual_precision_std,residual_recall_mean,residual_recall_std,two_way_accuracy_mean,two_way_accuracy_std,residual_selection_count_mean,residual_selection_count_std,lost_lfv1_gain_selected_count_mean,lost_lfv1_gain_selected_count_std,residual_worst_selected_count_mean,residual_worst_selected_count_std,oracle_recovery_mean,oracle_recovery_std
random_stratified,activation_only_proxy,oracle,two_way_oracle,5,32.97372426712505,0.15299178806477837,0.9849842311541239,0.0004773416038616685,0.5804634269785109,0.04075698669947439,0.7993394542717666,0.031227432111389935,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
random_stratified,activation_plus_strict_output_proxy,oracle,two_way_oracle,5,32.97372426712505,0.15299178806477837,0.9849842311541239,0.0004773416038616685,0.5804634269785109,0.04075698669947439,0.7993394542717666,0.031227432111389935,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
random_stratified,activation_plus_rich_output_proxy,oracle,two_way_oracle,5,32.97372426712505,0.15299178806477837,0.9849842311541239,0.0004773416038616685,0.5804634269785109,0.04075698669947439,0.7993394542717666,0.031227432111389935,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
random_stratified,rich_output_reference,oracle,two_way_oracle,5,32.97372426712505,0.15299178806477837,0.9849842311541239,0.0004773416038616685,0.5804634269785109,0.04075698669947439,0.7993394542717666,0.031227432111389935,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
random_stratified,metadata_diagnostic,oracle,two_way_oracle,5,32.97372426712505,0.15299178806477837,0.9849842311541239,0.0004773416038616685,0.5804634269785109,0.04075698669947439,0.7993394542717666,0.031227432111389935,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
random_stratified,gt_diagnostic_leakage_check,oracle,two_way_oracle,5,32.97372426712505,0.15299178806477837,0.9849842311541239,0.0004773416038616685,0.5804634269785109,0.04075698669947439,0.7993394542717666,0.031227432111389935,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
random_stratified,gt_diagnostic_leakage_check,stump,decision_stump,5,32.9729065783889,0.15269670509674416,0.9849843946297963,0.0004759221194717205,0.5796457382423639,0.04043912700327729,0.7985217655356195,0.0313239993005452,0.9959910514541388,0.005337835734477353,0.9712418300653594,0.005228758169934622,0.9833333333333332,0.004714045207910316,149.2,0.7483314773547882,0.0,0.0,0.0,0.0,0.9986225540209585,0.0005566386927894103
random_stratified,gt_diagnostic_leakage_check,logistic,ridge_logistic,5,32.97022198631121,0.15339479207895867,0.9849842154979707,0.000473593610155045,0.5769611461646675,0.04112145272041689,0.795837173457923,0.032160677029810854,0.9636207566018887,0.017402463787392918,0.9568627450980391,0.02360192168008861,0.9593333333333334,0.011813363431112906,152.0,5.329165037789691,0.2,0.4000000000000001,0.0,0.0,0.9939013671623727,0.0024948743289786917
random_stratified,rich_output_reference,logistic,ridge_logistic,5,32.48401597390874,0.1329247057193363,0.9843125034968059,0.00048814288753817376,0.09075513376220068,0.028162429483472022,0.3096311610554562,0.05058167260752468,0.5913995791680142,0.01624953855080717,0.6261437908496732,0.11767610389466039,0.5866666666666667,0.0160554594383897,162.6,33.54757815401881,31.8,8.304215796810679,21.2,7.678541528180987,0.15686569521995464,0.05161173353390261
random_stratified,activation_plus_rich_output_proxy,logistic,ridge_logistic,5,32.46810699433702,0.13335859083819124,0.9843134549061456,0.0005354835720129779,0.07484615419048272,0.04686612207377114,0.29372218148373824,0.04621852779589494,0.5977535235047092,0.02114116519939522,0.36470588235294116,0.07317926798576944,0.5513333333333333,0.021354156504062652,93.2,17.38275007011261,18.6,3.878143885933063,13.0,1.4142135623730951,0.1247134729238556,0.07565101544404276
random_stratified,activation_only_proxy,logistic,ridge_logistic,5,32.46198512759231,0.12275519053560748,0.9842993586063387,0.0004964854964651201,0.06872428744576774,0.04634001097795928,0.28760031473902326,0.0669147238393696,0.5898626228011536,0.04454333236337726,0.269281045751634,0.0701998514096604,0.5286666666666667,0.021039645117412693,70.8,20.458738964071078,13.0,7.26636084983398,10.8,3.3105890714493698,0.11705616891781156,0.081754325655585
random_stratified,activation_plus_strict_output_proxy,logistic,ridge_logistic,5,32.4597925402187,0.14190399844376872,0.9842916600306829,0.0005106765278305235,0.06653170007215754,0.030884239817147018,0.2854077273654131,0.04309415803937832,0.5955684454333886,0.03951667995105372,0.27450980392156865,0.020668481439009016,0.5346666666666667,0.01820866704499689,70.6,3.9293765408777004,12.8,4.445222154178573,10.8,2.9257477676655586,0.11407922788467384,0.05431307066892078
random_stratified,rich_output_reference,stump,decision_stump,5,32.43834172344544,0.1455564623927695,0.9841297854582468,0.0005209860228317617,0.04508088329889713,0.05101050221273826,0.2639569105921527,0.03205017466920859,0.5442376044315664,0.04133177471562742,0.6065359477124183,0.07836598581606204,0.5326666666666666,0.027438820836342248,172.8,31.262757395981563,37.0,9.186947262284681,26.6,5.388877434122992,0.07299056312467667,0.08481562944035966
random_stratified,metadata_diagnostic,logistic,ridge_logistic,5,32.43555355956421,0.1495339508983546,0.9841685932079951,0.0005702439299997968,0.042292719417664375,0.038476915573909455,0.26116874671091994,0.06394619709301627,0.515585015717958,0.03619047352778602,0.4980392156862745,0.16144716969545853,0.512,0.03941798799758527,145.8,39.24487227651531,28.4,4.923413450036469,22.6,7.3375745311376575,0.07333502659438026,0.07018955853787136
random_stratified,metadata_diagnostic,stump,decision_stump,5,32.43506740400325,0.15017376671211163,0.984132762392362,0.0004913506196883529,0.041806563856700216,0.037535635065357134,0.26068259114995573,0.05955054749779178,0.5261137084794381,0.02926022210227806,0.5281045751633987,0.03660130718954249,0.5166666666666666,0.029059326290271165,153.6,7.418894796396563,29.0,4.0,25.0,4.69041575982343,0.07108379062592289,0.06392414086748838
random_stratified,activation_only_proxy,baseline,always_lfv1,5,32.39326084014654,0.1411212638185337,0.9841151738166809,0.0005594931454535717,0.0,0.0,0.21887602729325556,0.04459121228236322,,,0.0,0.0,0.49000000000000005,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_stratified,activation_plus_strict_output_proxy,baseline,always_lfv1,5,32.39326084014654,0.1411212638185337,0.9841151738166809,0.0005594931454535717,0.0,0.0,0.21887602729325556,0.04459121228236322,,,0.0,0.0,0.49000000000000005,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_stratified,activation_plus_rich_output_proxy,baseline,always_lfv1,5,32.39326084014654,0.1411212638185337,0.9841151738166809,0.0005594931454535717,0.0,0.0,0.21887602729325556,0.04459121228236322,,,0.0,0.0,0.49000000000000005,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_stratified,rich_output_reference,baseline,always_lfv1,5,32.39326084014654,0.1411212638185337,0.9841151738166809,0.0005594931454535717,0.0,0.0,0.21887602729325556,0.04459121228236322,,,0.0,0.0,0.49000000000000005,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_stratified,metadata_diagnostic,baseline,always_lfv1,5,32.39326084014654,0.1411212638185337,0.9841151738166809,0.0005594931454535717,0.0,0.0,0.21887602729325556,0.04459121228236322,,,0.0,0.0,0.49000000000000005,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_stratified,gt_diagnostic_leakage_check,baseline,always_lfv1,5,32.39326084014654,0.1411212638185337,0.9841151738166809,0.0005594931454535717,0.0,0.0,0.21887602729325556,0.04459121228236322,,,0.0,0.0,0.49000000000000005,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_stratified,activation_only_proxy,baseline,always_residual,5,32.353747168122176,0.14711271903551507,0.9841558284362157,0.00042658481657799563,-0.039513672024364725,0.02772672740979267,0.17936235526889083,0.04210106652196215,0.51,0.0,1.0,0.0,0.51,0.0,300.0,0.0,64.6,2.4166091947189146,51.0,2.756809750418044,-0.07063858880802164,0.051359072639186536
random_stratified,activation_plus_strict_output_proxy,baseline,always_residual,5,32.353747168122176,0.14711271903551507,0.9841558284362157,0.00042658481657799563,-0.039513672024364725,0.02772672740979267,0.17936235526889083,0.04210106652196215,0.51,0.0,1.0,0.0,0.51,0.0,300.0,0.0,64.6,2.4166091947189146,51.0,2.756809750418044,-0.07063858880802164,0.051359072639186536
random_stratified,activation_plus_rich_output_proxy,baseline,always_residual,5,32.353747168122176,0.14711271903551507,0.9841558284362157,0.00042658481657799563,-0.039513672024364725,0.02772672740979267,0.17936235526889083,0.04210106652196215,0.51,0.0,1.0,0.0,0.51,0.0,300.0,0.0,64.6,2.4166091947189146,51.0,2.756809750418044,-0.07063858880802164,0.051359072639186536
random_stratified,rich_output_reference,baseline,always_residual,5,32.353747168122176,0.14711271903551507,0.9841558284362157,0.00042658481657799563,-0.039513672024364725,0.02772672740979267,0.17936235526889083,0.04210106652196215,0.51,0.0,1.0,0.0,0.51,0.0,300.0,0.0,64.6,2.4166091947189146,51.0,2.756809750418044,-0.07063858880802164,0.051359072639186536
random_stratified,metadata_diagnostic,baseline,always_residual,5,32.353747168122176,0.14711271903551507,0.9841558284362157,0.00042658481657799563,-0.039513672024364725,0.02772672740979267,0.17936235526889083,0.04210106652196215,0.51,0.0,1.0,0.0,0.51,0.0,300.0,0.0,64.6,2.4166091947189146,51.0,2.756809750418044,-0.07063858880802164,0.051359072639186536
random_stratified,gt_diagnostic_leakage_check,baseline,always_residual,5,32.353747168122176,0.14711271903551507,0.9841558284362157,0.00042658481657799563,-0.039513672024364725,0.02772672740979267,0.17936235526889083,0.04210106652196215,0.51,0.0,1.0,0.0,0.51,0.0,300.0,0.0,64.6,2.4166091947189146,51.0,2.756809750418044,-0.07063858880802164,0.051359072639186536
degradation_combo_group5,activation_only_proxy,oracle,two_way_oracle,5,33.00081053763035,0.4945117957211463,0.9852924584903603,0.0008955899789993332,0.5748026438775805,0.06220860110268801,0.7782313929898794,0.08171304412466521,1.0,0.0,1.0,0.0,1.0,0.0,101.8,4.019950248448356,0.0,0.0,0.0,0.0,1.0,0.0
degradation_combo_group5,activation_plus_strict_output_proxy,oracle,two_way_oracle,5,33.00081053763035,0.4945117957211463,0.9852924584903603,0.0008955899789993332,0.5748026438775805,0.06220860110268801,0.7782313929898794,0.08171304412466521,1.0,0.0,1.0,0.0,1.0,0.0,101.8,4.019950248448356,0.0,0.0,0.0,0.0,1.0,0.0
degradation_combo_group5,activation_plus_rich_output_proxy,oracle,two_way_oracle,5,33.00081053763035,0.4945117957211463,0.9852924584903603,0.0008955899789993332,0.5748026438775805,0.06220860110268801,0.7782313929898794,0.08171304412466521,1.0,0.0,1.0,0.0,1.0,0.0,101.8,4.019950248448356,0.0,0.0,0.0,0.0,1.0,0.0
degradation_combo_group5,rich_output_reference,oracle,two_way_oracle,5,33.00081053763035,0.4945117957211463,0.9852924584903603,0.0008955899789993332,0.5748026438775805,0.06220860110268801,0.7782313929898794,0.08171304412466521,1.0,0.0,1.0,0.0,1.0,0.0,101.8,4.019950248448356,0.0,0.0,0.0,0.0,1.0,0.0
degradation_combo_group5,metadata_diagnostic,oracle,two_way_oracle,5,33.00081053763035,0.4945117957211463,0.9852924584903603,0.0008955899789993332,0.5748026438775805,0.06220860110268801,0.7782313929898794,0.08171304412466521,1.0,0.0,1.0,0.0,1.0,0.0,101.8,4.019950248448356,0.0,0.0,0.0,0.0,1.0,0.0
degradation_combo_group5,gt_diagnostic_leakage_check,oracle,two_way_oracle,5,33.00081053763035,0.4945117957211463,0.9852924584903603,0.0008955899789993332,0.5748026438775805,0.06220860110268801,0.7782313929898794,0.08171304412466521,1.0,0.0,1.0,0.0,1.0,0.0,101.8,4.019950248448356,0.0,0.0,0.0,0.0,1.0,0.0
degradation_combo_group5,gt_diagnostic_leakage_check,stump,decision_stump,5,32.99982113222508,0.4948935963142943,0.9852827932431723,0.0009061063517755447,0.573813238472317,0.06284652035018537,0.7772419875846158,0.08181595773167255,0.9901143084959745,0.005839448395302978,0.9701197910356804,0.020784641097357826,0.9799229487082355,0.0107374678980772,99.8,5.5641710972974225,0.0,0.0,0.0,0.0,0.9981275891598036,0.0014810861124541818
degradation_combo_group5,gt_diagnostic_leakage_check,logistic,ridge_logistic,5,32.99595807624161,0.49554245525817486,0.985302836656,0.0008991566586339898,0.569950182488842,0.0628480685542438,0.7733789316011408,0.08076886223744789,0.9389713144808105,0.019403854721999608,0.9685250246887744,0.011610312180434854,0.9519770689698713,0.008229711582371364,105.0,3.5777087639996634,0.4,0.48989794855663565,0.0,0.0,0.9912983717731942,0.0039018495840279373
degradation_combo_group5,rich_output_reference,logistic,ridge_logistic,5,32.49813303966714,0.46088014052326254,0.9845468725180794,0.0009676299025519796,0.07212514591436756,0.06289846209556002,0.27555389502666633,0.09892944110031159,0.5862397494721868,0.021235920965800348,0.5646805511195304,0.07587868925873682,0.573993837917014,0.02799068239976715,98.2,14.702380759591284,20.2,6.734983296193095,12.6,2.870540018881465,0.11785340416382514,0.09258762082600844
degradation_combo_group5,activation_plus_rich_output_proxy,logistic,ridge_logistic,5,32.48038775520594,0.48046509774485235,0.9845849687616163,0.0009900616355259342,0.054379861453170045,0.04097697989974399,0.25780861056546883,0.08519453838664005,0.5855429676706272,0.041683663706065625,0.272497622902372,0.044263896751819895,0.5320171982725964,0.009302965089422686,47.4,7.418894796396563,8.6,1.4966629547095764,6.8,2.7129319932501073,0.08834989846637456,0.06590637663823556
degradation_combo_group5,activation_plus_strict_output_proxy,logistic,ridge_logistic,5,32.46592193602254,0.48422478853275686,0.9845906930474703,0.0009949780688855029,0.03991404226976363,0.03230404049754823,0.2433427913820624,0.07569253853280374,0.5742703010756866,0.05303823649748172,0.24029061165750704,0.04293615138122846,0.524057302320883,0.01408279444614926,42.6,6.468384651518492,7.8,2.4819347291981715,6.4,1.8547236990991407,0.06544705394075709,0.0547995129792593
degradation_combo_group5,metadata_diagnostic,stump,decision_stump,5,32.45007174556887,0.48235624538219857,0.9845115459327622,0.0010454305741256851,0.024063851816099234,0.06014774254684182,0.22749260092839804,0.07959658667010684,0.5126397390424223,0.029675170025173014,0.5715680767719932,0.08107420792992262,0.5019451221052099,0.021996261524977405,113.8,17.22091751330341,23.4,6.887670143089026,17.2,5.912698199637792,0.033428790851313145,0.11373208400658041
degradation_combo_group5,activation_only_proxy,logistic,ridge_logistic,5,32.44633484434384,0.4804150571593521,0.9845546917830597,0.0009825690095594426,0.02032695059106384,0.03035553248247617,0.22375569970336265,0.07267243656655034,0.547070251177394,0.04331140330489193,0.25159751974184175,0.05308695725329274,0.5151020784402858,0.01490910913264785,46.8,9.282241108697834,10.0,2.0976176963403033,6.8,2.039607805437114,0.03154884842098386,0.055652403897989575
degradation_combo_group5,metadata_diagnostic,logistic,ridge_logistic,5,32.4323625565966,0.46696872702990116,0.9844957312098532,0.0009840529860251218,0.006354662843827258,0.02426102799301115,0.20978341195612607,0.09649018487052934,0.5026708872066278,0.02846449863715166,0.3598360445095469,0.15154766429684013,0.494105538298356,0.015966031997050625,72.6,30.467031361785153,14.8,10.067770358922575,10.2,2.481934729198171,0.010494745026833051,0.04178100024908752
degradation_combo_group5,activation_only_proxy,baseline,always_lfv1,5,32.42600789375277,0.45217500153875306,0.9844482266192085,0.0009551185563154999,0.0,0.0,0.2034287491122988,0.07922238063523285,,,0.0,0.0,0.49106482814354624,0.01792741351701087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
