group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
airlight_beta_bin,0.85<=A<0.95 | 1.1<=beta<1.4,27,12,15,3,2,33.49191803059938,33.49695163839291,0.005033607793536224,-0.01409858680615983,-0.2765691078879172,0.3312529421723841,-0.34437103250320433,0.6480590796804222,2.3380473808006003e-05
airlight_beta_bin,0.85<=A<0.95 | 1.4<=beta<1.7,46,18,28,6,12,33.30859771657369,33.2745677202357,-0.03402999633800024,-0.060887087992572475,-0.3717446875500521,0.3204246953619574,-0.44325563895442954,1.1296926838355894,5.455120750095533e-06
airlight_beta_bin,0.85<=A<0.95 | beta<0.8,36,22,14,5,5,34.78681945557917,34.83829067907488,0.05147122349571179,0.02855992945329433,-0.34319011481139583,0.37078221079637075,-0.7645701332903911,1.030836338807127,0.00011160969734191895
airlight_beta_bin,0.85<=A<0.95 | beta>=1.7,39,20,19,4,7,31.79816851555681,31.78162481056049,-0.016543704996329994,0.012197504133794723,-0.4023368660266115,0.2986152374234664,-0.5912453583437483,0.49281925259489157,-2.9625036777594152e-05
airlight_beta_bin,A<0.65 | 0.8<=beta<1.1,61,21,40,5,14,35.32199434330372,35.18847565489114,-0.133518688412581,-0.1107621006899322,-0.6146244342917484,0.2518246933958608,-1.8677455542244559,1.1140650832436592,4.240723906970415e-06
airlight_beta_bin,A<0.65 | 1.1<=beta<1.4,67,32,35,13,11,35.22695251771947,35.23733428191273,0.010381764193259866,-0.03442988348336229,-0.4515753906148191,0.4741915499837859,-1.1082868259097722,0.8224948449509384,-2.317019362947834e-05
airlight_beta_bin,A<0.65 | 1.4<=beta<1.7,54,28,26,10,11,33.658917575819125,33.69666902737211,0.03775145155298966,0.005958408200410048,-0.4625805959346742,0.48260369671441505,-0.787220763067797,1.345506665268509,4.092852274576823e-06
airlight_beta_bin,A<0.65 | beta<0.8,55,30,25,18,16,39.06189865174985,39.088550320008515,0.026651668258659746,0.055082549991041674,-0.7564285322242312,0.6153305425113843,-1.6228725568961124,1.4485878635424427,0.0003065900369123979
airlight_beta_bin,A<0.65 | beta>=1.7,58,33,25,21,8,33.471787415852525,33.57908843494991,0.10730101909738594,0.10404460420658346,-0.37125147513847523,0.5998348314810054,-0.997392101010746,1.0856429898610855,3.32038978050495e-05
airlight_beta_bin,A>=0.95 | 0.8<=beta<1.1,25,10,15,4,5,32.758075477948026,32.669774203495216,-0.08830127445281065,-0.08550266999115053,-0.5067514167790292,0.3408863921273665,-0.6508611017055941,0.4195086011650062,-0.00017682790756225585
airlight_beta_bin,A>=0.95 | 1.1<=beta<1.4,30,16,14,4,3,32.04893418133675,32.05428108023076,0.0053468988940128526,0.0013142384027204912,-0.29339212042387997,0.3664570898186328,-0.540766763101054,0.6756812157193863,-3.849069277445475e-05
airlight_beta_bin,A>=0.95 | 1.4<=beta<1.7,22,9,13,2,2,31.98063130298095,31.95958637380494,-0.021044929176013062,-0.03576214241386566,-0.21988491811012523,0.2653535795528332,-0.46195625514523186,0.5638859202303195,-0.00014051524075594816
airlight_beta_bin,A>=0.95 | beta<0.8,19,12,7,4,4,35.37520921203701,35.42545045462568,0.050241242588681255,0.09841205073448123,-0.40205560837588405,0.4912834016350828,-0.6237484167053466,0.5809399892462253,0.0003402640945033023
airlight_beta_bin,A>=0.95 | beta>=1.7,30,12,18,1,2,30.00251223565032,29.939144170052447,-0.06336806559787742,-0.10672363095891058,-0.2748017379108859,0.2742980984868115,-0.5959265246914924,0.5828958813597183,4.5742591222127275e-05
