accuracy,balanced_accuracy,feature_count,feature_set,gain_vs_lfv1,intervene_precision,intervene_recall,lfv1_gain_preserve_recall,lfv1_mean_psnr,lfv1_regression_intervene_recall,n,negative_n,oracle_gain_vs_lfv1,oracle_mean_psnr,oracle_recovery,positive_n,preserve_precision,preserve_recall,selected_mean_psnr,split,split_family,task
0.7272727272726611,0.7333333333331977,68,hazy_basic,0.27109884762964853,0.6666666666665555,0.79999999999984,0.6666666666666666,29.026519189447665,0.8,11,5,1.1629012864023487,30.189420475850014,0.23312283750937285,6,0.79999999999984,0.6666666666665555,29.297618037077314,random_1,random,extreme_preserve_vs_intervene
0.8181818181817438,0.8571428571426811,68,hazy_basic,1.3023492482953678,0.9999999999997999,0.7142857142856123,1.0,29.429149173777,0.7142857142857143,11,7,1.9873316348171812,31.41648080859418,0.655325576002577,4,0.6666666666665555,0.99999999999975,30.731498422072367,random_2,random,extreme_preserve_vs_intervene
0.7272727272726611,0.7857142857141199,68,hazy_basic,0.7670538194713075,0.99999999999975,0.5714285714284898,1.0,29.274923452157147,0.5714285714285714,11,7,1.3487152596074914,30.623638711764638,0.5687292510458952,4,0.5714285714284898,0.99999999999975,30.041977271628454,airlight_bin=0.65<=A<0.75,airlight_bin,extreme_preserve_vs_intervene
0.49999999999995,0.41666666666659724,68,hazy_basic,0.6607729274676544,0.5555555555554939,0.8333333333331945,0.0,31.45384007036389,0.8333333333333334,10,6,1.3583332730984026,32.81217334346229,0.48645861848022265,4,0.0,0.0,32.11461299783154,airlight_bin=A<0.65,airlight_bin,extreme_preserve_vs_intervene
0.8181818181817438,0.8571428571426811,309,hazy_wavelet,1.1507499222605375,0.9999999999997999,0.7142857142856123,1.0,30.163920952724233,0.7142857142857143,11,7,1.7841550761679024,31.948076028892135,0.6449831282219766,4,0.6666666666665555,0.99999999999975,31.31467087498477,random_1,random,extreme_preserve_vs_intervene
0.8181818181817438,0.7999999999998566,309,hazy_wavelet,0.45679567632702245,0.9999999999996666,0.59999999999988,1.0,29.059384627124732,0.6,11,5,1.2035478246225289,30.26293245174726,0.3795409430197829,6,0.7499999999999063,0.9999999999998334,29.516180303451755,random_2,random,extreme_preserve_vs_intervene
0.7272727272726611,0.7857142857141199,309,hazy_wavelet,0.7670538194713075,0.99999999999975,0.5714285714284898,1.0,29.274923452157147,0.5714285714285714,11,7,1.3487152596074914,30.623638711764638,0.5687292510458952,4,0.5714285714284898,0.99999999999975,30.041977271628454,airlight_bin=0.65<=A<0.75,airlight_bin,extreme_preserve_vs_intervene
0.79999999999992,0.7916666666665035,309,hazy_wavelet,0.8585418187373932,0.8333333333331945,0.8333333333331945,0.75,31.45384007036389,0.8333333333333334,10,6,1.3583332730984026,32.81217334346229,0.632055354705697,4,0.7499999999998125,0.7499999999998125,32.31238188910128,airlight_bin=A<0.65,airlight_bin,extreme_preserve_vs_intervene
0.6363636363635785,0.6071428571427436,2,metadata_diagnostic,0.7815609025153663,0.7142857142856123,0.7142857142856123,0.5,29.707400711423066,0.7142857142857143,11,7,1.4234219141579523,31.13082262558102,0.5490718491412027,4,0.499999999999875,0.499999999999875,30.488961613938432,random_1,random,extreme_preserve_vs_intervene
0.5454545454544959,0.4821428571427749,2,metadata_diagnostic,0.6156780302573885,0.6249999999999218,0.7142857142856123,0.25,28.053096421902367,0.7142857142857143,11,7,1.3442505661707749,29.397346988073142,0.45800838456088416,4,0.33333333333322224,0.2499999999999375,28.668774452159756,random_2,random,extreme_preserve_vs_intervene
0.7272727272726611,0.6249999999998973,2,metadata_diagnostic,1.1305455355326508,0.69999999999993,0.9999999999998571,0.25,29.274923452157147,1.0,11,7,1.3487152596074914,30.623638711764638,0.8382388554429409,4,0.9999999999989999,0.2499999999999375,30.405468987689797,airlight_bin=0.65<=A<0.75,airlight_bin,extreme_preserve_vs_intervene
0.59999999999994,0.4999999999999167,2,metadata_diagnostic,0.9715911333560783,0.59999999999994,0.9999999999998334,0.0,31.45384007036389,1.0,10,6,1.3583332730984026,32.81217334346229,0.7152818476861218,4,0.0,0.0,32.42543120371997,airlight_bin=A<0.65,airlight_bin,extreme_preserve_vs_intervene
0.8181818181817438,0.7999999999998566,311,hazy_wavelet_plus_metadata,1.015720979119152,0.7499999999999063,0.9999999999998334,0.6,30.14814401311004,1.0,11,6,1.5521899593253323,31.700333972435374,0.6543793000439109,5,0.9999999999996666,0.59999999999988,31.163864992229193,random_1,random,extreme_preserve_vs_intervene
