confidence_corr_mean,confidence_corr_std,feature_set,head,intervention_precision_mean,intervention_precision_std,lf_mse_gain_mean_mean,lf_mse_gain_mean_std,lf_mse_improved_rate_mean,lf_mse_improved_rate_std,lfv1_gain_preservation_recall_mean,lfv1_gain_preservation_recall_std,mean_residual_cosine_mean,mean_residual_cosine_std,median_residual_cosine_mean,median_residual_cosine_std,passes_heldout_line,passes_random_line,residual_cosine_gap_vs_output,residual_cosine_gap_vs_shuffled,residual_error_ratio_mean_mean,residual_error_ratio_mean_std,residual_norm_ratio_mean_mean,residual_norm_ratio_mean_std,split_family,splits,strong_cr_preservation_recall_mean,strong_cr_preservation_recall_std,wrong_direction_rate_mean,wrong_direction_rate_std
0.37098445941693164,0.15896868748745632,A_output,ridge,0.5823501948308707,0.08021246227806908,2.8374728753988165e-05,1.560447854729596e-05,0.5408411157032876,0.08267632515448814,0.6237142583784375,0.08390840496652914,0.31060567796230315,0.051404853511206085,0.33559988141059877,0.052722978634830095,False,False,0.0,0.0,1.0301146984100342,0.053207488445578655,0.6075667262077331,0.05560698090464022,airlight_bin,5,0.20014013593561483,0.08544650334297108,0.17241482192194502,0.04851878908303915
0.44507648658924187,0.06612276693407311,A_output,ridge,0.6067364244155604,0.02852266173973392,3.0830018476990515e-05,9.555648708616288e-06,0.5525716060675216,0.04986819593039765,0.6256398751780194,0.04914128163559832,0.32368842959403993,0.009238436464829051,0.3462360084056854,0.013960095423326881,False,False,0.0,0.0,1.020478892326355,0.04608814886342483,0.6015900731086731,0.0940959756387063,beta_bin,5,0.20688497298259775,0.07764371587525416,0.16204258965192483,0.010383475126143824
0.04456611101163055,0.19420701565911933,A_output,ridge,0.5251285441008439,0.22954221107682327,1.000966904030065e-05,3.3147833319797924e-05,0.511,0.238145380434352,0.5390601781730486,0.223728364148603,0.279117863625288,0.07987983268042044,0.29670504480600357,0.09627939766061043,False,False,0.0,0.0,1.1000908315181732,0.2100558981580385,0.6533805690705776,0.3372818247999673,cr_strength_bin,4,0.042333333333333334,0.07332348418708247,0.18233333333333332,0.06294530253411379
0.4530308989383886,0.01670157131614952,A_output,ridge,0.6284745158580507,0.009414783060423074,3.143527707531272e-05,3.3089828758092725e-06,0.5737777777777777,0.016486432880881256,0.6484548139771883,0.03808730063220445,0.3270638883113861,0.009322690190857847,0.3501344521840413,0.01382758649763467,False,False,0.0,0.0,1.0098570585250854,0.002065374074698876,0.5836702585220337,0.003268765651100822,random,3,0.27075907862424714,0.01441595957711921,0.15377777777777776,0.002266230894930126
0.26430548113000485,0.08123611729989767,A_output,tiny_mlp,0.2792688984146424,0.10613727626712709,-7.854891591705382e-05,4.284625346977975e-05,0.13321253587837328,0.058888463428589,0.17815694351572656,0.07090949705608429,0.07453466355800628,0.02927514687971539,0.07059909459203481,0.032727473260072644,False,False,0.0,0.0,1.3475327730178832,0.15660260910943807,0.8585027694702149,0.19759396634517262,airlight_bin,5,0.025775688246521784,0.030286867779570837,0.29926807272085637,0.09302967473057065
0.4077907470262989,0.10434397965490312,A_output,tiny_mlp,0.29469798524151697,0.053736400002042155,-7.371374158537947e-05,2.3209411627901958e-05,0.12032829969798753,0.025798285277023318,0.1596976298233268,0.033981688490084046,0.07782042473554611,0.005745103502686741,0.07177832424640655,0.004501444601691659,False,False,0.0,0.0,1.370135450363159,0.154440127019503,0.8965959548950195,0.20476844730711066,beta_bin,5,0.013739911809314057,0.010708189824155294,0.281428600402695,0.021805775715224466
0.27828871164062496,0.2217487882805425,A_output,tiny_mlp,0.0984489289446186,0.0784642769138469,-0.00013085299906379078,2.685186207655387e-05,0.05266666666666667,0.04559239702698978,0.06487551293312108,0.0589360317714547,0.055925196036696434,0.019056713095398834,0.054060681723058224,0.01982815143593042,False,False,0.0,0.0,1.5816119611263275,0.48590970689650725,1.1582764983177185,0.6034355482385209,cr_strength_bin,4,0.001,0.0017320508075688774,0.32966666666666666,0.06522695421032286
0.44116203514444313,0.026162504088596272,A_output,tiny_mlp,0.22477253928866833,0.023433115902908298,-9.423180260152246e-05,7.998963211948438e-06,0.06888888888888889,0.014820739556029392,0.10814164304633762,0.024588775048680882,0.06366894766688347,0.002349230668502594,0.06020559991399447,0.0017107567126833248,False,False,0.0,0.0,1.4653853178024292,0.028094813639775083,1.0278346141179402,0.0427621106313716,random,3,0.0036363276063650593,0.0025747344920160225,0.29777777777777775,0.0225837262505111
0.4321747873469969,0.25213880796800686,B_cr_features,ridge,0.6683878250886293,0.13416875427129205,6.415241587092169e-05,4.40683958571588e-05,0.620292038928606,0.12911660237368708,0.721031560288162,0.13552274916326257,0.5681977927684784,0.07740669473447225,0.6179628312587738,0.08718969778472258,False,False,0.2575921148061752,0.36249573230743404,0.9809349417686463,0.1557465230868557,1.0510244011878966,0.13655604209973438,airlight_bin,5,0.26642463129244887,0.13292876212793311,0.04872914304222618,0.029873033969006497
0.5470365839590796,0.0674892012861571,B_cr_features,ridge,0.7015185564743188,0.13102859281449392,7.115682860785455e-05,3.751397547641627e-05,0.6564868222695524,0.13796713419017156,0.7352985417693575,0.13579622393512158,0.5988798975944519,0.045755938833259756,0.6514863848686219,0.05042316611689547,False,False,0.275191468000412,0.39016664028167725,0.9482562303543091,0.1907499803556754,1.0466747045516969,0.24412672971305824,beta_bin,5,0.3706418156202704,0.12744173728029462,0.03419356053488258,0.01564882458779318
-0.08570594373250526,0.18302074325762624,B_cr_features,ridge,0.578479603913237,0.2283074621434938,1.0663980674507911e-05,8.047209275474086e-05,0.5606666666666666,0.24041538127905954,0.5821064451719783,0.2332093621199176,0.5003406628966331,0.0852584391775495,0.5473231077194214,0.09982572332079405,False,False,0.22122279927134514,0.33006403781473637,1.2129621803760529,0.5395987600225075,1.2071306854486465,0.6215842886843164,cr_strength_bin,4,0.042666666666666665,0.07390083445627209,0.07666666666666666,0.03017725412735007
0.5371057693743096,0.0779203547466917,B_cr_features,ridge,0.7478971953752328,0.015763008030643427,8.110481091231729e-05,2.180457307742894e-06,0.6933333333333334,0.011365966091150582,0.7738618904609501,0.01486085023877992,0.6175599892934164,0.008272671790237504,0.689038356145223,0.0073548512577033525,False,False,0.29049610098203027,0.41243831316630053,0.8801525632540385,0.015455458540358876,0.9900909463564554,0.011628935370908092,random,3,0.4080924485418867,0.033241113501127774,0.030222222222222223,0.011942247860039468
0.36941854807193714,0.15845404526424994,B_cr_features,tiny_mlp,0.0455712423562495,0.02528169274855353,-0.0006018585409037769,0.0002880092984259904,0.03185736268749721,0.01844872001100451,0.03707130030321764,0.02051328896835054,0.06289747208356858,0.021261147096354134,0.055527302995324136,0.020532343635267153,False,False,-0.011637191474437703,0.02419453971087933,2.349212622642517,0.5783228949922479,2.0623446226119997,0.6266094726622413,airlight_bin,5,0.006923602864442766,0.010944139196450034,0.29989437981549594,0.0638870326443462
0.4160690317434777,0.26417833552033826,B_cr_features,tiny_mlp,0.04937993627662111,0.029634100946995538,-0.0005671739287208766,0.00024776654674619006,0.036853221073199605,0.024361254630900633,0.05000249500716836,0.04830442688245045,0.06398711204528809,0.01852285749857076,0.05660639926791191,0.014754451451683864,False,False,-0.013833312690258018,0.03178098723292351,2.259971809387207,0.6003712484291275,1.9679879188537597,0.6510233331453157,beta_bin,5,0.0079529078484543,0.005980888847652065,0.30703169283623566,0.039795293599854724
0.2964534229641336,0.02716167853985979,B_cr_features,tiny_mlp,0.013532911225771846,0.004611824358986972,-0.0009924369369400665,0.00042538104519141367,0.009666666666666669,0.006280481227138924,0.009431312365525723,0.007942383098291768,0.049654824659228325,0.013786644087263747,0.04605573322623968,0.012738677841594168,False,False,-0.006270371377468109,0.02269015135243535,2.9480252265930176,1.2716287681254728,2.716374844312668,1.3307928209781854,cr_strength_bin,4,0.001,0.0017320508075688774,0.323,0.034414144378922644
0.4040408612766875,0.10679444444765714,B_cr_features,tiny_mlp,0.07664728014669461,0.015745467321036734,-0.00045218441907006007,2.2998842960252852e-05,0.052888888888888895,0.010115383712658703,0.07368812495482026,0.021757437767491342,0.0728720873594284,0.007349961893052382,0.06409645328919093,0.006281468865719395,False,False,0.009203139692544937,0.037908645967642464,2.1078763802846274,0.0913645848387045,1.8004813591639202,0.09355161298462333,random,3,0.01085471609816179,0.004790890475153925,0.2826666666666667,0.021025557640026428
0.10143144277093571,0.08764189113198893,B_cr_features_shuffled,ridge,0.2979363195035788,0.0607460589221054,-3.908609396603424e-05,2.2888066022196846e-05,0.263421341724983,0.06328940245253932,0.33064122014609965,0.08677753624895257,0.2057020604610443,0.04027277302808629,0.21391409933567046,0.043808358807588536,False,False,-0.10490361750125884,0.0,1.349543809890747,0.13236904131618885,1.042802917957306,0.15102920631928893,airlight_bin,5,0.013196958934963471,0.008043843018994992,0.2608375667356302,0.04693551190596849
0.10779704106932653,0.06804005066665038,B_cr_features_shuffled,ridge,0.310234400924441,0.04119305041792501,-3.6993409594288096e-05,1.3650869676254903e-05,0.27444840616711497,0.05342877115449259,0.35326153357319756,0.04587056675641042,0.20871325731277465,0.006369070812751872,0.21529243588447572,0.009937868183774725,False,False,-0.11497517228126528,0.0,1.3629312992095948,0.14257790128040607,1.062915325164795,0.19831615203648617,beta_bin,5,0.022001246422292436,0.011223302599513029,0.25665273509326375,0.006932371309810735
-0.08337326204346383,0.0892187718213563,B_cr_features_shuffled,ridge,0.25589443793242816,0.21367769218982127,-6.086209941713605e-05,5.1248466069642835e-05,0.24766666666666667,0.21468607572712095,0.2783015411971816,0.2145324700342305,0.17027662508189678,0.05560922112128175,0.18130654469132423,0.06295437072114071,False,False,-0.10884123854339123,0.0,1.4640776813030243,0.4989800577500768,1.1275059953331947,0.6319142953372198,cr_strength_bin,4,0.003,0.005196152422706633,0.2886666666666667,0.057984672304172084
0.11286557603978786,0.03456501640822142,B_cr_features_shuffled,ridge,0.2893528789755205,0.011832575065348166,-4.343608573738796e-05,4.83880313237954e-06,0.25599999999999995,0.01072207829494651,0.32771258309629325,0.01837236323768903,0.20512167612711588,0.004028684579568925,0.20363596081733704,0.0016867159281713428,False,False,-0.12194221218427023,0.0,1.3681214650472004,0.009801959500347521,1.0712424914042156,0.01014110953892975,random,3,0.0157106730140438,0.008175181153390606,0.24755555555555553,0.005028314888437667
0.5335890929885481,0.19598065703711706,B_cr_features_shuffled,tiny_mlp,0.01752515730829081,0.010098287725198371,-0.0005063135526143014,0.0001131595895574695,0.011845264125163556,0.005967485507355711,0.020289891413599794,0.010146457689595982,0.03870293237268925,0.016027642867912494,0.038669633120298384,0.0130791197109482,False,False,-0.03583173118531703,0.0,2.3569258213043214,0.3937647895562071,2.063234043121338,0.4262482618074841,airlight_bin,5,0.0006825938566552901,0.0013651877133105802,0.35501846694288136,0.04435077665367995
0.2557539505645217,0.12829817668510327,B_cr_features_shuffled,tiny_mlp,0.020524195214245634,0.013535939639290555,-0.0004688827553763986,4.781645776942146e-05,0.015553229943959569,0.009039168915332544,0.01923771207717448,0.008868281365707326,0.03220612481236458,0.005905066572136071,0.030137740075588226,0.004646568165723658,False,False,-0.04561429992318153,0.0,2.335809278488159,0.2960136712966139,2.035000467300415,0.3271603862329011,beta_bin,5,0.006857962697274031,0.011434063155615284,0.38356378453726026,0.015954410091940156
0.35981828068904054,0.11244058294822594,B_cr_features_shuffled,tiny_mlp,0.005537310257844151,0.004945486533110341,-0.0005960770940873772,2.2454300070899903e-05,0.004999999999999999,0.0033166247903554,0.003653273044908026,0.004414333421713385,0.026964673306792974,0.0041960479525992595,0.024691123515367508,0.004897612808215719,False,False,-0.02896052272990346,0.0,2.610986649990082,1.0124313234292668,2.3403696417808533,1.0958709119624448,cr_strength_bin,4,0.0006666666666666666,0.0011547005383792514,0.39099999999999996,0.017240134054647666
0.3387677410959138,0.17444500443713706,B_cr_features_shuffled,tiny_mlp,0.014873916727959258,0.006815600137342285,-0.0005759164147699872,2.549323773198026e-05,0.012888888888888889,0.004121608220220313,0.02076891088000322,0.006199469943837359,0.03496344139178594,0.002014294518100326,0.028596078356107075,0.0006457788934124735,False,False,-0.028705506275097527,0.0,2.512441953023275,0.05302315497863585,2.2370007832845054,0.05523018980037693,random,3,0.0018726591760299626,0.002648340004443998,0.37200000000000005,0.010385174618264837
0.4632956851682417,0.1921179451386171,C_lfv1_features,ridge,0.7008712645405238,0.13313685395153133,7.553932982773404e-05,4.1381388036176896e-05,0.6589274084880232,0.13456345115118631,0.7684586944819436,0.1497789570838429,0.5888929843902588,0.07526505997960664,0.6395084321498871,0.08376159839983403,False,False,0.2782873064279557,0.38362141549587253,0.958504569530487,0.1497414655720049,1.0455527782440186,0.13292817967315382,airlight_bin,5,0.29234238554055864,0.1263738238999979,0.03871207682303477,0.023350065126585353
0.6115211255279958,0.0720819741940672,C_lfv1_features,ridge,0.7433113228724236,0.1290592542361029,8.341155389643973e-05,3.737714681540814e-05,0.6908491946262568,0.14186068992654335,0.7828319280480303,0.1469338387942164,0.6265366196632385,0.04783993899155284,0.6746368408203125,0.04762990287318063,False,False,0.30284819006919855,0.42002000212669366,0.9115963220596314,0.17140658114511478,1.0393020391464234,0.22208392521211506,beta_bin,5,0.36469813423095593,0.13402990101738152,0.021583210383004554,0.00961208819446868
-0.0057939156350260285,0.1714496307409341,C_lfv1_features,ridge,0.6047056937224234,0.2453152503112917,2.572929827238113e-05,8.480279391458356e-05,0.5866666666666667,0.25375578811132565,0.6286625563132342,0.25564334317546356,0.5288694873452187,0.09098486619898855,0.5844864845275879,0.10153631123439623,False,False,0.24975162371993065,0.3592850100249052,1.1685205101966858,0.5239112170523998,1.1882668733596802,0.5992392172310809,cr_strength_bin,4,0.043333333333333335,0.07505553499465135,0.06266666666666666,0.033665016461206926
