/opt/anaconda/envs/py310/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/opt/anaconda/envs/py310/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Namespace(device='cuda', epochs=10, iters_per_epoch=5000, finer_eval_step=400000, bs=16, patch_size=256, num_workers=12, test_num_workers=4, pin_memory=True, persistent_workers=True, prefetch_factor=2, max_train_batches=0, max_test_batches=0, start_lr=0.0001, end_lr=1e-06, no_lr_sche=False, use_warm_up=False, w_loss_L1=1.0, w_loss_CR=0.1, cr_negative_mode='hazy', cr_lowpass_pool=8, cr_lowpass_weight=1.0, w_loss_lowfreq=0.0, lowfreq_pool=8, use_lf_prior=True, lf_prior_channels=8, lf_prior_pool=8, lf_prior_gate_init=0.0, lf_prior_residual_center=False, lf_prior_train_dropout=0.0, lf_prior_gate_max=0.0, lf_prior_injection='pre_mix', lf_conditional_mask=True, lf_mask_hidden_channels=8, lf_mask_init_bias=2.0, w_loss_lf_gate=0.0, w_loss_teacher_guard=0.0, teacher_checkpoint='null', teacher_use_lf_prior=False, teacher_guard_margin=0.0, teacher_guard_warmup_steps=0, teacher_guard_max_weight=1.0, teacher_guard_patch_pool=0, exp_dir='../experiment/', model_name='DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312', saved_model_dir='../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/saved_model', saved_data_dir='../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/saved_data', saved_plot_dir='../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/saved_plot', saved_infer_dir='../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/saved_infer', dataset='HAZE4K', no_tqdm=True, no_tensorboard=False, tensorboard_log_dir='../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/tensorboard', tb_log_interval=20, dry_run=False, no_pdf_plots=True, eval_interval_steps=10000, checkpoint_interval_steps=10000, save_epoch_checkpoints=False, early_stop_patience_evals=0, early_stop_min_delta=0.0, early_stop_after_step=0, early_stop_metric='psnr', resume=True, pre_trained_model='latest.pk', model_dir='../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312')
model_dir: ../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312
tensorboard_log_dir: ../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/tensorboard
train_dir: ../dataset/HAZE4K/train
test_dir: ../dataset/HAZE4K/test
train_hazy_dir: ../dataset/HAZE4K/train/hazy
train_clear_dir: ../dataset/HAZE4K/train/clear
test_hazy_dir: ../dataset/HAZE4K/test/hazy
test_clear_dir: ../dataset/HAZE4K/test/clear
Using LF prior: channels=8 pool=8 gate_init=0.0 residual_center=False train_dropout=0.0 gate_max=0.0 injection=pre_mix conditional_mask=True mask_hidden=8 mask_init_bias=2.0 gate_l2=0.0
epoch_size:  188
Using single CUDA device: NVIDIA GeForce RTX 5090
Total_params: ==> 7793115
Resuming training from: ../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/saved_model/latest.pk
Resume step: 20000 / 50000
TensorBoard log_dir: ../experiment/HAZE4K/DEA-Net-LF-ConditionalMask-H4K-gate20k-20260523-205312/tensorboard
/root/workspace/Dehaze-Net-conditional-lf/code/model/modules/deconv.py:19: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /pytorch/torch/csrc/tensor/python_tensor.cpp:78.)
  conv_weight_cd = torch.cuda.FloatTensor(conv_shape[0], conv_shape[1], 3 * 3).fill_(0)

loss:0.07726 | L1:0.02431 | CR:0.05295 | step :20001/50000 | lr :0.0000658 | time_used :0.1
loss:0.10211 | L1:0.04438 | CR:0.05773 | step :20002/50000 | lr :0.0000658 | time_used :0.1
loss:0.07510 | L1:0.03301 | CR:0.04209 | step :20003/50000 | lr :0.0000658 | time_used :0.1
loss:0.10895 | L1:0.05193 | CR:0.05702 | step :20004/50000 | lr :0.0000658 | time_used :0.1
loss:0.10264 | L1:0.04078 | CR:0.06186 | step :20005/50000 | lr :0.0000658 | time_used :0.1
loss:0.08335 | L1:0.02905 | CR:0.05430 | step :20006/50000 | lr :0.0000658 | time_used :0.1
loss:0.10412 | L1:0.04797 | CR:0.05614 | step :20007/50000 | lr :0.0000658 | time_used :0.1
loss:0.12210 | L1:0.03024 | CR:0.09186 | step :20008/50000 | lr :0.0000658 | time_used :0.1
loss:0.09055 | L1:0.03013 | CR:0.06041 | step :20009/50000 | lr :0.0000658 | time_used :0.2
loss:0.11746 | L1:0.05095 | CR:0.06651 | step :20010/50000 | lr :0.0000658 | time_used :0.2
loss:0.09050 | L1:0.03273 | CR:0.05777 | step :20011/50000 | lr :0.0000658 | time_used :0.2
loss:0.09953 | L1:0.03750 | CR:0.06203 | step :20012/50000 | lr :0.0000658 | time_used :0.2
loss:0.11081 | L1:0.04816 | CR:0.06265 | step :20013/50000 | lr :0.0000658 | time_used :0.2
loss:0.08202 | L1:0.03270 | CR:0.04932 | step :20014/50000 | lr :0.0000658 | time_used :0.2
loss:0.10577 | L1:0.04241 | CR:0.06336 | step :20015/50000 | lr :0.0000658 | time_used :0.2
loss:0.10126 | L1:0.04980 | CR:0.05146 | step :20016/50000 | lr :0.0000657 | time_used :0.2
loss:0.08368 | L1:0.03182 | CR:0.05186 | step :20017/50000 | lr :0.0000657 | time_used :0.2
loss:0.08329 | L1:0.03179 | CR:0.05150 | step :20018/50000 | lr :0.0000657 | time_used :0.2
loss:0.09269 | L1:0.03417 | CR:0.05852 | step :20019/50000 | lr :0.0000657 | time_used :0.2
loss:0.08460 | L1:0.03107 | CR:0.05353 | step :20020/50000 | lr :0.0000657 | time_used :0.2
loss:0.09590 | L1:0.02886 | CR:0.06703 | step :20021/50000 | lr :0.0000657 | time_used :0.2
loss:0.07769 | L1:0.02600 | CR:0.05169 | step :20022/50000 | lr :0.0000657 | time_used :0.2
loss:0.07627 | L1:0.02757 | CR:0.04870 | step :20023/50000 | lr :0.0000657 | time_used :0.2
loss:0.09121 | L1:0.03308 | CR:0.05812 | step :20024/50000 | lr :0.0000657 | time_used :0.2
loss:0.08173 | L1:0.03260 | CR:0.04913 | step :20025/50000 | lr :0.0000657 | time_used :0.2
loss:0.08908 | L1:0.03145 | CR:0.05762 | step :20026/50000 | lr :0.0000657 | time_used :0.2
loss:0.09370 | L1:0.03804 | CR:0.05566 | step :20027/50000 | lr :0.0000657 | time_used :0.2
loss:0.09585 | L1:0.03323 | CR:0.06262 | step :20028/50000 | lr :0.0000657 | time_used :0.2
loss:0.09028 | L1:0.03327 | CR:0.05701 | step :20029/50000 | lr :0.0000657 | time_used :0.2
loss:0.10913 | L1:0.03447 | CR:0.07466 | step :20030/50000 | lr :0.0000657 | time_used :0.2
loss:0.08440 | L1:0.03427 | CR:0.05013 | step :20031/50000 | lr :0.0000657 | time_used :0.2
loss:0.09562 | L1:0.03969 | CR:0.05593 | step :20032/50000 | lr :0.0000657 | time_used :0.2
loss:0.08717 | L1:0.03297 | CR:0.05420 | step :20033/50000 | lr :0.0000657 | time_used :0.2
loss:0.08509 | L1:0.02501 | CR:0.06008 | step :20034/50000 | lr :0.0000657 | time_used :0.2
loss:0.08607 | L1:0.02775 | CR:0.05832 | step :20035/50000 | lr :0.0000657 | time_used :0.3
loss:0.07827 | L1:0.02904 | CR:0.04923 | step :20036/50000 | lr :0.0000657 | time_used :0.3
loss:0.10031 | L1:0.02966 | CR:0.07065 | step :20037/50000 | lr :0.0000657 | time_used :0.3
loss:0.13437 | L1:0.04611 | CR:0.08827 | step :20038/50000 | lr :0.0000657 | time_used :0.3
loss:0.10367 | L1:0.03917 | CR:0.06450 | step :20039/50000 | lr :0.0000657 | time_used :0.3
loss:0.12352 | L1:0.03849 | CR:0.08504 | step :20040/50000 | lr :0.0000657 | time_used :0.3
loss:0.10174 | L1:0.03960 | CR:0.06214 | step :20041/50000 | lr :0.0000657 | time_used :0.3
loss:0.11314 | L1:0.03318 | CR:0.07996 | step :20042/50000 | lr :0.0000657 | time_used :0.3
loss:0.13413 | L1:0.03432 | CR:0.09982 | step :20043/50000 | lr :0.0000657 | time_used :0.3
loss:0.10555 | L1:0.03723 | CR:0.06832 | step :20044/50000 | lr :0.0000657 | time_used :0.3
loss:0.10278 | L1:0.03797 | CR:0.06482 | step :20045/50000 | lr :0.0000657 | time_used :0.3
loss:0.10333 | L1:0.03123 | CR:0.07210 | step :20046/50000 | lr :0.0000657 | time_used :0.3
loss:0.10285 | L1:0.03631 | CR:0.06654 | step :20047/50000 | lr :0.0000657 | time_used :0.3
loss:0.08756 | L1:0.03234 | CR:0.05522 | step :20048/50000 | lr :0.0000657 | time_used :0.3
loss:0.11364 | L1:0.03562 | CR:0.07802 | step :20049/50000 | lr :0.0000657 | time_used :0.3
loss:0.08756 | L1:0.02320 | CR:0.06436 | step :20050/50000 | lr :0.0000656 | time_used :0.3
loss:0.10613 | L1:0.03367 | CR:0.07246 | step :20051/50000 | lr :0.0000656 | time_used :0.3
loss:0.11036 | L1:0.04319 | CR:0.06716 | step :20052/50000 | lr :0.0000656 | time_used :0.3
loss:0.10701 | L1:0.03836 | CR:0.06865 | step :20053/50000 | lr :0.0000656 | time_used :0.3
loss:0.09221 | L1:0.02866 | CR:0.06355 | step :20054/50000 | lr :0.0000656 | time_used :0.3
loss:0.09255 | L1:0.02957 | CR:0.06298 | step :20055/50000 | lr :0.0000656 | time_used :0.3
loss:0.10620 | L1:0.04246 | CR:0.06374 | step :20056/50000 | lr :0.0000656 | time_used :0.3
loss:0.09400 | L1:0.03690 | CR:0.05710 | step :20057/50000 | lr :0.0000656 | time_used :0.3
loss:0.09332 | L1:0.03150 | CR:0.06182 | step :20058/50000 | lr :0.0000656 | time_used :0.3
loss:0.10373 | L1:0.04738 | CR:0.05635 | step :20059/50000 | lr :0.0000656 | time_used :0.3
loss:0.08728 | L1:0.02610 | CR:0.06117 | step :20060/50000 | lr :0.0000656 | time_used :0.3
loss:0.10626 | L1:0.04008 | CR:0.06617 | step :20061/50000 | lr :0.0000656 | time_used :0.3
loss:0.08441 | L1:0.03181 | CR:0.05260 | step :20062/50000 | lr :0.0000656 | time_used :0.4
loss:0.09281 | L1:0.02828 | CR:0.06453 | step :20063/50000 | lr :0.0000656 | time_used :0.4
loss:0.09666 | L1:0.03175 | CR:0.06491 | step :20064/50000 | lr :0.0000656 | time_used :0.4
loss:0.10479 | L1:0.03554 | CR:0.06926 | step :20065/50000 | lr :0.0000656 | time_used :0.4
loss:0.09403 | L1:0.03238 | CR:0.06166 | step :20066/50000 | lr :0.0000656 | time_used :0.4
loss:0.08890 | L1:0.03605 | CR:0.05285 | step :20067/50000 | lr :0.0000656 | time_used :0.4
loss:0.08784 | L1:0.02923 | CR:0.05862 | step :20068/50000 | lr :0.0000656 | time_used :0.4
loss:0.08948 | L1:0.03187 | CR:0.05762 | step :20069/50000 | lr :0.0000656 | time_used :0.4
loss:0.08525 | L1:0.03120 | CR:0.05404 | step :20070/50000 | lr :0.0000656 | time_used :0.4
loss:0.10059 | L1:0.03301 | CR:0.06758 | step :20071/50000 | lr :0.0000656 | time_used :0.4
loss:0.08544 | L1:0.02474 | CR:0.06070 | step :20072/50000 | lr :0.0000656 | time_used :0.4
loss:0.08748 | L1:0.03303 | CR:0.05445 | step :20073/50000 | lr :0.0000656 | time_used :0.4
loss:0.10520 | L1:0.03956 | CR:0.06564 | step :20074/50000 | lr :0.0000656 | time_used :0.4
loss:0.09286 | L1:0.03307 | CR:0.05979 | step :20075/50000 | lr :0.0000656 | time_used :0.4
loss:0.10080 | L1:0.03733 | CR:0.06348 | step :20076/50000 | lr :0.0000656 | time_used :0.4
loss:0.07861 | L1:0.02715 | CR:0.05146 | step :20077/50000 | lr :0.0000656 | time_used :0.4
loss:0.09170 | L1:0.03509 | CR:0.05661 | step :20078/50000 | lr :0.0000656 | time_used :0.4
loss:0.09312 | L1:0.03378 | CR:0.05934 | step :20079/50000 | lr :0.0000656 | time_used :0.4
loss:0.09417 | L1:0.03349 | CR:0.06068 | step :20080/50000 | lr :0.0000656 | time_used :0.4
loss:0.08510 | L1:0.03219 | CR:0.05292 | step :20081/50000 | lr :0.0000656 | time_used :0.4
loss:0.10801 | L1:0.04458 | CR:0.06343 | step :20082/50000 | lr :0.0000656 | time_used :0.4
loss:0.11646 | L1:0.05327 | CR:0.06320 | step :20083/50000 | lr :0.0000656 | time_used :0.4
loss:0.08273 | L1:0.03326 | CR:0.04947 | step :20084/50000 | lr :0.0000655 | time_used :0.4
loss:0.08813 | L1:0.03453 | CR:0.05360 | step :20085/50000 | lr :0.0000655 | time_used :0.4
