name,num_images,mean_psnr,mean_ssim,gain_vs_lfv1_psnr,gain_vs_baseline_psnr,winner_count,two_way_winner_count,median_delta_lfv1_psnr,p10_delta_lfv1_psnr,p90_delta_lfv1_psnr,three_way_accuracy,two_way_accuracy_on_pair_rows,residual_selection_count,lfv1_selection_count,baseline_selection_count,residual_precision_vs_lfv1,residual_recall_vs_lfv1,lost_lfv1_gain_selected_count,residual_worst_selected_count,residual_beats_both_selected_count,mitigates_lfv1_regression_selected_count
baseline,1000,32.22531544406326,0.9844174734950065,-0.2029590358760756,0.0,295,0,,,,,,,,,,,,,,
lfv1,1000,32.42827447993928,0.9844541362524033,0.0,0.2029590358760756,322,491,,,,,,,,,,,,,,
residual,1000,32.393553133081184,0.9844995281100273,-0.034721346858129956,0.1682376890179455,383,509,,,,,,,,,,,,,,
always_lfv1,1000,32.42827447993928,0.9844541362524033,0.0,0.2029590358760756,,,0.0,0.0,0.0,0.322,0.491,0,1000,0,,0.0,0,0,0,0
always_residual,1000,32.393553133081184,0.9844995281100273,-0.034721346858129956,0.1682376890179455,,,0.027147258142282027,-1.9429652594363875,1.795886250535391,0.383,0.509,1000,0,0,0.509,1.0,218,165,300,110
two_way_oracle_lfv1_residual,1000,33.00339461054752,0.9852987388372422,0.5751201306082246,0.7780791664843009,,,0.027147258142282027,0.0,1.795886250535391,0.705,1.0,509,491,0,1.0,1.0,0,0,300,110
three_way_oracle_baseline_lfv1_residual,1000,33.253764488729345,0.9856370399594307,0.8254900087900142,1.0284490446660912,,,0.518284258347677,0.0,2.18955953536417,1.0,0.705,383,322,295,1.0,0.7524557956777996,0,0,300,30
