feature,weight,abs_weight,split_family,split,feature_set,bias,prob_threshold
lfv1_baseline_level3_block8_active_frac_001_ratio,0.061813838774280906,0.061813838774280906,airlight_leave_one,A<0.65,activation_only_proxy,0.004525980363680792,0.4286571899097638
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.061798947168787435,0.061798947168787435,airlight_leave_one,A<0.65,activation_only_proxy,0.004525980363680792,0.4286571899097638
lfv1_baseline_down2_abs_mean_abs_delta,-0.057060368342439716,0.057060368342439716,airlight_leave_one,A<0.65,activation_only_proxy,0.004525980363680792,0.4286571899097638
lfv1_baseline_down2_mean_abs_delta,-0.057060368342439716,0.057060368342439716,airlight_leave_one,A<0.65,activation_only_proxy,0.004525980363680792,0.4286571899097638
residual_baseline_mix2_min_abs_delta,0.05541140053747424,0.05541140053747424,airlight_leave_one,A<0.65,activation_only_proxy,0.004525980363680792,0.4286571899097638
residual_lfv1_mix2_min_ratio,0.054328323300678404,0.054328323300678404,airlight_leave_one,A<0.65,activation_only_proxy,0.004525980363680792,0.4286571899097638
lfv1_baseline_mix2_max_abs_delta,0.07224662718426851,0.07224662718426851,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
lfv1_mix2_max,0.06550861982240148,0.06550861982240148,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
residual_lfv1_level3_block4_min_delta,-0.0632821055686375,0.0632821055686375,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
lfv1_baseline_mix2_spatial_std_mean_abs_delta,0.06214805589099015,0.06214805589099015,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
lfv1_baseline_mix2_spatial_std_mean_delta,-0.06214805589099015,0.06214805589099015,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
residual_baseline_level3_block8_min_abs_delta,0.06028148127273311,0.06028148127273311,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
residual_lfv1_level3_block4_min_signed_norm_delta,-0.0600119012487292,0.0600119012487292,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
residual_baseline_down_level2_block4_min_abs_delta,-0.059879545983877014,0.059879545983877014,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
residual_level3_block8_max,0.05926603957209168,0.05926603957209168,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
residual_lf_target_max,0.05926603957209168,0.05926603957209168,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.0585666751832832,0.0585666751832832,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
lfv1_baseline_mix2_spatial_std_mean_ratio,-0.05838664176733581,0.05838664176733581,degradation_combo_group5,0,activation_only_proxy,-0.006895888671210099,0.49626693778315367
residual_lfv1_mix1_spatial_std_mean_abs_delta,0.0696671034694761,0.0696671034694761,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.05528636199896177,0.05528636199896177,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
residual_baseline_down_level1_block4_active_frac_001_delta,-0.053403848951228225,0.053403848951228225,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
residual_baseline_down_level1_block4_active_frac_001_signed_norm_delta,-0.0533608303405979,0.0533608303405979,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
residual_baseline_down_level1_block4_active_frac_001_ratio,-0.053214893479258625,0.053214893479258625,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_down_level2_block4_min_abs_delta,0.05143066372608486,0.05143066372608486,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_mix1_channel_mean_std_abs_delta,0.050937438379525427,0.050937438379525427,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
residual_lfv1_mix2_min_ratio,0.05041267825472231,0.05041267825472231,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_level3_block8_active_frac_001_delta,0.05038265543081284,0.05038265543081284,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_level3_block8_active_frac_001_ratio,0.05023630899809139,0.05023630899809139,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.05021850901968063,0.05021850901968063,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_down2_rms_abs_delta,-0.04992014934586872,0.04992014934586872,degradation_combo_group5,1,activation_only_proxy,-0.09566575679815717,0.4528795345828539
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.07010908077208777,0.07010908077208777,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
lfv1_baseline_mix1_channel_mean_std_abs_delta,0.06782504449360933,0.06782504449360933,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
lfv1_baseline_level3_block8_active_frac_001_delta,0.06376703314065071,0.06376703314065071,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
lfv1_baseline_level3_block8_active_frac_001_ratio,0.06367771354379977,0.06367771354379977,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.06366013501244953,0.06366013501244953,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
residual_baseline_down_level2_block4_min_abs_delta,-0.06240335025137835,0.06240335025137835,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
residual_lfv1_level3_block4_channel_mean_std_abs_delta,0.05996901803950977,0.05996901803950977,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
residual_baseline_mix2_min_abs_delta,0.059586707667784455,0.059586707667784455,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
residual_lfv1_mix2_min_ratio,0.05955021769715828,0.05955021769715828,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
lfv1_baseline_mix2_mean_abs_delta,-0.05933802901721569,0.05933802901721569,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
residual_lfv1_mix2_min_delta,-0.05646323811274711,0.05646323811274711,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
residual_lfv1_mix2_min_signed_norm_delta,-0.0562851557695364,0.0562851557695364,random_stratified,0,activation_plus_strict_output_proxy,-0.06769353019502672,0.6345535193884165
lfv1_baseline_level3_block8_active_frac_001_delta,0.08005456727047913,0.08005456727047913,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
lfv1_baseline_level3_block8_active_frac_001_ratio,0.07981289198397418,0.07981289198397418,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.07980101062744749,0.07980101062744749,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.07474298698099878,0.07474298698099878,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
residual_baseline_down_level1_block4_active_frac_001_delta,-0.07047053191876301,0.07047053191876301,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
residual_baseline_down_level1_block4_active_frac_001_signed_norm_delta,-0.07006332661629325,0.07006332661629325,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
residual_baseline_down_level1_block4_active_frac_001_ratio,-0.06994198839712493,0.06994198839712493,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
lfv1_baseline_level3_block8_active_frac_001_abs_delta,-0.06817173210259664,0.06817173210259664,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
residual_lfv1_lf_injected_delta_spatial_std_mean_abs_delta,0.06610323525980573,0.06610323525980573,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
lfv1_baseline_level3_block8_abs_mean_abs_delta,-0.06189861397597372,0.06189861397597372,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
residual_baseline_down_level1_block4_active_frac_001_abs_delta,-0.058663622394367065,0.058663622394367065,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
lfv1_baseline_mix1_channel_mean_std_abs_delta,0.05858619896692638,0.05858619896692638,random_stratified,1,activation_plus_strict_output_proxy,-0.07425813432209878,0.589295823206721
residual_baseline_down_level2_block4_min_abs_delta,-0.07524558596101395,0.07524558596101395,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
residual_lfv1_level3_block4_channel_mean_std_abs_delta,0.06613114958406094,0.06613114958406094,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.06607579703240636,0.06607579703240636,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
residual_lfv1_lf_adapter_max_signed_norm_delta,0.06234501990450998,0.06234501990450998,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
residual_lfv1_lf_adapter_max_ratio,0.06212467660258975,0.06212467660258975,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
lfv1_baseline_level3_block8_active_frac_001_delta,0.06060313955794955,0.06060313955794955,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
residual_baseline_luma_std_delta_abs,-0.060538039825413614,0.060538039825413614,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
lfv1_baseline_level3_block8_active_frac_001_ratio,0.06047628621403372,0.06047628621403372,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.06046079173601749,0.06046079173601749,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
residual_baseline_mix2_min_abs_delta,0.05566932980346732,0.05566932980346732,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
lfv1_baseline_down2_abs_mean_abs_delta,-0.05543913153714859,0.05543913153714859,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
lfv1_baseline_down2_mean_abs_delta,-0.05543913153714859,0.05543913153714859,airlight_leave_one,A<0.65,activation_plus_strict_output_proxy,0.005209003761706474,0.4140427837144734
lfv1_baseline_mix2_max_abs_delta,0.07319246757561815,0.07319246757561815,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
lfv1_mix2_max,0.06418314338514582,0.06418314338514582,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_baseline_down_level2_block4_min_abs_delta,-0.062479174935583436,0.062479174935583436,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
lfv1_baseline_mix2_spatial_std_mean_abs_delta,0.06077560406099197,0.06077560406099197,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
lfv1_baseline_mix2_spatial_std_mean_delta,-0.06077560406099197,0.06077560406099197,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_lfv1_level3_block4_min_delta,-0.060495689932153526,0.060495689932153526,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_baseline_level3_block8_min_abs_delta,0.06018373953021844,0.06018373953021844,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.05845961219197681,0.05845961219197681,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_level3_block8_max,0.05757355513666426,0.05757355513666426,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_lf_target_max,0.05757355513666426,0.05757355513666426,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_baseline_level3_block8_min_signed_norm_delta,0.05724174487310087,0.05724174487310087,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_lfv1_level3_block4_min_signed_norm_delta,-0.057226230714253895,0.057226230714253895,degradation_combo_group5,0,activation_plus_strict_output_proxy,-0.005374173518716535,0.5008397864712951
residual_lfv1_mix1_spatial_std_mean_abs_delta,0.06745067817629768,0.06745067817629768,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.05334869875752184,0.05334869875752184,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
residual_baseline_down_level1_block4_active_frac_001_delta,-0.050366652091472466,0.050366652091472466,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
residual_baseline_down_level1_block4_active_frac_001_signed_norm_delta,-0.0503331680331371,0.0503331680331371,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
residual_baseline_down_level1_block4_active_frac_001_ratio,-0.05017922612400299,0.05017922612400299,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
residual_lfv1_mix2_min_ratio,0.04971334142847303,0.04971334142847303,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
lfv1_baseline_level3_block8_active_frac_001_delta,0.049253886892794925,0.049253886892794925,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
lfv1_baseline_down_level2_block4_min_abs_delta,0.04914066032293309,0.04914066032293309,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
lfv1_baseline_level3_block8_active_frac_001_ratio,0.049109990738418284,0.049109990738418284,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
lfv1_baseline_down2_rms_abs_delta,-0.049103171451383154,0.049103171451383154,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.04909135016189108,0.04909135016189108,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
lfv1_baseline_mix1_channel_mean_std_abs_delta,0.04847028663649912,0.04847028663649912,degradation_combo_group5,1,activation_plus_strict_output_proxy,-0.09568069629760126,0.4572387392168879
residual_baseline_down_level2_block4_min_abs_delta,-0.06562725576723302,0.06562725576723302,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.06415708949742815,0.06415708949742815,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
lfv1_baseline_mix1_channel_mean_std_abs_delta,0.06179749492568128,0.06179749492568128,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
residual_lfv1_level3_block4_channel_mean_std_abs_delta,0.05989141340456844,0.05989141340456844,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
residual_lfv1_mix2_min_ratio,0.059031265018599025,0.059031265018599025,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
lfv1_baseline_level3_block8_active_frac_001_delta,0.058592351013020114,0.058592351013020114,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
lfv1_baseline_level3_block8_active_frac_001_ratio,0.05848907948914431,0.05848907948914431,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.058472819471737755,0.058472819471737755,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
residual_lfv1_mix2_min_delta,-0.056922903440678824,0.056922903440678824,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
residual_lfv1_mix2_min_signed_norm_delta,-0.05616830215342981,0.05616830215342981,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
residual_baseline_mix2_min_abs_delta,0.05602693065896294,0.05602693065896294,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
residual_lfv1_down_level1_block4_min_ratio,-0.05565471573420621,0.05565471573420621,random_stratified,0,activation_plus_rich_output_proxy,-0.07105706907597042,0.6647331590956759
lfv1_baseline_level3_block8_active_frac_001_delta,0.0697149650612433,0.0697149650612433,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
lfv1_baseline_level3_block8_active_frac_001_ratio,0.06949982096363383,0.06949982096363383,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.06949157368346569,0.06949157368346569,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.06485938584739412,0.06485938584739412,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
lfv1_baseline_level3_block8_active_frac_001_abs_delta,-0.06324461096693156,0.06324461096693156,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
residual_lfv1_highfreq_abs_mean_higher_flag,0.05926584192367211,0.05926584192367211,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
residual_baseline_down_level2_block4_min_abs_delta,-0.05859377646399874,0.05859377646399874,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
residual_lfv1_lf_injected_delta_spatial_std_mean_abs_delta,0.055395688010505546,0.055395688010505546,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
residual_baseline_down_level1_block4_active_frac_001_delta,-0.05326197299683658,0.05326197299683658,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
lfv1_baseline_level3_block8_abs_mean_abs_delta,-0.05299927426072308,0.05299927426072308,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
residual_baseline_down_level1_block4_active_frac_001_signed_norm_delta,-0.05295074333528161,0.05295074333528161,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
residual_baseline_down_level1_block4_active_frac_001_ratio,-0.052768788730773425,0.052768788730773425,random_stratified,1,activation_plus_rich_output_proxy,-0.07833150270204532,0.5951573009276143
residual_baseline_down_level2_block4_min_abs_delta,-0.07210892387294046,0.07210892387294046,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
residual_lfv1_level3_block4_channel_mean_std_abs_delta,0.06326423342703918,0.06326423342703918,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.06183451835754085,0.06183451835754085,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
lfv1_baseline_level3_block8_active_frac_001_delta,0.056073077165488705,0.056073077165488705,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
lfv1_baseline_level3_block8_active_frac_001_ratio,0.0559568334712179,0.0559568334712179,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
lfv1_baseline_level3_block8_active_frac_001_signed_norm_delta,0.05594036076627576,0.05594036076627576,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
residual_baseline_mix2_min_abs_delta,0.05524819761273927,0.05524819761273927,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
residual_lfv1_lf_adapter_max_signed_norm_delta,0.05466956221537493,0.05466956221537493,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
residual_lfv1_lf_adapter_max_ratio,0.05447306066976463,0.05447306066976463,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
residual_baseline_luma_std_delta_abs,-0.05372604935335834,0.05372604935335834,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
lfv1_baseline_down1_max_ratio,-0.05021716068818706,0.05021716068818706,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
lfv1_baseline_down1_max_signed_norm_delta,-0.050153873930410105,0.050153873930410105,airlight_leave_one,A<0.65,activation_plus_rich_output_proxy,0.0017029587552449903,0.4045048584327201
lfv1_baseline_mix2_max_abs_delta,0.07505957283102345,0.07505957283102345,degradation_combo_group5,0,activation_plus_rich_output_proxy,-0.003423236678164501,0.5011922333302341
residual_baseline_down_level2_block4_min_abs_delta,-0.06538880894724246,0.06538880894724246,degradation_combo_group5,0,activation_plus_rich_output_proxy,-0.003423236678164501,0.5011922333302341
lfv1_mix2_max,0.061504365506001614,0.061504365506001614,degradation_combo_group5,0,activation_plus_rich_output_proxy,-0.003423236678164501,0.5011922333302341
residual_baseline_level3_block8_min_abs_delta,0.058204933408247714,0.058204933408247714,degradation_combo_group5,0,activation_plus_rich_output_proxy,-0.003423236678164501,0.5011922333302341
lfv1_baseline_down1_spatial_std_mean_abs_delta,0.05781229948049459,0.05781229948049459,degradation_combo_group5,0,activation_plus_rich_output_proxy,-0.003423236678164501,0.5011922333302341
lfv1_baseline_mix2_spatial_std_mean_abs_delta,0.055802941661105804,0.055802941661105804,degradation_combo_group5,0,activation_plus_rich_output_proxy,-0.003423236678164501,0.5011922333302341
lfv1_baseline_mix2_spatial_std_mean_delta,-0.055802941661105804,0.055802941661105804,degradation_combo_group5,0,activation_plus_rich_output_proxy,-0.003423236678164501,0.5011922333302341
