name,feature_set,model_type,num_images,mean_psnr,mean_ssim,gain_vs_lfv1_psnr,gain_vs_baseline_psnr,residual_selection_count,lfv1_selection_count,residual_precision,residual_recall,two_way_accuracy,lost_lfv1_gain_selected_count,residual_worst_selected_count,split_family,split,oracle_recovery,prob_threshold
always_lfv1,activation_only_proxy,baseline,24,29.86712902828997,0.9799174269040426,0.0,0.13550468784712852,0,24,,0.0,0.5,0,0,random_stratified,0,0.0,
always_residual,activation_only_proxy,baseline,24,29.58444939535278,0.9807745640476545,-0.28267963293718434,-0.14717494509005583,24,0,0.5,1.0,0.5,7,3,random_stratified,0,-0.4508185412319551,
two_way_oracle,activation_only_proxy,oracle,24,30.49416542338744,0.9815409804383913,0.627036395097468,0.7625410829445965,12,12,1.0,1.0,1.0,0,0,random_stratified,0,1.0,
decision_stump,activation_only_proxy,stump,24,29.940382580513546,0.9806452592213949,0.07325355222358028,0.20875824007070878,7,17,0.42857142857142855,0.25,0.4583333333333333,2,0,random_stratified,0,0.11682504045430023,
ridge_logistic,activation_only_proxy,logistic,24,30.302188656823404,0.9813261876503626,0.43505962853343555,0.570564316380564,10,14,0.9,0.75,0.8333333333333334,1,0,random_stratified,0,0.693834731021967,0.6300300238965715
always_lfv1,activation_only_proxy,baseline,24,29.092918541435647,0.9757617463668188,0.0,-0.3889574415222494,0,24,,0.0,0.5,0,0,random_stratified,1,0.0,
always_residual,activation_only_proxy,baseline,24,29.14312664339057,0.977590431769689,0.05020810195492631,-0.3387493395673231,24,0,0.5,1.0,0.5,4,5,random_stratified,1,0.0778344176113095,
two_way_oracle,activation_only_proxy,oracle,24,29.73798152893889,0.9784565394123396,0.6450629875032426,0.2561055459809933,12,12,1.0,1.0,1.0,0,0,random_stratified,1,1.0,
decision_stump,activation_only_proxy,stump,24,29.14700066331957,0.9766160622239113,0.05408212188392477,-0.3348753196383247,14,10,0.5,0.5833333333333334,0.5,2,3,random_stratified,1,0.08384006357774931,
ridge_logistic,activation_only_proxy,logistic,24,29.557456828408206,0.9781091511249542,0.4645382869725599,0.07558084545031048,11,13,0.9090909090909091,0.8333333333333334,0.875,1,0,random_stratified,1,0.7201440727061165,0.5478659439135193
always_lfv1,activation_only_proxy,baseline,22,30.754266622580527,0.9849078980359164,0.0,0.007336790299709603,0,22,,0.0,0.5454545454545454,0,0,airlight_leave_one,A<0.65,0.0,
always_residual,activation_only_proxy,baseline,22,30.121474909022673,0.9859601638533853,-0.6327917135578531,-0.6254549232581436,22,0,0.45454545454545453,1.0,0.45454545454545453,8,4,airlight_leave_one,A<0.65,-1.1287079879892934,
two_way_oracle,activation_only_proxy,oracle,22,31.31490030311744,0.98689711635763,0.5606336805369145,0.5679704708366241,10,12,1.0,1.0,1.0,0,0,airlight_leave_one,A<0.65,1.0,
decision_stump,activation_only_proxy,stump,22,30.43408723399059,0.9859827296300367,-0.32017938858993844,-0.3128425982902288,18,4,0.5555555555555556,1.0,0.6363636363636364,6,2,airlight_leave_one,A<0.65,-0.5711026641911794,
ridge_logistic,activation_only_proxy,logistic,22,30.796633206492615,0.9863745624368842,0.04236658391209163,0.04970337421180124,11,11,0.7272727272727273,0.8,0.7727272727272727,3,0,airlight_leave_one,A<0.65,0.07556910221932703,0.4286571899097638
always_lfv1,activation_only_proxy,baseline,40,28.83470645040351,0.9760576859116554,0.0,-0.2712048950887735,0,40,,0.0,0.525,0,0,degradation_combo_group5,0,0.0,
always_residual,activation_only_proxy,baseline,40,28.71399328900555,0.9776677116751671,-0.12071316139795848,-0.391918056486732,40,0,0.475,1.0,0.475,11,7,degradation_combo_group5,0,-0.16219784469034196,
two_way_oracle,activation_only_proxy,oracle,40,29.57894051608063,0.9785737678408623,0.7442340656771151,0.4730291705883416,19,21,1.0,1.0,1.0,0,0,degradation_combo_group5,0,1.0,
