loss,l1,res_lf,dir,preserve,bound,color,residual_cosine,pred_lf_norm,target_lf_norm,residual_norm_ratio,gate_lf_mean,gate_hf_mean,c_lf_norm,step
0.02683512680232525,0.011129355058073997,0.009751404635608196,0.7310076951980591,0.0,1.2550563951663207e-05,0.005517709068953991,0.26899227499961853,0.005806821398437023,5.659955024719238,0.0010259483242407441,0.01798621006309986,0.006692850962281227,0.0038462162483483553,1
0.026904160156846046,0.01098217349499464,0.00956091471016407,0.7426139116287231,0.0,0.0013844709610566497,0.004988587461411953,0.25738611817359924,0.687280535697937,5.659955024719238,0.12142862379550934,0.04629239812493324,0.01650068536400795,0.4608832895755768,100
0.02804199978709221,0.01095170434564352,0.009497505612671375,0.8015502095222473,0.0,0.001050379709340632,0.004951826296746731,0.1984497755765915,0.5928582549095154,5.659955024719238,0.10474611073732376,0.04769033193588257,0.016532398760318756,0.4888562560081482,200
0.02825150080025196,0.010997253470122814,0.009577513672411442,0.8093345761299133,0.0,0.0006259855581447482,0.005177243612706661,0.19066540896892548,0.36336153745651245,5.659955024719238,0.06419866532087326,0.03391891345381737,0.010942843742668629,0.30616313219070435,300
0.028185518458485603,0.01095807459205389,0.009528622962534428,0.8081923723220825,0.0,0.0010252961656078696,0.005024123936891556,0.19180765748023987,0.5713512301445007,5.659955024719238,0.10094624757766724,0.039291322231292725,0.01252386812120676,0.44794774055480957,400
0.02827559970319271,0.010943539440631866,0.009516334161162376,0.8134825229644775,0.0,0.001098309876397252,0.004989691078662872,0.18651744723320007,0.6416593194007874,5.659955024719238,0.11336827278137207,0.04148117080330849,0.011037788353860378,0.5325528979301453,500
0.028229089453816414,0.0109888119623065,0.009582558646798134,0.8086040616035461,0.0,0.0005191852105781436,0.005237470380961895,0.19139593839645386,0.3461388945579529,5.659955024719238,0.061155766248703,0.020193520933389664,0.005820399150252342,0.2970981299877167,600
0.02744191884994507,0.010941615328192711,0.009533241391181946,0.7718249559402466,0.0,0.0008940906263887882,0.005077044479548931,0.2281750738620758,0.5226743817329407,5.659955024719238,0.09234602749347687,0.035112496465444565,0.008348178118467331,0.4273180365562439,700
0.026993146166205406,0.011029010638594627,0.009639566764235497,0.7445033192634583,0.0,0.00032375723822042346,0.005343742668628693,0.25549668073654175,0.21644183993339539,5.659955024719238,0.038240913301706314,0.012322199530899525,0.0027936380356550217,0.19039270281791687,800
0.0267987921833992,0.010974745266139507,0.009576931595802307,0.7377996444702148,0.0,0.0005892172339372337,0.005223485641181469,0.26220038533210754,0.37740105390548706,5.659955024719238,0.06667916476726532,0.024942975491285324,0.005510888062417507,0.3212483525276184,900
0.027855906635522842,0.010935328900814056,0.009530602023005486,0.7129029035568237,0.03196518495678902,0.0008975939708761871,0.0051111518405377865,0.2870970666408539,0.5467371940612793,5.659955024719238,0.09659744799137115,0.03353256732225418,0.008145271800458431,0.4396912753582001,1000
