name,num_images,mean_psnr,mean_ssim,gain_vs_lfv1_psnr,gain_vs_baseline_psnr,median_delta_lfv1_psnr,p10_delta_lfv1_psnr,p90_delta_lfv1_psnr,three_way_accuracy,two_way_accuracy_on_pair_rows,residual_selection_count,lfv1_selection_count,baseline_selection_count,residual_precision_vs_lfv1,residual_recall_vs_lfv1,lost_lfv1_gain_selected_count,residual_worst_selected_count,residual_beats_both_selected_count,mitigates_lfv1_regression_selected_count,feature,threshold,op,feature_class,selected_fraction
rule,20,31.801926952040255,0.9834922462701797,0.5439058973206556,0.264620921023611,0.0,0.0,1.4852778838082745,0.65,1.0,9,11,0,1.0,1.0,0,0,7,1,rescalib_from_lfv1_residual_error_ratio,0.9824388059479605,<=,gt_aware_diagnostic,0.45
rule,20,31.801926952040255,0.9834922462701797,0.5439058973206556,0.264620921023611,0.0,0.0,1.4852778838082745,0.65,1.0,9,11,0,1.0,1.0,0,0,7,1,rescalib_from_lfv1_lf_mse_delta,-4.614243880496353e-06,<=,gt_aware_diagnostic,0.45
rule,20,31.797706230968153,0.983443534374237,0.5396851762485528,0.26040019995150826,0.0,0.0,1.4852778838082745,0.65,0.95,10,10,0,0.9,1.0,0,0,7,1,rescalib_from_lfv1_residual_error_ratio,1.0082598147080999,<=,gt_aware_diagnostic,0.5
rule,20,31.797706230968153,0.983443534374237,0.5396851762485528,0.26040019995150826,0.0,0.0,1.4852778838082745,0.65,0.95,10,10,0,0.9,1.0,0,0,7,1,rescalib_from_lfv1_lf_mse_delta,6.556219886988401e-07,<=,gt_aware_diagnostic,0.5
rule,20,31.794215727624163,0.9834696978330613,0.5361946729045677,0.25690969660752305,0.0,-0.006981006687970399,1.4852778838082745,0.6,0.9,11,9,0,0.8181818181818182,1.0,0,0,7,1,rescalib_from_lfv1_residual_cosine,0.26059222146868705,>=,gt_aware_diagnostic,0.55
rule,20,31.794215727624163,0.9834696978330613,0.5361946729045677,0.25690969660752305,0.0,-0.006981006687970399,1.4852778838082745,0.6,0.9,11,9,0,0.8181818181818182,1.0,0,0,7,1,rescalib_from_lfv1_residual_error_ratio,1.0345998369639884,<=,gt_aware_diagnostic,0.55
rule,20,31.794215727624163,0.9834696978330613,0.5361946729045677,0.25690969660752305,0.0,-0.006981006687970399,1.4852778838082745,0.6,0.9,11,9,0,0.8181818181818182,1.0,0,0,7,1,rescalib_from_lfv1_lf_mse_delta,4.075533070135858e-06,<=,gt_aware_diagnostic,0.55
rule,20,31.789689465079228,0.9834840923547745,0.5316684103596284,0.2523834340625838,0.0,0.0,1.4852778838082745,0.65,0.95,8,12,0,1.0,0.8888888888888888,0,0,7,1,rescalib_from_lfv1_lf_mse_delta,-3.886825725203383e-05,<=,gt_aware_diagnostic,0.4
rule,20,31.789689465079228,0.9834840923547745,0.5316684103596284,0.2523834340625838,0.0,0.0,1.4852778838082745,0.65,0.95,8,12,0,1.0,0.8888888888888888,0,0,7,1,residual_color_regression_vs_lfv1,-0.03826589584350588,<=,gt_aware_diagnostic,0.4
rule,20,31.785848630913883,0.9834916651248932,0.5278275761942842,0.24854259989723956,0.0,0.0,1.4852778838082745,0.6,0.95,8,12,0,1.0,0.8888888888888888,0,0,6,1,rescalib_from_lfv1_residual_error_ratio,0.9600234399364727,<=,gt_aware_diagnostic,0.4
rule,20,31.782358127569893,0.9835178285837174,0.524337072850299,0.24505209655325438,0.0,0.0,1.4852778838082745,0.55,0.9,9,11,0,0.8888888888888888,0.8888888888888888,0,0,6,1,rescalib_from_lfv1_residual_cosine,0.32276965528726576,>=,gt_aware_diagnostic,0.45
rule,20,31.782358127569893,0.9835178285837174,0.524337072850299,0.24505209655325438,0.0,0.0,1.4852778838082745,0.55,0.9,9,11,0,0.8888888888888888,0.8888888888888888,0,0,6,1,rescalib_from_lfv1_luma_residual_cosine,0.32728985399007793,>=,gt_aware_diagnostic,0.45
rule,20,31.77813740649779,0.9834691166877747,0.5201163517781963,0.2408313754811516,0.0,-0.006981006687970399,1.4852778838082745,0.55,0.85,10,10,0,0.8,0.8888888888888888,0,0,6,1,rescalib_from_lfv1_residual_cosine,0.2952583581209183,>=,gt_aware_diagnostic,0.5
rule,20,31.77764670186095,0.9835476011037827,0.5196256471413505,0.24034067084430594,0.0,-0.07127050233593905,1.4852778838082745,0.55,0.85,12,8,0,0.75,1.0,1,0,7,1,rescalib_from_lfv1_residual_error_ratio,1.060601706939806,<=,gt_aware_diagnostic,0.6
rule,20,31.77764670186095,0.9835476011037827,0.5196256471413505,0.24034067084430594,0.0,-0.07127050233593905,1.4852778838082745,0.55,0.85,12,8,0,0.75,1.0,1,0,7,1,rescalib_from_lfv1_lf_mse_delta,2.3478321963921203e-05,<=,gt_aware_diagnostic,0.6
rule,20,31.773611143952856,0.983483511209488,0.515590089233257,0.2363051129362123,0.0,0.0,1.4852778838082745,0.6,0.9,7,13,0,1.0,0.7777777777777778,0,0,6,1,rescalib_from_lfv1_residual_error_ratio,0.951032889645463,<=,gt_aware_diagnostic,0.35
rule,20,31.770120640608866,0.9835096746683121,0.5120995858892717,0.23281460959222713,0.0,0.0,1.4852778838082745,0.55,0.85,8,12,0,0.875,0.7777777777777778,0,0,6,1,rescalib_from_lfv1_residual_cosine,0.3391371488571167,>=,gt_aware_diagnostic,0.4
rule,20,31.770120640608866,0.9835096746683121,0.5120995858892717,0.23281460959222713,0.0,0.0,1.4852778838082745,0.55,0.85,8,12,0,0.875,0.7777777777777778,0,0,6,1,rescalib_from_lfv1_luma_residual_cosine,0.34055808186531067,>=,gt_aware_diagnostic,0.4
rule,20,31.76198866058449,0.9834354788064956,0.5039676058648908,0.22468262956784618,0.0,0.0,1.4852778838082745,0.6,0.9,7,13,0,1.0,0.7777777777777778,0,0,6,1,residual_color_regression_vs_lfv1,-0.07632493376731872,<=,gt_aware_diagnostic,0.35
rule,20,31.751638301554387,0.9835080951452255,0.4936172468347856,0.21433227053774093,0.0,0.0,1.4852778838082745,0.65,0.95,10,10,0,0.9,1.0,0,1,7,1,residual_color_regression_vs_lfv1,-0.0018946528434753418,<=,gt_aware_diagnostic,0.5
rule,20,31.7490605932936,0.9835442572832107,0.49103953857400506,0.21175456227696046,0.0,-0.109111030824284,1.4852778838082745,0.5,0.8,13,7,0,0.6923076923076923,1.0,2,0,7,1,rescalib_from_lfv1_residual_error_ratio,1.0970908026680468,<=,gt_aware_diagnostic,0.65
rule,20,31.74814779821039,0.9835342586040496,0.4901267434908004,0.21084176719375575,0.0,-0.006981006687970399,1.4852778838082745,0.6,0.9,11,9,0,0.8181818181818182,1.0,0,1,7,1,residual_color_regression_vs_lfv1,0.004503333568572996,<=,gt_aware_diagnostic,0.55
rule,20,31.745910339458117,0.9834348976612091,0.48788928473851934,0.20860430844147473,0.0,0.0,1.4852778838082745,0.55,0.85,6,14,0,1.0,0.6666666666666666,0,0,5,1,rescalib_from_lfv1_residual_cosine,0.4568734765052796,>=,gt_aware_diagnostic,0.3
rule,20,31.745910339458117,0.9834348976612091,0.48788928473851934,0.20860430844147473,0.0,0.0,1.4852778838082745,0.55,0.85,6,14,0,1.0,0.6666666666666666,0,0,5,1,rescalib_from_lfv1_luma_residual_cosine,0.45121596753597265,>=,gt_aware_diagnostic,0.3
rule,20,31.745910339458117,0.9834348976612091,0.48788928473851934,0.20860430844147473,0.0,0.0,1.4852778838082745,0.55,0.85,6,14,0,1.0,0.6666666666666666,0,0,5,1,rescalib_from_lfv1_residual_error_ratio,0.9313821838685554,<=,gt_aware_diagnostic,0.3
rule,20,31.743927077138288,0.983485546708107,0.4859060224186976,0.20662104612165297,0.0,-0.07127050233593905,1.4852778838082745,0.6,0.85,12,8,0,0.75,1.0,0,1,7,1,rescalib_from_lfv1_residual_cosine,0.24417098462581635,>=,gt_aware_diagnostic,0.6
rule,20,31.743927077138288,0.983485546708107,0.4859060224186976,0.20662104612165297,0.0,-0.07127050233593905,1.4852778838082745,0.6,0.85,12,8,0,0.75,1.0,0,1,7,1,rescalib_from_lfv1_luma_residual_cosine,0.25111246705055235,>=,gt_aware_diagnostic,0.6
