name,num_images,mean_psnr,mean_ssim,gain_vs_lfv1_psnr,gain_vs_baseline_psnr,median_delta_lfv1_psnr,p10_delta_lfv1_psnr,p90_delta_lfv1_psnr,three_way_accuracy,two_way_accuracy_on_pair_rows,residual_selection_count,lfv1_selection_count,baseline_selection_count,residual_precision_vs_lfv1,residual_recall_vs_lfv1,lost_lfv1_gain_selected_count,residual_worst_selected_count,residual_beats_both_selected_count,mitigates_lfv1_regression_selected_count,feature,threshold,op,feature_class,selected_fraction
rule,20,31.74241983611413,0.9834610611200333,0.4843987813945342,0.20511380509748953,0.0,0.0,1.4852778838082745,0.5,0.8,7,13,0,0.8571428571428571,0.6666666666666666,0,0,5,1,rescalib_from_lfv1_residual_cosine,0.38014759421348565,>=,gt_aware_diagnostic,0.35
rule,20,31.74241983611413,0.9834610611200333,0.4843987813945342,0.20511380509748953,0.0,0.0,1.4852778838082745,0.5,0.8,7,13,0,0.8571428571428571,0.6666666666666666,0,0,5,1,rescalib_from_lfv1_luma_residual_cosine,0.3762329950928688,>=,gt_aware_diagnostic,0.35
rule,20,31.739400814593353,0.9834999412298202,0.4813797598737583,0.20209478357671368,0.0,0.0,1.4852778838082745,0.65,0.9,9,11,0,0.8888888888888888,0.8888888888888888,0,1,7,1,residual_color_regression_vs_lfv1,-0.012915641069412223,<=,gt_aware_diagnostic,0.45
rule,20,31.738382203161507,0.9835052788257599,0.4803611484419143,0.20107617214486967,0.0,0.0,1.4852778838082745,0.55,0.9,9,11,0,0.8888888888888888,0.8888888888888888,0,0,6,1,residual_luma_abs_bias_regression_vs_lfv1,8.008033037185679e-05,<=,gt_aware_diagnostic,0.45
rule,20,31.734161482089405,0.9834565669298172,0.47614042736981155,0.19685545107276692,0.0,-0.006981006687970399,1.4852778838082745,0.55,0.85,10,10,0,0.8,0.8888888888888888,0,0,6,1,residual_luma_abs_bias_regression_vs_lfv1,0.0005046427249908447,<=,gt_aware_diagnostic,0.5
rule,20,31.732069477084018,0.9835336774587631,0.4740484223644289,0.1947634460673843,0.0,-0.006981006687970399,1.4852778838082745,0.55,0.85,10,10,0,0.8,0.8888888888888888,0,1,6,1,rescalib_from_lfv1_luma_residual_cosine,0.31409652531147003,>=,gt_aware_diagnostic,0.5
rule,20,31.731578772447175,0.9836121618747711,0.47355771772758326,0.1942727414305386,0.0,-0.0959671117181678,1.4852778838082745,0.55,0.85,12,8,0,0.75,1.0,1,1,7,1,residual_color_regression_vs_lfv1,0.016050100326538096,<=,gt_aware_diagnostic,0.6
rule,20,31.72963521954447,0.9834709614515305,0.4716141648248723,0.19232918852782763,0.0,0.0,1.4852778838082745,0.6,0.9,7,13,0,1.0,0.7777777777777778,0,0,6,1,residual_luma_abs_bias_regression_vs_lfv1,-0.0005818948149681087,<=,gt_aware_diagnostic,0.35
rule,20,31.728480016624435,0.983420318365097,0.4704589619048388,0.19117398560779417,0.0,0.0,1.4852778838082745,0.6,0.9,7,13,0,1.0,0.7777777777777778,0,0,6,1,rescalib_from_lfv1_lf_mse_delta,-8.525223747710698e-05,<=,gt_aware_diagnostic,0.35
rule,20,31.727848756011916,0.9834849655628204,0.46982770129232615,0.19054272499528152,0.0,-0.07127050233593905,1.4852778838082745,0.55,0.8,11,9,0,0.7272727272727273,0.8888888888888888,0,1,6,1,rescalib_from_lfv1_luma_residual_cosine,0.28702952414751054,>=,gt_aware_diagnostic,0.55
rule,20,31.727358051375074,0.9835634499788284,0.46933699665548045,0.19005202035843585,0.0,-0.109111030824284,1.4852778838082745,0.55,0.8,13,7,0,0.6923076923076923,1.0,1,1,7,1,rescalib_from_lfv1_residual_cosine,0.2277494378387928,>=,gt_aware_diagnostic,0.65
rule,20,31.727358051375074,0.9835634499788284,0.46933699665548045,0.19005202035843585,0.0,-0.109111030824284,1.4852778838082745,0.55,0.8,13,7,0,0.6923076923076923,1.0,1,1,7,1,rescalib_from_lfv1_luma_residual_cosine,0.21421391591429711,>=,gt_aware_diagnostic,0.65
rule,20,31.727358051375074,0.9835634499788284,0.46933699665548045,0.19005202035843585,0.0,-0.109111030824284,1.4852778838082745,0.55,0.8,13,7,0,0.6923076923076923,1.0,1,1,7,1,residual_color_regression_vs_lfv1,0.0911263227462768,<=,gt_aware_diagnostic,0.65
rule,20,31.72614471620048,0.9834971249103546,0.4681236614808871,0.18883868518384245,0.0,0.0,1.4852778838082745,0.55,0.85,8,12,0,0.875,0.7777777777777778,0,0,6,1,residual_luma_abs_bias_regression_vs_lfv1,-6.644725799560553e-05,<=,gt_aware_diagnostic,0.4
rule,20,31.72374189208665,0.9835367292165756,0.4657208373670521,0.18643586107000748,0.0,-0.109111030824284,1.4852778838082745,0.5,0.8,13,7,0,0.6923076923076923,1.0,1,1,7,1,rescalib_from_lfv1_lf_mse_delta,6.997037271503357e-05,<=,gt_aware_diagnostic,0.65
rule,20,31.71759245632619,0.9835344702005386,0.45957140160659443,0.1802864253095498,0.0,-0.07127050233593905,1.4852778838082745,0.5,0.8,11,9,0,0.7272727272727273,0.8888888888888888,1,0,6,1,residual_luma_abs_bias_regression_vs_lfv1,0.0014382749795913688,<=,gt_aware_diagnostic,0.55
rule,20,31.706612165526735,0.9832642793655395,0.44859111080714165,0.16930613451009702,0.0,0.0,1.4852778838082745,0.5,0.8,5,15,0,1.0,0.5555555555555556,0,0,4,1,rescalib_from_lfv1_residual_error_ratio,0.8997494742707094,<=,gt_aware_diagnostic,0.25
rule,20,31.700779212129696,0.9833717048168182,0.4427581574101012,0.1634731811130566,0.0,0.0,1.4852778838082745,0.55,0.85,6,14,0,1.0,0.6666666666666666,0,0,5,1,rescalib_from_lfv1_lf_mse_delta,-0.0001152613927843049,<=,gt_aware_diagnostic,0.3
rule,20,31.700779212129696,0.9833717048168182,0.4427581574101012,0.1634731811130566,0.0,0.0,1.4852778838082745,0.55,0.85,6,14,0,1.0,0.6666666666666666,0,0,5,1,residual_color_regression_vs_lfv1,-0.13410571813583372,<=,gt_aware_diagnostic,0.3
rule,20,31.69877194280773,0.9835601061582565,0.440750888088135,0.16146591179109038,0.0,-0.35541468087259925,1.4852778838082745,0.5,0.75,14,6,0,0.6428571428571429,1.0,2,1,7,1,rescalib_from_lfv1_residual_error_ratio,1.1716993167228846,<=,gt_aware_diagnostic,0.7
rule,20,31.68585609392336,0.9834217667579651,0.4278350392037632,0.1485500629067186,0.0,0.0,1.4852778838082745,0.5,0.8,5,15,0,1.0,0.5555555555555556,0,0,4,1,rescalib_from_lfv1_residual_cosine,0.5418144166469574,>=,gt_aware_diagnostic,0.25
rule,20,31.68585609392336,0.9834217667579651,0.4278350392037632,0.1485500629067186,0.0,0.0,1.4852778838082745,0.5,0.8,5,15,0,1.0,0.5555555555555556,0,0,4,1,rescalib_from_lfv1_luma_residual_cosine,0.5496224015951157,>=,gt_aware_diagnostic,0.25
rule,20,31.679962766465543,0.9834875345230103,0.4219417117459431,0.14265673544889843,0.0,-0.109111030824284,1.4852778838082745,0.4,0.7,11,9,0,0.6363636363636364,0.7777777777777778,1,1,5,1,baseline_saturation_mean,0.22326794862747196,>=,proxy_or_output_feature,0.55
rule,20,31.679962766465543,0.9834875345230103,0.4219417117459431,0.14265673544889843,0.0,-0.109111030824284,1.4852778838082745,0.4,0.7,11,9,0,0.6363636363636364,0.7777777777777778,1,1,5,1,lfv1_saturation_mean,0.22698003649711612,>=,proxy_or_output_feature,0.55
rule,20,31.679962766465543,0.9834875345230103,0.4219417117459431,0.14265673544889843,0.0,-0.109111030824284,1.4852778838082745,0.4,0.7,11,9,0,0.6363636363636364,0.7777777777777778,1,1,5,1,residual_saturation_mean,0.23055696487426763,>=,proxy_or_output_feature,0.55
rule,20,31.679346569058602,0.9834868103265763,0.42132551433900217,0.14204053804195754,0.0,0.0,1.4852778838082745,0.6,0.85,8,12,0,0.875,0.7777777777777778,0,1,6,1,residual_dark_channel_abs_bias_regression_vs_lfv1,-0.0017714619636535645,<=,gt_aware_diagnostic,0.4
rule,20,31.673453241600782,0.9835525780916214,0.415432186881182,0.1361472105841374,0.0,-0.3988197647096485,1.4852778838082745,0.5,0.75,14,6,0,0.6428571428571429,1.0,1,2,7,1,rescalib_from_lfv1_residual_cosine,0.05874563455581673,>=,gt_aware_diagnostic,0.7
rule,20,31.673453241600782,0.9835525780916214,0.415432186881182,0.1361472105841374,0.0,-0.3988197647096485,1.4852778838082745,0.5,0.75,14,6,0,0.6428571428571429,1.0,1,2,7,1,rescalib_from_lfv1_luma_residual_cosine,0.04825732409954078,>=,gt_aware_diagnostic,0.7
rule,20,31.673453241600782,0.9835525780916214,0.415432186881182,0.1361472105841374,0.0,-0.3988197647096485,1.4852778838082745,0.5,0.75,14,6,0,0.6428571428571429,1.0,1,2,7,1,rescalib_from_lfv1_lf_mse_delta,0.0002596054488094527,<=,gt_aware_diagnostic,0.7
rule,20,31.673453241600782,0.9835525780916214,0.415432186881182,0.1361472105841374,0.0,-0.3988197647096485,1.4852778838082745,0.5,0.75,14,6,0,0.6428571428571429,1.0,1,2,7,1,residual_color_regression_vs_lfv1,0.24602901935577404,<=,gt_aware_diagnostic,0.7
rule,20,31.667303805840323,0.9835503190755844,0.4092827511207243,0.12999777482367972,0.0,-0.109111030824284,1.4852778838082745,0.5,0.75,12,8,0,0.6666666666666666,0.8888888888888888,1,1,6,1,residual_dark_channel_abs_bias_regression_vs_lfv1,0.0008125483989715587,<=,gt_aware_diagnostic,0.6
rule,20,31.664326131783078,0.9835325121879578,0.406305077063484,0.12702010076643938,0.0,-0.35541468087259925,1.4852778838082745,0.45,0.8,13,7,0,0.6923076923076923,1.0,3,0,7,1,rescalib_from_baseline_lf_mse_delta,4.1523360414430494e-05,<=,gt_aware_diagnostic,0.65
rule,20,31.663687646551892,0.9835235983133316,0.405666591832296,0.12638161553525135,0.0,-0.109111030824284,1.4852778838082745,0.45,0.75,12,8,0,0.6666666666666666,0.8888888888888888,1,1,6,1,residual_luma_abs_bias_regression_vs_lfv1,0.0023891866207122804,<=,gt_aware_diagnostic,0.6
rule,20,31.662777543295384,0.9835647135972977,0.40475648857578506,0.12547151227874043,0.0,-0.03313805152643428,1.4852778838082745,0.55,0.8,9,11,0,0.7777777777777778,0.7777777777777778,1,1,6,1,residual_dark_channel_abs_bias_regression_vs_lfv1,-0.0014673866331577298,<=,gt_aware_diagnostic,0.45
rule,20,31.658556822223282,0.983516001701355,0.4005357675036823,0.12125079120663766,0.0,-0.109111030824284,1.4852778838082745,0.55,0.75,10,10,0,0.7,0.7777777777777778,1,1,6,1,residual_dark_channel_abs_bias_regression_vs_lfv1,-0.0008803531527519226,<=,gt_aware_diagnostic,0.5
rule,20,31.65506631887929,0.9835421651601791,0.3970452641596971,0.11776028786265247,0.0,-0.109111030824284,1.4852778838082745,0.5,0.7,11,9,0,0.6363636363636364,0.7777777777777778,1,1,6,1,residual_dark_channel_abs_bias_regression_vs_lfv1,-0.0004511341452598572,<=,gt_aware_diagnostic,0.55
rule,20,31.65208864482205,0.9835243582725525,0.39406759010245673,0.11478261380541213,0.0,-0.35541468087259925,1.4852778838082745,0.45,0.75,12,8,0,0.6666666666666666,0.8888888888888888,3,0,7,1,rescalib_from_baseline_residual_error_ratio,1.0824525355191952,<=,gt_aware_diagnostic,0.6
rule,20,31.646557919991984,0.9832511484622956,0.3885368652723855,0.10925188897534088,0.0,0.0,1.4852778838082745,0.45,0.75,4,16,0,1.0,0.4444444444444444,0,0,3,1,rescalib_from_lfv1_residual_cosine,0.6145562171936035,>=,gt_aware_diagnostic,0.2
rule,20,31.646557919991984,0.9832511484622956,0.3885368652723855,0.10925188897534088,0.0,0.0,1.4852778838082745,0.45,0.75,4,16,0,1.0,0.4444444444444444,0,0,3,1,rescalib_from_lfv1_residual_error_ratio,0.8591754961710495,<=,gt_aware_diagnostic,0.2
rule,20,31.644867133033426,0.9835492342710495,0.38684607831383655,0.10756110201679192,0.0,-0.6151272551839586,1.4852778838082745,0.45,0.7,15,5,0,0.6,1.0,2,2,7,1,rescalib_from_lfv1_residual_error_ratio,1.2261157983307083,<=,gt_aware_diagnostic,0.75
rule,20,31.644867133033426,0.9835492342710495,0.38684607831383655,0.10756110201679192,0.0,-0.6151272551839586,1.4852778838082745,0.45,0.7,15,5,0,0.6,1.0,2,2,7,1,residual_color_regression_vs_lfv1,0.41313934326171875,<=,gt_aware_diagnostic,0.75
rule,20,31.64414552091037,0.9834625422954559,0.38612446619077756,0.10683948989373296,0.0,-0.07127050233593905,1.4852778838082745,0.45,0.7,9,11,0,0.6666666666666666,0.6666666666666666,1,0,5,1,residual_lfv1_edge_mean_delta,0.0007633909583091736,<=,proxy_or_output_feature,0.45
rule,20,31.64414552091037,0.9834625422954559,0.38612446619077756,0.10683948989373296,0.0,-0.07127050233593905,1.4852778838082745,0.45,0.7,9,11,0,0.6666666666666666,0.6666666666666666,1,0,5,1,residual_lfv1_highfreq_abs_mean_delta,0.00016479417681694033,<=,proxy_or_output_feature,0.45
rule,20,31.640724966594938,0.9833585739135742,0.3827039118753451,0.10341893557830044,0.0,0.0,1.4852778838082745,0.5,0.8,5,15,0,1.0,0.5555555555555556,0,0,4,1,residual_color_regression_vs_lfv1,-0.24203908443450928,<=,gt_aware_diagnostic,0.25
rule,20,31.63246148668756,0.9833304673433304,0.3744404319679674,0.09515545567092279,0.0,0.0,1.3365352454754769,0.5,0.8,5,15,0,1.0,0.5555555555555556,0,0,4,1,rescalib_from_lfv1_lf_mse_delta,-0.00018756547797238454,<=,gt_aware_diagnostic,0.25
rule,20,31.624646645468566,0.9833579927682876,0.3666255907489736,0.087340614451929,0.0,0.0,1.4852778838082745,0.45,0.75,4,16,0,1.0,0.4444444444444444,0,0,3,1,rescalib_from_lfv1_luma_residual_cosine,0.6366892457008362,>=,gt_aware_diagnostic,0.2
rule,20,31.618076746543032,0.9833813786506653,0.3600556918234329,0.08077071552638823,0.0,-0.3988197647096485,1.4852778838082745,0.4,0.65,12,8,0,0.5833333333333334,0.7777777777777778,1,2,5,1,residual_mae,0.025428390502929686,<=,gt_aware_diagnostic,0.6
rule,20,31.618076746543032,0.9833813786506653,0.3600556918234329,0.08077071552638823,0.0,-0.3988197647096485,1.4852778838082745,0.4,0.65,12,8,0,0.5833333333333334,0.7777777777777778,1,2,5,1,residual_rmse,0.034192059934139256,<=,gt_aware_diagnostic,0.6
rule,20,31.618076746543032,0.9833813786506653,0.3600556918234329,0.08077071552638823,0.0,-0.3988197647096485,1.4852778838082745,0.4,0.65,12,8,0,0.5833333333333334,0.7777777777777778,1,2,5,1,residual_delta_e_mean,3.072916412353516,<=,gt_aware_diagnostic,0.6
rule,20,31.618076746543032,0.9833813786506653,0.3600556918234329,0.08077071552638823,0.0,-0.3988197647096485,1.4852778838082745,0.4,0.65,12,8,0,0.5833333333333334,0.7777777777777778,1,2,5,1,residual_delta_e_p95,7.036159992218018,<=,gt_aware_diagnostic,0.6
rule,20,31.61638316556119,0.9833298861980438,0.35836211084159597,0.07907713454455134,0.0,0.0,1.3365352454754769,0.45,0.75,4,16,0,1.0,0.4444444444444444,0,0,3,1,rescalib_from_lfv1_lf_mse_delta,-0.00024228519177995622,<=,gt_aware_diagnostic,0.2
rule,20,31.615559412343025,0.983459198474884,0.3575383576234321,0.07825338132638748,0.0,-0.109111030824284,1.4852778838082745,0.4,0.65,10,10,0,0.6,0.6666666666666666,2,0,5,1,residual_lfv1_edge_mean_delta,0.0010746829211711884,<=,proxy_or_output_feature,0.5
rule,20,31.614680061007583,0.9833412319421768,0.35665900628798947,0.07737402999094485,0.0,0.0,1.2384055230704805,0.55,0.8,5,15,0,1.0,0.5555555555555556,0,0,5,0,rescalib_from_baseline_residual_error_ratio,0.9322790693729168,<=,gt_aware_diagnostic,0.25
rule,20,31.613398996066017,0.9835394471883774,0.35537794134642586,0.07609296504938126,0.0,-0.3988197647096485,1.4852778838082745,0.45,0.7,13,7,0,0.6153846153846154,0.8888888888888888,1,2,6,1,residual_dark_channel_abs_bias_regression_vs_lfv1,0.002938401699066162,<=,gt_aware_diagnostic,0.65
rule,20,31.61042132200878,0.9835216403007507,0.35240026728918555,0.07311529099214091,0.0,-0.6223595737608154,1.4852778838082745,0.4,0.75,14,6,0,0.6428571428571429,1.0,3,1,7,1,rescalib_from_baseline_lf_mse_delta,5.3367952932603675e-05,<=,gt_aware_diagnostic,0.7
rule,20,31.609813548954143,0.9834911495447158,0.3517924942345507,0.0725075179375061,0.0,-0.0959671117181678,1.2384055230704805,0.5,0.75,10,10,0,0.7,0.7777777777777778,2,0,7,0,rescalib_from_baseline_residual_cosine,0.2823617309331894,>=,gt_aware_diagnostic,0.5
rule,20,31.608337850322982,0.9832657605409623,0.3503167956033851,0.07103181930634044,0.0,-0.008441442144205532,1.4852778838082745,0.45,0.7,7,13,0,0.7142857142857143,0.5555555555555556,1,0,4,1,residual_lfv1_edge_mean_delta,0.00027588903903961185,<=,proxy_or_output_feature,0.35
rule,20,31.606200600936678,0.983472928404808,0.3481795462170828,0.06889456992003815,0.0,-0.6223595737608154,1.4852778838082745,0.4,0.7,15,5,0,0.6,1.0,3,1,7,1,rescalib_from_baseline_residual_cosine,0.052509046625345945,>=,gt_aware_diagnostic,0.75
rule,20,31.606200600936678,0.983472928404808,0.3481795462170828,0.06889456992003815,0.0,-0.6223595737608154,1.4852778838082745,0.4,0.7,15,5,0,0.6,1.0,3,1,7,1,rescalib_from_baseline_lf_mse_delta,0.00011667523722280748,<=,gt_aware_diagnostic,0.75
rule,20,31.604847346978993,0.9832919239997864,0.34682629225939987,0.06754131596235524,0.0,-0.07127050233593905,1.4852778838082745,0.4,0.65,8,12,0,0.625,0.5555555555555556,1,0,4,1,residual_lfv1_edge_mean_delta,0.0005363643169403074,<=,proxy_or_output_feature,0.4
rule,20,31.604847346978993,0.9832919239997864,0.34682629225939987,0.06754131596235524,0.0,-0.07127050233593905,1.4852778838082745,0.4,0.65,8,12,0,0.625,0.5555555555555556,1,0,4,1,residual_lfv1_highfreq_abs_mean_delta,0.00010955110192298887,<=,proxy_or_output_feature,0.4
rule,20,31.601855806619533,0.9832972407341003,0.34383475189994,0.06454977560289539,0.0,0.0,1.2384055230704805,0.55,0.85,6,14,0,1.0,0.6666666666666666,0,0,5,1,residual_luma_abs_bias_regression_vs_lfv1,-0.0018171221017837522,<=,gt_aware_diagnostic,0.3
rule,20,31.600541488590956,0.9832332253456115,0.3425204338713595,0.06323545757431485,0.0,0.0,1.4852778838082745,0.45,0.75,6,14,0,0.8333333333333334,0.5555555555555556,1,0,4,1,residual_lfv1_luma_mean_delta,0.0010100424289703372,>=,proxy_or_output_feature,0.3
rule,20,31.600541488590956,0.9832332253456115,0.3425204338713595,0.06323545757431485,0.0,0.0,1.4852778838082745,0.45,0.75,6,14,0,0.8333333333333334,0.5555555555555556,1,0,4,1,residual_lfv1_dark_channel_mean_delta,0.0017448157072067262,>=,proxy_or_output_feature,0.3
rule,20,31.598183835047752,0.9835134863853454,0.3401627803281583,0.06087780403111367,0.0,-0.6223595737608154,1.4852778838082745,0.4,0.7,13,7,0,0.6153846153846154,0.8888888888888888,3,1,7,1,rescalib_from_baseline_luma_residual_cosine,0.1677699215710163,>=,gt_aware_diagnostic,0.65
rule,20,31.59811103524437,0.9834191352128983,0.34008998052477235,0.06080500422772772,0.0,0.0,1.2384055230704805,0.5,0.75,6,14,0,0.8333333333333334,0.5555555555555556,1,0,5,0,rescalib_from_baseline_residual_error_ratio,0.9513578359414949,<=,gt_aware_diagnostic,0.3
