filename,selected_model,selected_psnr,selected_ssim,two_way_winner,three_way_winner,pattern,baseline_strength_bin,lfv1_psnr,residual_psnr,baseline_psnr,selected_delta_lfv1_psnr,selected_delta_baseline_psnr
1000_0.73_1.8.png,residual,29.904107162371222,0.9895455241203308,residual,residual,residual_beats_both,baseline_middle_50,28.7030222516761,29.904107162371222,29.276544649578057,1.2010849106951227,0.6275625127931654
147_0.87_1.14.png,residual,22.651398100890667,0.9553689956665039,residual,residual,residual_beats_both,baseline_weakest_25,21.865434622263113,22.651398100890667,21.662879101728343,0.7859634786275542,0.9885189991623236
195_0.61_1.47.png,lfv1,28.96898891391533,0.9876977205276489,lfv1,lfv1,lost_lfv1_gain,baseline_weakest_25,28.96898891391533,27.18988526226285,26.80599894460704,0.0,2.1629899693082884
241_0.85_0.72.png,lfv1,29.524076173471386,0.9900428652763367,lfv1,lfv1,lost_lfv1_gain,baseline_weakest_25,29.524076173471386,27.60250434061193,28.412608281094066,0.0,1.1114678923773198
28_0.81_1.96.png,residual,31.1741308628797,0.9849401712417603,residual,residual,residual_beats_both,baseline_middle_50,30.620114772984948,31.1741308628797,30.76222439383737,0.5540160898947519,0.41190646904232864
336_0.94_1.46.png,residual,25.36506375258599,0.9752384424209595,residual,residual,residual_beats_both,baseline_weakest_25,25.04349733005856,25.36506375258599,25.024634397188766,0.32156642252742884,0.3404293553972231
384_0.97_0.82.png,residual,34.28112908398497,0.9944108128547668,residual,baseline,mitigates_lfv1_regression,baseline_middle_50,31.656523514974374,34.28112908398497,34.89451136721047,2.6246055690105976,-0.6133822832254978
431_0.86_1.86.png,lfv1,23.02155682510799,0.9765890836715698,lfv1,baseline,residual_worst,baseline_weakest_25,23.02155682510799,20.363237578330136,23.447172999776058,0.0,-0.4256161746680682
479_0.79_0.62.png,lfv1,30.40363784541797,0.9844682216644287,lfv1,baseline,residual_worst,baseline_middle_50,30.40363784541797,27.679322651621497,30.913113915356305,0.0,-0.5094760699383372
526_0.73_0.69.png,lfv1,41.532688224073844,0.9957898855209351,lfv1,lfv1,mixed_or_small,baseline_strongest_25,41.532688224073844,41.46287815719414,41.23033683837414,0.0,0.3023513856997013
573_0.91_1.54.png,residual,32.706217040598105,0.9826952219009399,residual,residual,residual_beats_both,baseline_middle_50,30.15062878209946,32.706217040598105,30.260982965678235,2.555588258498645,2.4452340749198704
620_0.56_0.87.png,lfv1,40.71924775205562,0.9939073324203491,lfv1,lfv1,lost_lfv1_gain,baseline_strongest_25,40.71924775205562,40.38786723679128,39.93914894565761,0.0,0.7800988063980157
668_0.69_1.25.png,lfv1,37.53123601827329,0.9931482076644897,lfv1,lfv1,residual_worst,baseline_strongest_25,37.53123601827329,36.45313982278732,37.52725023247378,0.0,0.003985785799507369
715_0.63_1.36.png,residual,38.41758858749801,0.9959970712661743,residual,baseline,both_regress_baseline,baseline_strongest_25,38.172838848277465,38.41758858749801,40.12455150955639,0.24474973922054488,-1.7069629220583806
763_0.82_1.68.png,lfv1,34.623523152078086,0.982764482498169,lfv1,baseline,both_regress_baseline,baseline_middle_50,34.623523152078086,34.53910873063603,35.69475351330803,0.0,-1.0712303612299436
80_0.74_1.76.png,lfv1,20.276857664263545,0.9299402236938477,lfv1,lfv1,lost_lfv1_gain,baseline_weakest_25,20.276857664263545,19.705135492916636,19.3311804384263,0.0,0.9456772258372439
858_0.8_1.72.png,residual,35.893085591689115,0.9830377697944641,residual,residual,residual_beats_both,baseline_middle_50,34.66889662259332,35.893085591689115,34.09393998791421,1.224188969095792,1.7991456037749032
904_0.82_1.3.png,residual,33.07466210768766,0.9947214126586914,residual,residual,residual_beats_both,baseline_middle_50,31.708307598844982,33.07466210768766,32.41901765592738,1.3663545088426758,0.6556444517602813
952_0.97_1.33.png,lfv1,32.15903395891197,0.9892669320106506,lfv1,baseline,residual_worst,baseline_middle_50,32.15903395891197,28.51488126835255,33.21063394943801,0.0,-1.051599990526043
9_0.85_1.67.png,lfv1,33.81031022305045,0.9902745485305786,lfv1,baseline,residual_worst,baseline_middle_50,33.81031022305045,32.80453721333305,35.71463653320213,0.0,-1.9043263101516814
