filename,image_id,airlight,beta,airlight_bin,beta_bin,airlight_beta_bin,input_psnr,input_ssim,cr_psnr,cr_ssim,lfv1_psnr,lfv1_ssim,lfv1_delta_cr_psnr,lfv1_delta_cr_ssim,rescalib_psnr,rescalib_ssim,rescalib_delta_cr_psnr,rescalib_delta_cr_ssim,crplusv2_psnr,crplusv2_ssim,crplusv2_delta_cr_psnr,crplusv2_delta_cr_ssim,lfcr_v1_w005_psnr,lfcr_v1_w005_ssim,lfcr_v1_w005_delta_cr_psnr,lfcr_v1_w005_delta_cr_ssim,winner_by_psnr,winner_label,oracle5_psnr,oracle5_gain_vs_cr,oracle5_gain_vs_lfv1,cr_strength_bin
109_0.74_1.74.png,109,0.74,1.74,0.65<=A<0.75,beta>=1.7,0.65<=A<0.75 | beta>=1.7,14.103398922125699,0.8613152503967285,28.09817576841244,0.983495831489563,26.47204624508927,0.9828289747238159,-1.6261295233231685,-0.0006668567657470703,28.483922764269018,0.9858643412590027,0.3857469958565787,0.0023685097694396973,28.646033288291846,0.9874687790870667,0.5478575198794076,0.003972947597503662,27.188750301080894,0.9832786321640015,-0.9094254673315447,-0.00021719932556152344,crplusv2,CRPlus-v2,28.646033288291846,0.5478575198794076,2.173987043202576,weakest_25
10_0.6_1.67.png,10,0.6,1.67,A<0.65,1.4<=beta<1.7,A<0.65 | 1.4<=beta<1.7,16.447699349708618,0.870558500289917,31.13352711842708,0.9915494322776794,30.545667734677586,0.9904189109802246,-0.5878593837494925,-0.001130521297454834,29.360717655453712,0.9910674095153809,-1.7728094629733668,-0.000482022762298584,30.201519336286427,0.9921550750732422,-0.9320077821406514,0.0006056427955627441,30.85020942395621,0.9921467304229736,-0.2833176944708704,0.0005972981452941895,cr,CR baseline,31.13352711842708,0.0,0.5878593837494925,middle_50
110_0.68_1.22.png,110,0.68,1.22,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,19.501371282483888,0.9362725615501404,28.092756760223715,0.9878865480422974,27.657230172964113,0.9887446761131287,-0.43552658725960214,0.0008581280708312988,28.79382815115132,0.9914843440055847,0.7010713909276056,0.0035977959632873535,27.623150829894257,0.9899271130561829,-0.4696059303294575,0.002040565013885498,28.24326214173192,0.9899033904075623,0.15050538150820358,0.0020168423652648926,rescalib,ResidualCalib,28.79382815115132,0.7010713909276056,1.1365979781872078,weakest_25
111_0.98_0.89.png,111,0.98,0.89,A>=0.95,0.8<=beta<1.1,A>=0.95 | 0.8<=beta<1.1,18.76340486211127,0.9268628358840942,26.925266074640408,0.9785400629043579,27.92318602774418,0.9835367798805237,0.9979199531037715,0.0049967169761657715,28.569480310995722,0.9852105379104614,1.6442142363553138,0.006670475006103516,28.5166077130331,0.9852627515792847,1.5913416383926915,0.006722688674926758,29.202982082698206,0.9874264001846313,2.277716008057798,0.008886337280273438,lfcr_v1_w005,LFCR-v1 w0.005,29.202982082698206,2.277716008057798,1.2797960549540264,weakest_25
112_0.54_0.98.png,112,0.54,0.98,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,24.955849219672803,0.9711683988571167,26.023734152150286,0.989223301410675,26.071701501743338,0.9917392134666443,0.04796734959305127,0.0025159120559692383,26.979075833243783,0.9920671582221985,0.9553416810934969,0.0028438568115234375,25.41466374760457,0.9895192980766296,-0.6090704045457151,0.00029599666595458984,26.03360085926944,0.9913222193717957,0.009866707119154938,0.0020989179611206055,rescalib,ResidualCalib,26.979075833243783,0.9553416810934969,0.9073743315004457,weakest_25
113_0.71_1.48.png,113,0.71,1.48,0.65<=A<0.75,1.4<=beta<1.7,0.65<=A<0.75 | 1.4<=beta<1.7,12.738859149551786,0.7542374730110168,30.889649086045377,0.9823632836341858,32.089801992101904,0.9856646656990051,1.2001529060565268,0.003301382064819336,32.05795331867175,0.9853059649467468,1.1683042326263724,0.002942681312561035,32.710479139591264,0.9869794845581055,1.8208300535458868,0.004616200923919678,30.2270530885925,0.9784660935401917,-0.662595997452879,-0.0038971900939941406,crplusv2,CRPlus-v2,32.710479139591264,1.8208300535458868,0.62067714748936,middle_50
114_0.7_0.91.png,114,0.7,0.91,0.65<=A<0.75,0.8<=beta<1.1,0.65<=A<0.75 | 0.8<=beta<1.1,15.969496373066253,0.8625573515892029,33.730186319697374,0.989467442035675,33.4394330374563,0.9890639185905457,-0.2907532822410772,-0.00040352344512939453,34.35732628106797,0.9907395243644714,0.6271399613705952,0.0012720823287963867,34.55474765492197,0.9916490912437439,0.824561335224594,0.0021816492080688477,32.39491490011828,0.9861091375350952,-1.3352714195790938,-0.003358304500579834,crplusv2,CRPlus-v2,34.55474765492197,0.824561335224594,1.1153146174656712,middle_50
115_0.52_0.82.png,115,0.52,0.82,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,19.582632142951933,0.9146227836608887,35.22781957981877,0.9928041696548462,33.891119574729956,0.991281270980835,-1.3367000050888151,-0.0015228986740112305,35.023676438151284,0.99349445104599,-0.20414314166748682,0.0006902813911437988,36.64757134693954,0.9940459728240967,1.419751767120772,0.0012418031692504883,36.03144236213285,0.992007851600647,0.8036227823140791,-0.0007963180541992188,crplusv2,CRPlus-v2,36.64757134693954,1.419751767120772,2.756451772209587,middle_50
116_0.73_1.62.png,116,0.73,1.62,0.65<=A<0.75,1.4<=beta<1.7,0.65<=A<0.75 | 1.4<=beta<1.7,11.931531955251709,0.7238272428512573,29.722424289296583,0.9783832430839539,31.84318806333208,0.9842654466629028,2.1207637740354954,0.005882203578948975,31.41403444007811,0.9832514524459839,1.6916101507815284,0.004868209362030029,31.86492946521995,0.9846682548522949,2.142505175923368,0.0062850117683410645,29.800785991836012,0.9762475490570068,0.07836170253942853,-0.0021356940269470215,crplusv2,CRPlus-v2,31.86492946521995,2.142505175923368,0.02174140188787277,middle_50
117_0.69_1.13.png,117,0.69,1.13,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,20.858106456432594,0.9190354347229004,28.04887948821717,0.9866617321968079,25.994225204383095,0.9863414168357849,-2.0546542838340756,-0.0003203153610229492,25.93577115527292,0.9846016764640808,-2.1131083329442504,-0.0020600557327270508,26.567122997659567,0.9850414395332336,-1.4817564905576042,-0.0016202926635742188,27.72746619942145,0.9852119088172913,-0.3214132887957213,-0.0014498233795166016,cr,CR baseline,28.04887948821717,0.0,2.0546542838340756,weakest_25
118_0.68_1.96.png,118,0.68,1.96,0.65<=A<0.75,beta>=1.7,0.65<=A<0.75 | beta>=1.7,17.137817356880298,0.8440964818000793,26.58907851973174,0.9797402024269104,24.912778572753382,0.9787298440933228,-1.6762999469783573,-0.0010103583335876465,24.834039775650435,0.9782525300979614,-1.755038744081304,-0.0014876723289489746,24.178155535986043,0.9746018052101135,-2.410922983745696,-0.005138397216796875,25.473171013320485,0.9768790602684021,-1.1159075064112542,-0.0028611421585083008,cr,CR baseline,26.58907851973174,0.0,1.6762999469783573,weakest_25
119_0.81_0.75.png,119,0.81,0.75,0.75<=A<0.85,beta<0.8,0.75<=A<0.85 | beta<0.8,23.726289763331533,0.9448643326759338,29.36992676846396,0.9896746277809143,27.29521113000342,0.9898359775543213,-2.074715638460539,0.00016134977340698242,26.830769905504507,0.9878177642822266,-2.5391568629594516,-0.0018568634986877441,28.857775364498266,0.9902912974357605,-0.5121514039656923,0.0006166696548461914,29.585575888314793,0.9899871945381165,0.21564911985083413,0.00031256675720214844,lfcr_v1_w005,LFCR-v1 w0.005,29.585575888314793,0.21564911985083413,2.290364758311373,middle_50
11_0.98_0.72.png,11,0.98,0.72,A>=0.95,beta<0.8,A>=0.95 | beta<0.8,18.03385224616276,0.9308559894561768,34.57800439006828,0.9950124025344849,34.937000464524324,0.9950529932975769,0.3589960744560443,4.0590763092041016e-05,37.55640141314592,0.9956089854240417,2.9783970230776404,0.0005965828895568848,36.877789622192566,0.9955776333808899,2.299785232124286,0.0005652308464050293,32.349558422861705,0.9950039982795715,-2.228445967206575,-8.404254913330078e-06,rescalib,ResidualCalib,37.55640141314592,2.9783970230776404,2.619400948621596,middle_50
120_0.8_0.89.png,120,0.8,0.89,0.75<=A<0.85,0.8<=beta<1.1,0.75<=A<0.85 | 0.8<=beta<1.1,22.402664948881444,0.931528627872467,29.292137870202374,0.9890537858009338,27.009915115592218,0.9888376593589783,-2.2822227546101566,-0.0002161264419555664,26.838265545732046,0.9873870015144348,-2.4538723244703284,-0.0016667842864990234,28.31759281138753,0.9889920949935913,-0.9745450588148437,-6.16908073425293e-05,29.073123145583985,0.9887459874153137,-0.21901472461838978,-0.0003077983856201172,cr,CR baseline,29.292137870202374,0.0,2.2822227546101566,middle_50
121_0.86_1.21.png,121,0.86,1.21,0.85<=A<0.95,1.1<=beta<1.4,0.85<=A<0.95 | 1.1<=beta<1.4,12.647723528037101,0.7740514278411865,30.099330486413713,0.9791867136955261,30.928746049543676,0.9794040322303772,0.8294155631299631,0.00021731853485107422,29.466900372971633,0.9757521152496338,-0.63243011344208,-0.003434598445892334,32.036171654887575,0.9829457998275757,1.9368411684738618,0.0037590861320495605,32.067017681217244,0.9834564328193665,1.9676871948035313,0.004269719123840332,lfcr_v1_w005,LFCR-v1 w0.005,32.067017681217244,1.9676871948035313,1.1382716316735682,middle_50
122_0.94_1.72.png,122,0.94,1.72,0.85<=A<0.95,beta>=1.7,0.85<=A<0.95 | beta>=1.7,9.075501060980086,0.6610303521156311,30.3920092558525,0.9739630222320557,31.09189437384556,0.9734697341918945,0.699885117993059,-0.0004932880401611328,27.624343178721254,0.9694333672523499,-2.7676660771312456,-0.0045296549797058105,30.659454118687126,0.9742456078529358,0.2674448628346262,0.00028258562088012695,32.06126048651521,0.97845458984375,1.6692512306627094,0.004491567611694336,lfcr_v1_w005,LFCR-v1 w0.005,32.06126048651521,1.6692512306627094,0.9693661126696504,middle_50
123_0.59_0.7.png,123,0.59,0.7,A<0.65,beta<0.8,A<0.65 | beta<0.8,21.21668506204631,0.9254453182220459,32.10929170140751,0.9816542863845825,34.53299007501449,0.9895341992378235,2.4236983736069817,0.007879912853240967,33.42397985804964,0.9851692318916321,1.3146881566421342,0.0035149455070495605,32.80654792874644,0.9872276186943054,0.6972562273389329,0.0055733323097229,31.95781430145071,0.9881306290626526,-0.15147739995679643,0.006476342678070068,lfv1,LF-v1,34.53299007501449,2.4236983736069817,0.0,middle_50
124_1.0_0.82.png,124,1.0,0.82,A>=0.95,0.8<=beta<1.1,A>=0.95 | 0.8<=beta<1.1,13.670452635078593,0.8206385970115662,29.440304872445765,0.9801253080368042,31.18307830666184,0.9797268509864807,1.7427734342160761,-0.00039845705032348633,30.063241098275665,0.9793014526367188,0.6229362258298998,-0.0008238554000854492,31.858930801083524,0.9843980669975281,2.418625928637759,0.004272758960723877,31.469272664069354,0.9845576882362366,2.0289677916235895,0.004432380199432373,crplusv2,CRPlus-v2,31.858930801083524,2.418625928637759,0.675852494421683,middle_50
125_0.57_1.94.png,125,0.57,1.94,A<0.65,beta>=1.7,A<0.65 | beta>=1.7,11.135551263404846,0.680870771408081,32.28083187504555,0.9889993071556091,29.647193550334215,0.9847531318664551,-2.6336383247113346,-0.004246175289154053,28.40868183708631,0.9826380610466003,-3.8721500379592406,-0.006361246109008789,30.2875001348325,0.9858752489089966,-1.9933317402130513,-0.003124058246612549,29.572335647308744,0.9854758977890015,-2.7084962277368057,-0.003523409366607666,cr,CR baseline,32.28083187504555,0.0,2.6336383247113346,middle_50
126_0.64_1.73.png,126,0.64,1.73,A<0.65,beta>=1.7,A<0.65 | beta>=1.7,11.23489240136177,0.6935153603553772,33.83230612921554,0.9898461103439331,30.72412407033131,0.9871337413787842,-3.1081820588842284,-0.0027123689651489258,30.066511174114837,0.9857797622680664,-3.765794955100702,-0.004066348075866699,31.709493444656317,0.9874430894851685,-2.1228126845592215,-0.0024030208587646484,31.154538966674338,0.9879656434059143,-2.677767162541201,-0.0018804669380187988,cr,CR baseline,33.83230612921554,0.0,3.1081820588842284,middle_50
127_0.57_0.92.png,127,0.57,0.92,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,17.4635706871789,0.8673653602600098,36.19220857561447,0.9939585328102112,32.1807747408825,0.9921483993530273,-4.0114338347319745,-0.0018101334571838379,30.13418425903073,0.9890972375869751,-6.058024316583744,-0.004861295223236084,34.97578397012871,0.9938043355941772,-1.2164246054857628,-0.00015419721603393555,32.13347927670212,0.9921829700469971,-4.058729298912354,-0.0017755627632141113,cr,CR baseline,36.19220857561447,0.0,4.0114338347319745,strongest_25
128_0.65_0.67.png,128,0.65,0.67,0.65<=A<0.75,beta<0.8,0.65<=A<0.75 | beta<0.8,19.36721281038843,0.9020578265190125,37.02456745363627,0.9943735599517822,34.700168442278006,0.9939680695533752,-2.324399011358267,-0.0004054903984069824,32.17186395046189,0.9912618398666382,-4.852703503174382,-0.003111720085144043,36.62061080893025,0.9950342178344727,-0.403956644706021,0.0006606578826904297,34.097944395095666,0.9940375089645386,-2.9266230585406063,-0.00033605098724365234,cr,CR baseline,37.02456745363627,0.0,2.324399011358267,strongest_25
129_0.76_1.71.png,129,0.76,1.71,0.75<=A<0.85,beta>=1.7,0.75<=A<0.85 | beta>=1.7,11.7347034363892,0.666666567325592,30.256021630710535,0.9556193351745605,31.74452735650454,0.9682531952857971,1.4885057257940062,0.012633860111236572,32.516827855049556,0.9737818837165833,2.260806224339021,0.018162548542022705,31.335953207946076,0.9657308459281921,1.0799315772355413,0.010111510753631592,32.01009311452526,0.9684204459190369,1.7540714838147267,0.012801110744476318,rescalib,ResidualCalib,32.516827855049556,2.260806224339021,0.7723004985450146,middle_50
12_0.75_1.95.png,12,0.75,1.95,0.75<=A<0.85,beta>=1.7,0.75<=A<0.85 | beta>=1.7,13.631057796401361,0.8160576224327087,34.30935102516704,0.9893993735313416,32.14306801289074,0.988341212272644,-2.1662830122763026,-0.0010581612586975098,31.690338163965937,0.9886382818222046,-2.619012861201103,-0.0007610917091369629,32.06577931540126,0.9903783202171326,-2.2435717097657815,0.0009789466857910156,33.39421497063852,0.9895017743110657,-0.9151360545285172,0.0001024007797241211,cr,CR baseline,34.30935102516704,0.0,2.1662830122763026,middle_50
130_0.9_0.92.png,130,0.9,0.92,0.85<=A<0.95,0.8<=beta<1.1,0.85<=A<0.95 | 0.8<=beta<1.1,15.225630339908056,0.7797244191169739,30.260026853469203,0.9627422094345093,31.639077069152798,0.9722509384155273,1.3790502156835949,0.009508728981018066,32.79678521702108,0.9814594984054565,2.536758363551879,0.018717288970947266,32.315751759506526,0.9751656651496887,2.055724906037323,0.012423455715179443,32.7766981872188,0.9757996201515198,2.5166713337495956,0.013057410717010498,rescalib,ResidualCalib,32.79678521702108,2.536758363551879,1.1577081478682842,middle_50
131_0.72_0.59.png,131,0.72,0.59,0.65<=A<0.75,beta<0.8,0.65<=A<0.75 | beta<0.8,22.02968220186722,0.8977658748626709,32.22620853851407,0.9721187353134155,33.488862699152016,0.979498028755188,1.2626541606379433,0.007379293441772461,34.51481469889654,0.9801543354988098,2.2886061603824643,0.008035600185394287,34.5440317490514,0.9796529412269592,2.317823210537327,0.007534205913543701,34.73305005918795,0.9814453721046448,2.5068415206738806,0.009326636791229248,lfcr_v1_w005,LFCR-v1 w0.005,34.73305005918795,2.5068415206738806,1.2441873600359372,middle_50
132_1.0_1.29.png,132,1.0,1.29,A>=0.95,1.1<=beta<1.4,A>=0.95 | 1.1<=beta<1.4,11.508636285997667,0.683469295501709,28.818733448797403,0.9524396061897278,29.51237592557305,0.9597606658935547,0.693642476775647,0.007321059703826904,30.639331455151904,0.973677933216095,1.8205980063545013,0.021238327026367188,29.054365375354003,0.9501121044158936,0.23563192655660004,-0.0023275017738342285,30.662620177349694,0.9637113213539124,1.8438867285522917,0.01127171516418457,lfcr_v1_w005,LFCR-v1 w0.005,30.662620177349694,1.8438867285522917,1.1502442517766447,weakest_25
133_0.67_1.65.png,133,0.67,1.65,0.65<=A<0.75,1.4<=beta<1.7,0.65<=A<0.75 | 1.4<=beta<1.7,14.54503550957278,0.7812089920043945,29.46336862297016,0.9859359264373779,30.925724426722496,0.9879670739173889,1.4623558037523345,0.0020311474800109863,29.425342419187253,0.9872965216636658,-0.03802620378290911,0.0013605952262878418,29.395747240275245,0.9853832125663757,-0.06762138269491658,-0.0005527138710021973,29.770044821935116,0.9845234751701355,0.30667619896495424,-0.0014124512672424316,lfv1,LF-v1,30.925724426722496,1.4623558037523345,0.0,middle_50
134_0.53_0.77.png,134,0.53,0.77,A<0.65,beta<0.8,A<0.65 | beta<0.8,20.059476479201336,0.9260807633399963,32.21557735764853,0.9916658401489258,32.74672483579344,0.9940826296806335,0.5311474781449093,0.0024167895317077637,31.525369426578052,0.9936665892601013,-0.690207931070475,0.002000749111175537,32.24385567010307,0.9927150011062622,0.02827831245454604,0.0010491609573364258,31.70011930616348,0.9907902479171753,-0.515458051485048,-0.0008755922317504883,lfv1,LF-v1,32.74672483579344,0.5311474781449093,0.0,middle_50
135_0.54_1.58.png,135,0.54,1.58,A<0.65,1.4<=beta<1.7,A<0.65 | 1.4<=beta<1.7,15.87693915722324,0.8100388050079346,28.67243223886378,0.9872890114784241,29.281479354552534,0.9892644882202148,0.6090471156887531,0.0019754767417907715,28.11136214532891,0.989168643951416,-0.5610700935348696,0.0018796324729919434,28.95635081085874,0.9877475500106812,0.28391857199495973,0.0004585385322570801,29.26740011118494,0.9855383038520813,0.5949678723211598,-0.0017507076263427734,lfv1,LF-v1,29.281479354552534,0.6090471156887531,0.0,weakest_25
136_0.75_0.8.png,136,0.75,0.8,0.75<=A<0.85,0.8<=beta<1.1,0.75<=A<0.85 | 0.8<=beta<1.1,18.04796452395559,0.8972182869911194,31.96449679088748,0.9911322593688965,32.87488694956647,0.9932279586791992,0.9103901586789931,0.0020956993103027344,33.24099332079278,0.9937466979026794,1.2764965299053017,0.002614438533782959,32.02146713181163,0.9918034076690674,0.05697034092415265,0.0006711483001708984,31.847143929357795,0.9901724457740784,-0.11735286152968527,-0.0009598135948181152,rescalib,ResidualCalib,33.24099332079278,1.2764965299053017,0.3661063712263086,middle_50
137_0.99_1.98.png,137,0.99,1.98,A>=0.95,beta>=1.7,A>=0.95 | beta>=1.7,8.200817841122905,0.6581417322158813,29.382670664937407,0.9768816232681274,30.098404650035135,0.976061224937439,0.715733985097728,-0.0008203983306884766,26.787896437283003,0.970044732093811,-2.594774227654405,-0.006836891174316406,29.307576910289512,0.9760946035385132,-0.07509375464789514,-0.0007870197296142578,28.271463760360902,0.9761341214179993,-1.1112069045765054,-0.0007475018501281738,lfv1,LF-v1,30.098404650035135,0.715733985097728,0.0,middle_50
138_1.0_1.48.png,138,1.0,1.48,A>=0.95,1.4<=beta<1.7,A>=0.95 | 1.4<=beta<1.7,9.819796892452842,0.7136504054069519,32.169949907887904,0.9841094017028809,33.28647633305447,0.9837965369224548,1.116526425166569,-0.0003128647804260254,31.63032155270308,0.982083797454834,-0.5396283551848242,-0.002025604248046875,32.473437580498306,0.9832776188850403,0.30348767261040166,-0.0008317828178405762,32.890747405971176,0.9843940734863281,0.7207974980832716,0.0002846717834472656,lfv1,LF-v1,33.28647633305447,1.116526425166569,0.0,middle_50
139_0.85_0.96.png,139,0.85,0.96,0.85<=A<0.95,0.8<=beta<1.1,0.85<=A<0.95 | 0.8<=beta<1.1,13.620262144169242,0.8219941258430481,32.204466892509764,0.9884433150291443,35.925605260910146,0.9911658763885498,3.721138368400382,0.0027225613594055176,33.15132059181311,0.9880563616752625,0.9468536993033467,-0.00038695335388183594,32.61224345759294,0.9875389337539673,0.40777656508317506,-0.000904381275177002,33.54610771069155,0.9885581731796265,1.3416408181817872,0.00011485815048217773,lfv1,LF-v1,35.925605260910146,3.721138368400382,0.0,middle_50
13_0.52_1.9.png,13,0.52,1.9,A<0.65,beta>=1.7,A<0.65 | beta>=1.7,17.32064733079445,0.7858678698539734,25.925987441654428,0.9812366366386414,29.06742330530808,0.9846063852310181,3.1414358636536512,0.003369748592376709,27.336578953435712,0.9840188026428223,1.4105915117812842,0.002782166004180908,27.271017005032725,0.9819756150245667,1.3450295633782972,0.000738978385925293,30.878326244870003,0.9879580736160278,4.952338803215575,0.006721436977386475,lfcr_v1_w005,LFCR-v1 w0.005,30.878326244870003,4.952338803215575,1.8109029395619238,weakest_25
140_0.94_1.55.png,140,0.94,1.55,0.85<=A<0.95,1.4<=beta<1.7,0.85<=A<0.95 | 1.4<=beta<1.7,9.69240697756609,0.7105016708374023,31.643422149617084,0.9834430813789368,32.70371841635763,0.9834659695625305,1.060296266740547,2.288818359375e-05,30.581346476364615,0.9807126522064209,-1.062075673252469,-0.002730429172515869,31.5660530597537,0.9824674725532532,-0.0773690898633852,-0.0009756088256835938,31.86886087791864,0.9833967089653015,0.22543872830155465,-4.6372413635253906e-05,lfv1,LF-v1,32.70371841635763,1.060296266740547,0.0,middle_50
