filename,airlight,beta,cr_psnr,lfv1_delta_cr,rescalib_delta_lfv1,crplus_delta_lfv1,lfcr_delta_lfv1,winner,oracle5_gain_vs_lfv1,case_score
946_0.65_0.58.png,0.65,0.58,41.9176709542146,-6.223839475520954,2.289030098989521,1.3473591168114822,2.962790287623754,cr,6.223839475520954,12.447678951041908
390_0.55_1.07.png,0.55,1.07,26.89309512036992,-4.94484220053927,-3.0614182427479903,0.6112189408219351,0.7961309726065124,cr,4.94484220053927,9.88968440107854
402_0.5_1.99.png,0.5,1.99,17.641570135967516,5.593118470656911,4.144552095721657,-4.215746203227059,-5.513161499563903,rescalib,4.144552095721657,9.737670566378569
401_0.7_0.6.png,0.7,0.6,29.791505545388155,4.177877295820878,5.462998239079305,0.3713709485107799,-2.2313764090765744,rescalib,5.462998239079305,9.640875534900182
510_0.71_1.55.png,0.71,1.55,31.09276722829105,-3.011799142642481,6.038374735888308,2.6287191945901114,3.1717223076130807,rescalib,6.038374735888308,9.050173878530789
49_0.7_1.47.png,0.7,1.47,35.30950666279662,-4.498879509483434,4.4441383491065345,2.8503422849197584,0.725838301670823,cr,4.498879509483434,8.997759018966867
167_0.53_1.34.png,0.53,1.34,32.52933460215213,-4.361741197769774,3.5727707546995298,2.7448826334961396,1.2330462503766668,cr,4.361741197769774,8.723482395539548
947_0.79_1.07.png,0.79,1.07,35.52776281076228,-4.322579914304978,2.0890569289651673,1.0370097189554421,1.4483162533128073,cr,4.322579914304978,8.645159828609955
24_1.0_0.62.png,1.0,0.62,35.37742504615021,-3.403471670202464,1.9560059440449322,5.011408178912021,1.6395484467709522,crplusv2,5.011408178912021,8.414879849114485
958_0.9_0.64.png,0.9,0.64,36.936343683996185,-3.594871530103134,4.763186409291663,2.139522035548751,0.9036134590970164,rescalib,4.763186409291663,8.358057939394797
88_0.63_0.94.png,0.63,0.94,32.82939470926179,-4.078328495114697,-2.116457024343248,-1.7573324614819157,-1.3822122532764283,cr,4.078328495114697,8.156656990229394
381_0.63_1.38.png,0.63,1.38,33.60041721103475,-3.9622456922389198,4.100016954857896,0.10557325800340323,0.945925671502831,rescalib,4.100016954857896,8.062262647096816
107_0.89_1.5.png,0.89,1.5,27.87759836047469,-4.0195447496188486,3.689710231241868,2.8908032226599403,3.505023940993361,cr,4.0195447496188486,8.039089499237697
127_0.57_0.92.png,0.57,0.92,36.19220857561447,-4.0114338347319745,-2.0465904818517693,2.7950092292462116,-0.047295464180379554,cr,4.0114338347319745,8.022867669463949
960_0.78_0.97.png,0.78,0.97,36.51669668898481,-2.799426614932365,5.062486430543437,3.4768432652067744,1.9066288677985526,rescalib,5.062486430543437,7.861913045475802
950_0.57_1.28.png,0.57,1.28,37.10638791468064,-3.884572879968921,0.8745254664150153,0.09198947256910373,1.6813892356693145,cr,3.884572879968921,7.769145759937842
403_0.91_0.7.png,0.91,0.7,29.54456323131832,4.60189372046154,2.9829932907581096,-0.9783709773292699,-4.282798531611444,rescalib,2.9829932907581096,7.584887011219649
800_0.55_1.84.png,0.55,1.84,28.81681373285035,5.896399970281415,1.6853044759315523,-1.2091922060855254,0.4748906468388512,rescalib,1.6853044759315523,7.581704446212967
560_0.74_1.77.png,0.74,1.77,37.591880122725165,-3.7259788924849246,1.9508540327845978,2.404419233928749,2.85350225847791,cr,3.7259788924849246,7.451957784969849
497_0.7_0.61.png,0.7,0.61,32.426593139297694,-3.0967429340355466,3.8460912553135884,0.9285708963281394,4.260869500928273,lfcr_v1_w005,4.260869500928273,7.357612434963819
429_0.52_1.11.png,0.52,1.11,28.99338062096113,-3.5448883382871905,-1.427973249067037,2.477589679934873,0.8845412199650369,cr,3.5448883382871905,7.089776676574381
553_0.51_1.76.png,0.51,1.76,34.19803469357112,-1.650182624844426,5.365614632987764,3.318223273455345,3.3728461037752098,rescalib,5.365614632987764,7.01579725783219
383_0.62_1.77.png,0.62,1.77,32.349847629988226,-3.469786442171383,2.7778696218270156,0.4441006030988319,0.0778671275491547,cr,3.469786442171383,6.939572884342766
166_0.74_1.47.png,0.74,1.47,31.01164599277434,-3.2395012823269944,3.5538056079568925,2.702582936153256,0.0988973323030855,rescalib,3.5538056079568925,6.793306890283887
