feature_set,model_type,name,splits,mean_psnr_mean,mean_psnr_std,mean_ssim_mean,mean_ssim_std,gain_vs_lfv1_psnr_mean,gain_vs_lfv1_psnr_std,gain_vs_baseline_psnr_mean,gain_vs_baseline_psnr_std,residual_precision_mean,residual_precision_std,residual_recall_mean,residual_recall_std,two_way_accuracy_mean,two_way_accuracy_std,residual_selection_count_mean,residual_selection_count_std,lost_lfv1_gain_selected_count_mean,lost_lfv1_gain_selected_count_std,residual_worst_selected_count_mean,residual_worst_selected_count_std,oracle_recovery_mean,oracle_recovery_std
output_proxy,oracle,two_way_oracle,2,33.10813445017153,0.07644191684022417,0.9853513444463411,0.0005304397145907136,0.622585284094873,0.01430690394720835,0.7893156080775787,0.03254418299354839,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
metadata_proxy,oracle,two_way_oracle,2,33.10813445017153,0.07644191684022417,0.9853513444463411,0.0005304397145907136,0.622585284094873,0.01430690394720835,0.7893156080775787,0.03254418299354839,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
output_plus_metadata_proxy,oracle,two_way_oracle,2,33.10813445017153,0.07644191684022417,0.9853513444463411,0.0005304397145907136,0.622585284094873,0.01430690394720835,0.7893156080775787,0.03254418299354839,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gt_diagnostic_leakage_check,oracle,two_way_oracle,2,33.10813445017153,0.07644191684022417,0.9853513444463411,0.0005304397145907136,0.622585284094873,0.01430690394720835,0.7893156080775787,0.03254418299354839,1.0,0.0,1.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gt_diagnostic_leakage_check,stump,decision_stump,2,33.106859200563434,0.0763993664519127,0.985351800819238,0.0005297520756721852,0.6213100344867794,0.014264353558896214,0.7880403584694851,0.0325016326052362,0.9899776286353468,0.0033109619686800817,0.9673202614379085,0.0,0.9783333333333333,0.0016666666666666496,149.5,0.5,0.0,0.0,0.0,0.0,0.9979521760254935,2.1286027387157347e-05
gt_diagnostic_leakage_check,logistic,ridge_logistic,2,33.102910392487104,0.07872373870329241,0.9853508973121643,0.00050922572612766,0.6173612264104382,0.01658872581027554,0.784091550393144,0.034826004856615356,0.9395323346729996,0.001644135915235656,0.9640522875816994,0.022875816993464082,0.95,0.010000000000000009,157.0,4.0,0.5,0.5,0.5,0.5,0.9915203883846485,0.003859935198197606
metadata_proxy,stump,decision_stump,2,32.55624203562705,0.08350363295900465,0.9845469546318054,0.0005567560593287002,0.07069286955039394,0.021368620065984324,0.23742319353309965,0.039605899112324275,0.5382137103991409,0.024700196885627357,0.5261437908496732,0.02941176470588236,0.5283333333333333,0.025000000000000022,149.5,1.5,28.5,2.5,20.0,1.0,0.11281813967389963,0.03172985658806031
output_plus_metadata_proxy,logistic,ridge_logistic,2,32.55517736346054,0.030943430344088085,0.9846454393863678,0.0006739381949106837,0.06962819738387739,0.031191582548928804,0.23635852136658303,0.012954303502588874,0.5397165053836718,0.0017854709009131886,0.7026143790849673,0.1928104575163399,0.5433333333333333,0.01666666666666672,199.0,54.0,42.5,10.5,27.5,9.5,0.1130481932733708,0.052697924332077144
output_proxy,stump,decision_stump,2,32.54861207267791,0.052986673026879316,0.9844794833660125,0.0006223754088083844,0.06306290660125238,0.00914833986614157,0.22979323058395806,0.009088939180198374,0.5445304695304696,0.03404095904095905,0.5032679738562091,0.026143790849673193,0.5316666666666667,0.031666666666666676,141.5,1.5,31.5,2.5,19.0,0.0,0.10168336125802985,0.017030781516309865
output_plus_metadata_proxy,stump,decision_stump,2,32.54861207267791,0.052986673026879316,0.9844794833660125,0.0006223754088083844,0.06306290660125238,0.00914833986614157,0.22979323058395806,0.009088939180198374,0.5445304695304696,0.03404095904095905,0.5032679738562091,0.026143790849673193,0.5316666666666667,0.031666666666666676,141.5,1.5,31.5,2.5,19.0,0.0,0.10168336125802985,0.017030781516309865
output_proxy,logistic,ridge_logistic,2,32.5399200599786,0.048542444778469473,0.9846312671899795,0.0006539038817087728,0.05437089390193775,0.013592568114549734,0.22110121788464343,0.004644710931790225,0.5250614376407946,0.011903542903952458,0.8333333333333333,0.06862745098039219,0.5316666666666667,0.021666666666666667,242.5,14.5,53.0,3.0,34.5,2.5,0.08787894957499721,0.023851902999425675
metadata_proxy,logistic,ridge_logistic,2,32.537647520027974,0.09812704239983461,0.9845361218849817,0.0005490364631017264,0.052098353951311294,0.035992029506814315,0.21882867793401697,0.05422930855315425,0.5125474811632107,0.047200946509745295,0.4444444444444445,0.13725490196078433,0.51,0.043333333333333335,130.0,29.0,26.0,3.0,18.0,2.0,0.08239570352586226,0.05591716184140023
output_proxy,baseline,always_lfv1,2,32.485549166076666,0.06213501289301959,0.9844727979103725,0.000565160115559904,0.0,0.0,0.16673032398270568,0.018237279046339927,,,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metadata_proxy,baseline,always_lfv1,2,32.485549166076666,0.06213501289301959,0.9844727979103725,0.000565160115559904,0.0,0.0,0.16673032398270568,0.018237279046339927,,,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
