feature,weight,abs_weight,split,feature_set,bias,prob_threshold
height,0.021920135977481398,0.021920135977481398,1,metadata_proxy,0.03429224871564209,0.5006423560459496
width,0.02192013597748137,0.02192013597748137,1,metadata_proxy,0.03429224871564209,0.5006423560459496
beta,-0.005884136101983087,0.005884136101983087,1,metadata_proxy,0.03429224871564209,0.5006423560459496
airlight,0.004317933878993653,0.004317933878993653,1,metadata_proxy,0.03429224871564209,0.5006423560459496
residual_lfv1_luma_mean_delta,0.042524177824886544,0.042524177824886544,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
lfv1_baseline_luma_mean_delta,-0.04091126894031726,0.04091126894031726,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
lfv1_baseline_dark_channel_mean_delta,-0.037727857585914217,0.037727857585914217,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
residual_lfv1_lap_var_delta,0.03674154438849182,0.03674154438849182,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
residual_lfv1_saturation_mean_delta_abs,0.03608825198367563,0.03608825198367563,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
lfv1_baseline_lap_var_delta_abs,-0.029709050492792502,0.029709050492792502,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
baseline_saturation_mean,0.02919757430212603,0.02919757430212603,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
residual_saturation_mean,0.028878199188141402,0.028878199188141402,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
lfv1_saturation_mean,0.027637769632746598,0.027637769632746598,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
lfv1_baseline_dark_channel_mean_delta_abs,-0.027488847326231303,0.027488847326231303,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
lfv1_baseline_saturation_mean_delta,-0.02722350220157829,0.02722350220157829,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
residual_lfv1_dark_channel_mean_delta,0.025615976952057237,0.025615976952057237,0,output_plus_metadata_proxy,0.03408752442918315,0.452641101644977
residual_lfv1_lap_var_delta,0.05643804099406427,0.05643804099406427,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_lfv1_saturation_mean_delta_abs,0.04777057052013348,0.04777057052013348,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_lfv1_highfreq_abs_mean_delta,0.04770227735413368,0.04770227735413368,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_lfv1_luma_mean_delta,0.043045340171566505,0.043045340171566505,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_lfv1_edge_mean_delta,0.04190584391468792,0.04190584391468792,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_lfv1_luma_std_delta,0.03771189067324215,0.03771189067324215,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_baseline_edge_mean_delta,0.037270796916057225,0.037270796916057225,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_baseline_highfreq_abs_mean_delta,0.035591052385420305,0.035591052385420305,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
lfv1_baseline_lap_var_delta_abs,-0.0335091758620748,0.0335091758620748,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
lfv1_baseline_dark_channel_mean_delta_abs,-0.029818766435066195,0.029818766435066195,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
residual_baseline_luma_std_delta,0.028048990446973784,0.028048990446973784,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
baseline_saturation_mean,0.02640469207798073,0.02640469207798073,1,output_plus_metadata_proxy,0.03375531845304955,0.5198108367875519
rescalib_from_lfv1_luma_residual_cosine,0.3204927549639405,0.3204927549639405,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
rescalib_from_lfv1_residual_cosine,0.31824346023332106,0.31824346023332106,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
rescalib_from_lfv1_residual_error_ratio,-0.28548110491894557,0.28548110491894557,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
residual_color_regression_vs_lfv1,-0.20917157253943688,0.20917157253943688,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
rescalib_from_baseline_residual_error_ratio,-0.17139436027903235,0.17139436027903235,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
residual_luma_abs_bias_regression_vs_lfv1,-0.16743386200914975,0.16743386200914975,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
rescalib_from_baseline_luma_residual_cosine,0.16275085153794883,0.16275085153794883,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
rescalib_from_baseline_residual_cosine,0.16106565025157876,0.16106565025157876,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
residual_dark_channel_abs_bias_regression_vs_lfv1,-0.15076708697864177,0.15076708697864177,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
rescalib_from_lfv1_lf_mse_delta,-0.1437787815669353,0.1437787815669353,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
lfv1_from_baseline_residual_cosine,-0.13253990907112537,0.13253990907112537,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
lfv1_from_baseline_luma_residual_cosine,-0.12931936786977455,0.12931936786977455,0,gt_diagnostic_leakage_check,0.0170392132785071,0.5321361072756466
rescalib_from_lfv1_luma_residual_cosine,0.31657933948080624,0.31657933948080624,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
rescalib_from_lfv1_residual_cosine,0.31562961346020374,0.31562961346020374,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
rescalib_from_lfv1_residual_error_ratio,-0.28282902005564614,0.28282902005564614,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
residual_color_regression_vs_lfv1,-0.20671774167267198,0.20671774167267198,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
residual_luma_abs_bias_regression_vs_lfv1,-0.16535583892404396,0.16535583892404396,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
rescalib_from_baseline_residual_error_ratio,-0.15994300509647397,0.15994300509647397,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
rescalib_from_baseline_residual_cosine,0.15499659548519065,0.15499659548519065,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
rescalib_from_baseline_luma_residual_cosine,0.15224441013545034,0.15224441013545034,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
residual_dark_channel_abs_bias_regression_vs_lfv1,-0.14560945758173027,0.14560945758173027,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
lfv1_from_baseline_residual_cosine,-0.14021901487230568,0.14021901487230568,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
rescalib_from_lfv1_lf_mse_delta,-0.1393433915614809,0.1393433915614809,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
lfv1_from_baseline_luma_residual_cosine,-0.13738793873442323,0.13738793873442323,1,gt_diagnostic_leakage_check,0.018992190751115492,0.5162492251197561
