group_name,group_value,num_images,mean_delta_psnr,median_delta_psnr,better_030db_count,worse_030db_count,mean_lf_residual_cosine,median_lf_residual_cosine,mean_lf_luma_residual_cosine,mean_lf_residual_norm_ratio,median_lf_residual_norm_ratio,p90_lf_residual_norm_ratio,mean_lf_luma_norm_ratio,mean_lf_residual_error_ratio,mean_lf_mse_delta,mean_lf_luma_mse_delta,lf_mse_improved_count,lf_mse_regressed_count,lf_luma_mse_improved_count,lf_luma_mse_regressed_count,wrong_direction_count,possible_overshoot_count,possible_under_correction_count
all,all,1000,-0.0734966802920676,-0.026696434585984363,391,431,0.23527208359749058,0.27600982785224915,0.23537548983085435,0.560400963302578,0.543216890405891,0.846981231722553,0.5630839286395313,1.02825020595627,2.5477888175373666e-06,5.131242558491067e-06,491,509,488,512,222,1,101
baseline_strength_bin,baseline_middle_50,500,-0.17148173389559665,-0.1283373591133099,191,232,0.21835110819200054,0.24966774880886078,0.2198079334824579,0.5867334764124915,0.5565372609045183,0.846981231722553,0.5904820192616623,1.042466196360928,7.387390673102345e-05,7.236687433032784e-05,236,264,235,265,121,1,31
baseline_strength_bin,baseline_strongest_25,250,-0.19568051441184497,-0.14517976179306302,88,114,0.31166956841386856,0.33791813254356384,0.312916785286041,0.7318560191734469,0.7029719612759794,0.9868825941901259,0.7347705270730878,1.0425422496508203,1.575153582234634e-05,1.5212614736810792e-05,115,135,116,134,21,0,4
baseline_strength_bin,baseline_weakest_25,250,0.244657261034768,0.17177761476998832,112,85,0.19271654959209264,0.22439901530742645,0.18896930707246065,0.336280881211882,0.3199218051285304,0.5195476905642713,0.3366011489617127,0.9855261814524033,-0.00015330819401424377,-0.00013942139316350222,140,110,137,113,80,0,66
airlight_bin,0.65<=A<0.75,194,0.059717167395402934,0.10385891634355104,85,84,0.2453075466658344,0.320606991648674,0.2435457716937796,0.5556533860440096,0.5353054413175562,0.879388959471639,0.5603233553715414,1.0110933899775427,-1.2756412578494643e-05,-8.020083873113258e-06,100,94,98,96,42,0,20
airlight_bin,0.75<=A<0.85,210,-0.23993562279948463,-0.07312120468278316,72,91,0.2219196829501362,0.276191845536232,0.22213887923086684,0.579832689676307,0.5463384151999757,0.9156714239722215,0.581868418296084,1.049707286092732,1.8669069495878094e-05,2.014998062804807e-05,100,110,97,113,44,0,23
airlight_bin,0.85<=A<0.95,175,-0.02107656190206965,-0.1032669626892222,68,75,0.2408824492565223,0.24993877112865448,0.23738502922867025,0.5345260104816203,0.5304087247455279,0.8329015382016591,0.5366231855176495,1.016575104059959,-2.3357846241976533e-06,7.4103080260101704e-06,85,90,85,90,37,0,18
airlight_bin,A<0.65,295,-0.026559115185118106,-0.07543423084314682,120,128,0.24998265276663006,0.292461097240448,0.25454748835971075,0.582399751059245,0.5593551289015755,0.8586091758920296,0.5864690646838178,1.0282012402400431,-4.701058877167347e-05,-4.952345619331335e-05,145,150,146,149,73,1,33
airlight_bin,A>=0.95,126,-0.18390470370168213,0.005012819330259433,46,53,0.1998410709424033,0.2449539601802826,0.19717901827497702,0.5197568506448793,0.5199624169918371,0.7780181722556261,0.5180269706980928,1.0352345169829154,0.00012205487508340628,0.00012514490928936987,61,65,62,64,26,0,7
beta_bin,0.8<=beta<1.1,188,-0.12164906958775024,0.008079606631898884,74,80,0.22104613616210508,0.26034998893737793,0.21747098246123642,0.5281108034179716,0.510828954075393,0.8231950124171046,0.5328951249244793,1.0340413771456505,-1.5730257009055734e-05,-6.836914305127488e-06,94,94,93,95,44,0,19
beta_bin,1.1<=beta<1.4,199,-0.07399830091160284,-0.02537539453699722,78,86,0.21268573955365985,0.26042109727859497,0.21487004446461283,0.5427471068097697,0.5237254190146778,0.817781954164357,0.5421972022607774,1.0280414904877904,4.496644815209499e-05,4.4371556232454626e-05,97,102,95,104,48,0,14
beta_bin,1.4<=beta<1.7,199,-0.14156349986164204,-0.19951415534270822,72,92,0.2190071193070792,0.24134208261966705,0.21905892647553618,0.5508025965207498,0.5473220884684512,0.8303863333550114,0.5550778258590577,1.034160484243747,7.177645697559103e-06,1.2382152182460721e-05,93,106,90,109,48,0,24
beta_bin,beta<0.8,196,0.08294795045128876,0.06956649331030285,78,76,0.2888333656758602,0.31733575463294983,0.29367079484521186,0.6011297778361993,0.5768560573672992,0.8877998765065307,0.6013505964442377,1.0084764921985045,-1.8850396836755026e-06,-4.032595147784415e-06,102,94,103,93,30,1,18
beta_bin,beta>=1.7,218,-0.1100351153401257,-0.09430921934099956,89,97,0.2348495018956841,0.27890634536743164,0.23201653266692995,0.576505985510692,0.556719503593064,0.8725883150335534,0.5810880626367493,1.0358295486715816,-2.0651971389178546e-05,-1.874778384287786e-05,105,113,107,111,52,0,26
