target_margin,candidate_free_feature_set,candidate_aware_feature_set,head,split_group,strong_official_FI_relative_reduction,all_nochange_FI_relative_reduction,precision_delta,simulated_gain_delta,bootstrap_gain_p05_delta
0.2,C2_both,C3_both,decision_tree,random,0.0,0.0,0.0,0.0,0.0
0.2,C2_both,C3_both,hgb,random,0.048076207486790125,-0.017769792985178338,-0.0020697698044678248,0.00865621058640964,0.0073787683732523535
0.2,C2_both,C3_both,logistic,random,-0.040076927849121965,-0.0002919001868159449,0.001160960482731399,-0.0019061835601617005,-0.00023802260540906062
0.2,C2_depthanything,C3_depthanything,decision_tree,random,0.0,0.0,0.0,0.0,0.0
0.2,C2_depthanything,C3_depthanything,hgb,random,0.001349144358446303,-0.04451497718706606,-0.005727888770433065,0.009702488301526202,0.008819333905730697
0.2,C2_depthanything,C3_depthanything,logistic,random,-0.040076927849121965,-0.06994404476418853,-0.010838219631707613,-0.0036751004344701688,-0.002536918594462645
0.2,C2_midas,C3_midas,decision_tree,random,0.0,0.0,0.0,0.0,0.0
0.2,C2_midas,C3_midas,hgb,random,-0.0014140061025526,0.03755458515283859,0.004340050960297326,-0.0073561757802993455,-0.007443191577035269
0.2,C2_midas,C3_midas,logistic,random,0.0,0.00028332989903152584,-0.0008768313932632221,-0.00037367049122249973,2.9010192773182286e-05
