loss,l1,res_lf,dir,preserve,bound,color,residual_cosine,pred_lf_norm,target_lf_norm,residual_norm_ratio,gate_lf_mean,gate_hf_mean,c_lf_norm,step
0.032736293971538544,0.011614039540290833,0.010305783711373806,1.0,0.01573793590068817,0.0,0.004583859816193581,0.0,0.0,6.359447956085205,0.0,0.01798621006309986,0.006692850962281227,0.0,1
0.03165094926953316,0.011498666368424892,0.010280609130859375,0.9493970274925232,0.016529060900211334,0.0002950370544567704,0.006666536442935467,0.050602987408638,0.13662058115005493,6.101845741271973,0.02239004150032997,0.016334164887666702,0.006065316963940859,0.0905214324593544,100
0.02659236267209053,0.011731741949915886,0.010574966669082642,0.6836498975753784,0.03149174153804779,0.001282793004065752,0.005865029990673065,0.3163500726222992,0.6392005681991577,6.126503944396973,0.10433366149663925,0.03490903973579407,0.024613363668322563,0.4177604615688324,200
0.026895716786384583,0.010512938722968102,0.009063931182026863,0.7679092288017273,0.026944315060973167,0.0009599216282367706,0.0054299975745379925,0.2320907711982727,0.47109538316726685,5.346174240112305,0.08811822533607483,0.029832080006599426,0.0223104078322649,0.30815988779067993,300
0.036650896072387695,0.011435829102993011,0.009642047807574272,1.2076101303100586,0.04235085844993591,0.001647544326260686,0.0041091847233474255,-0.207610085606575,0.7815532684326172,5.56781005859375,0.1403699517250061,0.041293010115623474,0.03955646604299545,0.5132801532745361,400
0.024990975856781006,0.0104957465082407,0.009285966865718365,0.6726377010345459,0.03425050899386406,0.00131513481028378,0.005036273505538702,0.3273622691631317,0.6379609704017639,5.776243686676025,0.11044564843177795,0.03783869743347168,0.039330385625362396,0.4262210726737976,500
0.03318358585238457,0.012338976375758648,0.010901359841227531,0.980412483215332,0.027146946638822556,0.0008165478939190507,0.006902848836034536,0.019587501883506775,0.3961831331253052,6.386817932128906,0.06203138083219528,0.030446426942944527,0.02127542719244957,0.28005972504615784,600
0.025207091122865677,0.008502237498760223,0.007430229336023331,0.7948279976844788,0.027768684551119804,0.0006232975865714252,0.0029519381932914257,0.20517201721668243,0.30972206592559814,4.755840301513672,0.06512457132339478,0.027363017201423645,0.015861567109823227,0.2251313328742981,700
0.029443776234984398,0.0111222630366683,0.010024309158325195,0.8581510782241821,0.030919387936592102,0.0016255829250440001,0.006990309804677963,0.14184895157814026,0.8075082302093506,5.469276428222656,0.14764443039894104,0.04165761172771454,0.02179085463285446,0.5919584631919861,800
0.026815319433808327,0.0110743697732687,0.009523851796984673,0.7336820363998413,0.038626063615083694,0.0014293415006250143,0.005031515844166279,0.2663179636001587,0.6874575018882751,5.538169860839844,0.12413080781698227,0.042431071400642395,0.022286130115389824,0.5053237676620483,900
0.029764274135231972,0.009639207273721695,0.008540527895092964,0.9580808877944946,0.02548566833138466,0.0005869172746315598,0.005176384001970291,0.04191909730434418,0.29386740922927856,4.790291786193848,0.06134645268321037,0.029035070911049843,0.012959975749254227,0.21913769841194153,1000
