group_name,group_value,num_images,mean_delta_psnr,median_delta_psnr,better_030db_count,worse_030db_count,mean_lf_residual_cosine,median_lf_residual_cosine,mean_lf_luma_residual_cosine,mean_lf_residual_norm_ratio,median_lf_residual_norm_ratio,p90_lf_residual_norm_ratio,mean_lf_luma_norm_ratio,mean_lf_residual_error_ratio,mean_lf_mse_delta,mean_lf_luma_mse_delta,lf_mse_improved_count,lf_mse_regressed_count,lf_luma_mse_improved_count,lf_luma_mse_regressed_count,wrong_direction_count,possible_overshoot_count,possible_under_correction_count
all,all,1000,-0.21775508465840074,-0.09852649875028874,362,438,0.21935565588835743,0.2720251828432083,0.2217144442165736,0.5830813817099721,0.5557243715985221,0.8742530407135887,0.5877410194216209,1.0485081146902089,9.575519023928791e-05,8.794496437440102e-05,463,537,467,533,245,4,83
baseline_strength_bin,baseline_middle_50,500,-0.25233945618662806,-0.12520764207879154,189,228,0.2193029572466039,0.25634440779685974,0.21868733742833138,0.6072306800504964,0.5624794757153544,0.8515485047695174,0.6121133079340982,1.0571245727180882,0.00010477952577639372,0.00010574345084023662,231,269,237,263,128,1,26
baseline_strength_bin,baseline_strongest_25,250,-0.3944403807443184,-0.22566696858078927,63,119,0.29478422485291955,0.31802329421043396,0.29524883043486627,0.7744774229179493,0.7319094688421761,1.022223560075931,0.7832332331796933,1.0708598688785633,2.1938720718026162e-05,2.1702405087125952e-05,96,154,94,156,26,3,1
baseline_strength_bin,baseline_weakest_25,250,0.02809895448397145,0.09342909205314243,110,91,0.14403248420730233,0.20567376166582108,0.15423427157476544,0.3433867438209464,0.3300428942405088,0.5192339437630682,0.3435042286385943,1.008923444446096,0.00015152298868633806,0.00011859055073000491,136,114,136,114,91,0,56
airlight_bin,0.65<=A<0.75,194,-0.21625398979101165,-0.16495274833853024,68,86,0.19972726010919079,0.25301189720630646,0.20129967101167925,0.5737634524059163,0.5411983657681595,0.9049337461452447,0.5758287315486745,1.0468118002581472,9.391698903030927e-05,8.624495568096557e-05,83,111,88,106,51,1,11
airlight_bin,0.75<=A<0.85,210,-0.1973613282791317,-0.18325117365854737,64,100,0.22289425911647934,0.26026706397533417,0.220876948819274,0.5713020025981208,0.5705933878422156,0.8612039106606941,0.5736388903262838,1.0370686084284313,5.310913449128358e-05,5.060607739627206e-05,95,115,90,120,54,0,16
airlight_bin,0.85<=A<0.95,175,-0.07430183879152395,-0.061815413911446626,70,75,0.2310759719993387,0.2704836428165436,0.2308823100477457,0.5497744463398371,0.5465852596838523,0.837101721025843,0.5539016830055586,1.0249361400643127,2.051247200662536e-06,-3.585030333072479e-06,83,92,85,90,41,0,18
airlight_bin,A<0.65,295,-0.42455544876915585,-0.1112481232597311,103,132,0.20340234294180537,0.27087026834487915,0.21275856450152725,0.6377541948174911,0.578961109086157,0.9372114015085328,0.6487848105981247,1.0896177969712653,0.00024373521607801304,0.0002265050854290721,133,162,136,159,76,3,24
airlight_bin,A>=0.95,126,0.030878948215006658,0.0834577496540092,57,45,0.26475227575394367,0.3230580985546112,0.2627775238250338,0.5353161572776797,0.4940405420677797,0.7848800490519041,0.5336648006368174,1.006675738510951,-4.665461014993193e-05,-4.448772360485727e-05,69,57,68,58,23,0,14
beta_bin,0.8<=beta<1.1,188,-0.08788710480227342,-0.07943110303023637,70,73,0.22826655793865708,0.2823258340358734,0.22813971782291426,0.5475876070952654,0.5407818594782181,0.8575632484754878,0.5507047138270659,1.0259276001707947,1.1303989672438895e-05,8.184503703306929e-06,90,98,90,98,41,0,17
beta_bin,1.1<=beta<1.4,199,-0.2140272007565631,-0.10898829306136548,71,86,0.20765974662552153,0.27087026834487915,0.21584763514795272,0.5461403721815447,0.5343433359789544,0.8384304751346292,0.548868351710974,1.0439045212177378,3.1489557699588756e-05,1.1053244666232675e-05,90,109,89,110,50,0,19
beta_bin,1.4<=beta<1.7,199,-0.20925748393896546,-0.04337799467942105,73,87,0.206949608386424,0.25897449254989624,0.20823420071272394,0.5682104877608776,0.5516900828820513,0.8155538695186068,0.5783553907365844,1.0416517655715773,0.000161832889497231,0.00014955427503255992,97,102,100,99,53,2,14
beta_bin,beta<0.8,196,-0.1786190830450149,-0.1578243826288137,70,91,0.26472077173494485,0.2837703227996826,0.2676955430248125,0.6418933196374744,0.638779385986677,0.9487529130193066,0.6455431804833509,1.0436766994044846,1.827306185968693e-05,1.6859331629589457e-05,89,107,89,107,39,1,19
beta_bin,beta>=1.7,218,-0.3760977817630287,-0.14590920684725894,78,101,0.19288536737827314,0.2597460001707077,0.19249341970976067,0.6081100908191522,0.546711474397414,0.8863034458643543,0.6117639683501456,1.0827862004759035,0.0002365933626798332,0.0002345915241225691,97,121,99,119,62,1,14
