group_name,group_value,num_images,mean_delta_psnr,median_delta_psnr,better_030db_count,worse_030db_count,mean_lf_residual_cosine,median_lf_residual_cosine,mean_lf_luma_residual_cosine,mean_lf_residual_norm_ratio,median_lf_residual_norm_ratio,p90_lf_residual_norm_ratio,mean_lf_luma_norm_ratio,mean_lf_residual_error_ratio,mean_lf_mse_delta,mean_lf_luma_mse_delta,lf_mse_improved_count,lf_mse_regressed_count,lf_luma_mse_improved_count,lf_luma_mse_regressed_count,wrong_direction_count,possible_overshoot_count,possible_under_correction_count
all,all,1000,0.20295903587607567,0.15673637364909077,453,351,0.30284411550621737,0.3421099931001663,0.3029046465611318,0.5638044226377277,0.5513372683390767,0.8469890316442904,0.5676111712594388,0.9913511652311273,-8.318361052806722e-05,-7.598161062924192e-05,545,455,547,453,160,0,120
baseline_strength_bin,baseline_middle_50,500,0.18588913813873306,0.14681508117781128,231,181,0.2879247293431545,0.3333456367254257,0.2899188928410876,0.5805834738916781,0.5519726010216243,0.8140991554267896,0.5837384762040922,0.9941795894864504,7.891061584814452e-06,7.399005960905925e-06,268,232,271,229,84,0,42
baseline_strength_bin,baseline_strongest_25,250,-0.052003885342475485,-0.038120707041169766,95,100,0.34900310428254305,0.36184221506118774,0.35138679610937834,0.743998602118677,0.7175568510440118,0.9714621511904307,0.7505415768457969,1.0185717928708502,6.86604215297848e-06,6.749236898031086e-06,124,126,127,123,15,0,1
baseline_strength_bin,baseline_weakest_25,250,0.49206175256931195,0.361899887179046,127,70,0.2865238990560174,0.3406042456626892,0.2803940044529736,0.3500521406488775,0.3347089030896173,0.5394596212900464,0.3524261557837739,0.9584736890807583,-0.0003553826074348763,-0.0003254736913368106,153,97,149,101,61,0,77
airlight_bin,0.65<=A<0.75,194,0.2198776864233745,0.1811579168723405,88,68,0.3037575891591877,0.36187557876110077,0.29821035655433814,0.5718805874322902,0.5529271366783984,0.881158427544476,0.5768439153330476,0.9903773082603498,-7.705794674977144e-05,-6.83129434956126e-05,108,86,105,89,30,0,24
airlight_bin,0.75<=A<0.85,210,0.07687369739468619,0.04977765098654885,94,83,0.284380576764566,0.3227730840444565,0.28675187413159403,0.5696101956769472,0.5473747290532707,0.84008257881069,0.572299175041571,1.005533754125145,-4.8851878316435475e-05,-4.9273550809760176e-05,106,104,109,101,39,0,21
airlight_bin,0.85<=A<0.95,175,0.13356019155896867,0.09881012366032138,72,66,0.27921050858949975,0.27357470989227295,0.2813870714285544,0.5490575807285925,0.5542715125396088,0.7945003125541232,0.5527069286308299,0.999963324251641,-2.0898094683486436e-05,-1.4248132668269265e-05,92,83,92,83,27,0,18
airlight_bin,A<0.65,295,0.3517347290424155,0.280466533962489,145,91,0.33700932017586716,0.39488446712493896,0.33787907980919135,0.5800045837695865,0.5749230724926028,0.8745692090349769,0.5859007878609216,0.9762996719834156,-0.00017835088908476005,-0.0001638442699852206,172,123,172,123,47,0,44
airlight_bin,A>=0.95,126,0.13511515608511754,0.044416791643076436,54,43,0.2850447113788317,0.3235090374946594,0.28505458554164287,0.5242461805093079,0.5108584671719747,0.7937176826507861,0.5234617460057983,0.9924912228824938,-1.3530123512268007e-05,-1.2333103638541485e-05,67,59,69,57,17,0,13
beta_bin,0.8<=beta<1.1,188,0.13191455297026322,0.19815644478365968,89,69,0.2802548598865929,0.33828912675380707,0.27980756174285026,0.5365657572748742,0.5141129907623504,0.8339225297139954,0.5419969744779433,1.000136806415931,-3.5699515969912336e-05,-3.2026587129447316e-05,105,83,105,83,37,0,26
beta_bin,1.1<=beta<1.4,199,0.09065307024159061,0.10986871681337718,81,72,0.267432727638033,0.3269939124584198,0.26309382941002896,0.553341046378349,0.546197103493605,0.8531761316953365,0.5554758269123419,1.001466351164833,2.36634778550764e-05,3.609170106294607e-05,104,95,105,94,34,0,20
beta_bin,1.4<=beta<1.7,199,0.1332233335984894,0.018862932869794236,88,85,0.29778940631597345,0.33681732416152954,0.3022068861413317,0.5577995017918886,0.5529742727037981,0.8046835459056338,0.5632955739711878,0.9993033205509384,-0.00013748224401710808,-0.0001260914460138123,99,100,100,99,34,0,28
beta_bin,beta<0.8,196,0.2753037221979693,0.21326270816899395,93,63,0.32999172782447017,0.3621664196252823,0.3311980934088993,0.6079534787306077,0.57870120393099,0.891476062959367,0.6094669916515243,0.9874459500820371,-4.506002656222447e-05,-4.155809778685394e-05,109,87,111,85,24,0,19
beta_bin,beta>=1.7,218,0.36535855964535896,0.23383852403011574,102,62,0.33485604833529564,0.3645295202732086,0.3343631020670227,0.5626339878576835,0.5473747290532707,0.8277000786402504,0.5670857840278181,0.9707930033826355,-0.00020637799015267615,-0.0002014003478782572,128,90,126,92,31,0,27
