group_name,group_value,num_images,better_psnr_count,worse_psnr_count,better_030db_count,worse_030db_count,mean_baseline_psnr,mean_current_psnr,mean_delta_psnr,median_delta_psnr,p10_delta_psnr,p90_delta_psnr,min_delta_psnr,max_delta_psnr,mean_delta_ssim
all,all,1000,462,538,377,438,32.36493939499661,32.2105193952809,-0.15441999971571227,-0.12183253772803582,-1.9000413919697285,1.6145729120233887,-5.95813794288965,5.136140714370921,-0.0002567663788795471
baseline_strength_bin,baseline_middle_50,500,237,263,199,216,32.42350853462665,32.26319742322268,-0.1603111114039786,-0.10490203607245796,-2.106530386791438,1.6413619820312655,-5.95813794288965,5.136140714370921,-0.00033203017711639407
baseline_strength_bin,baseline_strongest_25,250,97,153,67,124,38.91198967822446,38.48236191751533,-0.42962776070912856,-0.29482581295578925,-1.7019508175446147,0.8966170433842775,-4.63940376668846,2.2633015088151325,-0.0003426074981689453
baseline_strength_bin,baseline_weakest_25,250,128,122,111,98,25.70075083250868,25.833320817162917,0.1325699846542368,0.09268089781063615,-1.5386277803907484,2.019896828733233,-5.351599941890953,3.7305338763217257,-2.039766311645508e-05
airlight_bin,0.65<=A<0.75,194,86,108,69,90,32.70809198647196,32.507726963368064,-0.20036502310389598,-0.17466471315697518,-2.077700530451326,1.6141757312026441,-4.377319884747287,3.3322986046001333,-0.00030353204491212195
airlight_bin,0.75<=A<0.85,210,97,113,78,90,32.46682063551903,32.35585146199712,-0.11096917352190655,-0.12505018230351084,-1.7624458727781078,1.5303569247094126,-4.006309276983124,3.850558454788427,-0.0007742861906687419
airlight_bin,0.85<=A<0.95,175,88,87,78,66,31.403166354801773,31.41511695989448,0.01195060509271747,0.030657355660171248,-1.6609007555424964,1.502349377352341,-4.073506193647958,3.7305338763217257,-0.00010395663125174386
airlight_bin,A<0.65,295,126,169,101,141,33.50005119745763,33.17084910336194,-0.32920209409570095,-0.19483159189636012,-2.3951675917937365,1.5745776405040988,-5.95813794288965,5.136140714370921,-0.00019616292694867667
airlight_bin,A>=0.95,126,65,61,51,51,30.344984133505896,30.36702860233963,0.02204446883373167,0.04570111732495974,-1.478639160081304,1.884713760244514,-4.528231199330861,3.0826920154869093,0.0003236461253393264
beta_bin,0.8<=beta<1.1,188,81,107,67,81,32.86668052739892,32.70377885692983,-0.16290167046909215,-0.16476585776522867,-1.7320844857650208,1.3872922917600605,-4.377319884747287,4.163191638967561,-0.00015573203563690186
